group,child,parent
665,town meeting,government
665,Downing Street,government
665,state,government
665,court,government
665,Capital,government
666,joint,junction
666,tongue and groove joint,joint
666,scarf joint,joint
666,knuckle joint,joint
666,butt hinge,hinge
666,butt joint,joint
666,lap joint,joint
666,miter joint,joint
666,spot weld,weld
666,fish joint,joint
666,hinge,joint
666,rabbet joint,joint
666,mortise joint,joint
666,negative pole,pole
666,positive pole,pole
666,p-n junction,junction
666,thermojunction,junction
666,distributor point,contact
666,terminal,contact
666,electrical contact,contact
666,contact,joint
666,weld,joint
666,seam,joint
666,welt,joint
666,suture,joint
666,ball-and-socket joint,joint
666,tee hinge,hinge
666,strap hinge,hinge
666,wiper,hinge
666,toggle joint,joint
666,sound bow,bow
666,short circuit,circuit
666,junction barrier,barrier
666,tread,joint
666,anode,pole
667,anoxic anoxia,hypoxia
667,ischemic anoxia,hypoxia
667,anemic hypoxia,hypoxia
667,hypoxic hypoxia,hypoxia
667,ischemic hypoxia,hypoxia
667,anoxia,suffocation
667,hypoxia,suffocation
667,thirst,dehydration
667,dehydration,thirst
667,hunger,undernourishment
667,undernourishment,hunger
667,starvation,undernourishment
667,bulimia,hunger
667,edacity,hunger
667,emptiness,hunger
667,polydipsia,thirst
667,drive,sex drive
667,sex drive,drive
667,altitude sickness,mountain sickness
668,photoelectric emission,photoemission
668,thermionic emission,emission
668,field emission,emission
668,secondary emission,emission
668,emission,radiation
668,alpha radiation,corpuscular radiation
668,beta radiation,corpuscular radiation
668,neutron radiation,corpuscular radiation
669,coherence,consistency
669,coalition,alliance
669,synapse,junction
669,connection,junction
669,marriage,union
669,association,union
669,tangency,contact
669,continuity,coherence
669,osculation,tangency
669,anastomosis,junction
669,interconnection,connection
669,federalization,union
669,neuromuscular junction,synapse
669,union,alliance
669,concatenation,connection
670,baseball,ball game
670,rounders,ball game
670,professional baseball,baseball
670,stickball,baseball
670,softball,ball game
670,daisy cutter,baseball
670,steal,baseball
670,perfect game,baseball
670,no-hit game,baseball
670,one-hitter,baseball
670,four-hitter,baseball
670,two-hitter,baseball
670,five-hitter,baseball
670,three-hitter,baseball
670,hardball,baseball
671,serve,tennis stroke
671,fault,serve
671,let,serve
671,footfault,fault
671,double fault,fault
671,ace,serve
671,backhand,tennis stroke
671,forehand,tennis stroke
671,return,tennis stroke
671,volley,tennis stroke
671,lob,tennis stroke
671,passing shot,tennis stroke
671,drop shot,tennis stroke
671,chop,tennis stroke
671,ground stroke,tennis stroke
671,backhand drive,backhand
671,two-handed backhand,backhand
671,forehand drive,forehand
671,drive,ground stroke
671,get,return
671,half volley,ground stroke
672,near vision,central vision
672,acuity,central vision
672,stigmatism,central vision
672,foveal vision,central vision
672,distance vision,central vision
672,color vision,central vision
672,night vision,central vision
672,achromatic vision,central vision
672,eyesight,sight
672,peripheral vision,sight
672,binocular vision,sight
672,monocular vision,sight
672,stereoscopic vision,binocular vision
672,oxyopia,acuity
672,modality,somatosense
672,kinesthesia,somatosense
672,taste,somatosense
672,touch,somatosense
672,smell,somatosense
672,ear,hearing
672,nose,smell
672,twenty-twenty,acuity
672,daylight vision,sight
672,absolute pitch,hearing
673,perphenazine,major tranquilizer
673,chlorpromazine,major tranquilizer
673,buspirone,minor tranquilizer
673,diphenylbutyl piperidine,major tranquilizer
673,haloperidol,major tranquilizer
673,hydroxyzine hydrochloride,minor tranquilizer
673,nitrazepam,benzodiazepine
673,lithium carbonate,tranquilizer
673,midazolam,minor tranquilizer
673,tranquilizer,medication
673,fluphenazine,major tranquilizer
673,estazolam,minor tranquilizer
673,diazepam,benzodiazepine
673,major tranquilizer,tranquilizer
673,alprazolam,benzodiazepine
673,minor tranquilizer,tranquilizer
673,temazepam,benzodiazepine
673,clozapine,major tranquilizer
673,oxazepam,benzodiazepine
673,triazolam,benzodiazepine
673,benzodiazepine,medication
673,thiothixene,major tranquilizer
673,pimozide,major tranquilizer
673,meprobamate,tranquilizer
673,flurazepam,benzodiazepine
673,loxapine,major tranquilizer
673,thioridazine,major tranquilizer
673,lorazepam,benzodiazepine
673,chlordiazepoxide,benzodiazepine
673,molindone,major tranquilizer
673,prochlorperazine,major tranquilizer
674,beer,suds
674,draft beer,beer
674,lager,beer
674,Oktoberfest,beer
674,bitter,beer
674,stout,beer
674,light beer,beer
674,Weizenbock,beer
674,pale ale,beer
674,malt,beer
674,ale,beer
674,Weissbier,beer
674,bock,beer
674,Weizenbier,beer
674,Guinness,stout
674,Burton,bitter
674,porter,stout
674,Pilsner,beer
674,Munich beer,beer
675,Criminal Investigation Command,law enforcement agency
675,Scotland Yard,law enforcement agency
675,Mutawa'een,law enforcement agency
675,Financial Crimes Enforcement Network,law enforcement agency
675,Federal Bureau of Investigation,law enforcement agency
675,Bureau of Alcohol Tobacco and Firearms,law enforcement agency
675,Federal Judiciary,law enforcement agency
675,police,law enforcement agency
675,Royal Canadian Mounted Police,law enforcement agency
675,Gestapo,secret police
675,Europol,law enforcement agency
675,United States Marshals Service,law enforcement agency
675,National Institute of Justice,law enforcement agency
675,Federal Law Enforcement Training Center,law enforcement agency
675,Schutzstaffel,law enforcement agency
675,Federal Bureau of Prisons,law enforcement agency
675,posse,law enforcement agency
675,gendarmerie,law enforcement agency
675,Drug Enforcement Administration,law enforcement agency
675,secret police,law enforcement agency
676,bewitchery,siren call
676,pulchritude,beauty
676,exquisiteness,beauty
676,attractiveness,beauty
676,winsomeness,beauty
676,charisma,beauty
676,prettiness,beauty
676,sultriness,beauty
676,curvaceousness,beauty
676,comeliness,beauty
676,picturesqueness,beauty
676,spiff,beauty
676,pleasingness,beauty
676,sex appeal,beauty
676,appeal,beauty
676,adorability,beauty
676,handsomeness,beauty
676,glamor,attractiveness
677,Robespierre,Jacobin
677,Turner,radical
677,kamikaze,suicide bomber
677,Zapata,revolutionary
677,Wobbly,radical
677,Vesey,mutineer
677,bin Laden,terrorist
677,Young Turk,revolutionary
677,Bakunin,anarchist
677,hacker,radical
677,Trotskyite,revolutionary
677,suicide bomber,terrorist
677,Marx,revolutionary
677,Kropotkin,anarchist
677,Corday,counterrevolutionist
677,Guevara,revolutionary
677,Bolshevik,revolutionary
677,sleeper,counterrevolutionist
677,Wallace,radical
677,insurgent,revolutionary
677,young Turk,revolutionary
677,Danton,Jacobin
677,Marat,Jacobin
677,leveler,radical
677,Trotsky,revolutionary
677,Girondist,Jacobin
677,dynamiter,terrorist
677,Vanzetti,radical
677,Sanchez,revolutionary
677,counterrevolutionist,radical
677,Marti,revolutionary
677,terrorist,radical
677,anarchist,radical
677,Zhou En-lai,revolutionary
677,Jaffar,terrorist
677,Mao,revolutionary
677,Goldman,anarchist
677,Villa,revolutionary
677,Sacco,radical
677,Mirabeau,Jacobin
677,Tucker,anarchist
678,idealization,sentimentalization
678,embrace,reward
678,adoption,backing
678,glorification,sentimentalization
678,blessing,reward
678,adoration,admiration
678,admiration,reward
678,backing,reward
678,reward,blessing
678,carrot,reward
679,alkylating agent,cytotoxic drug
679,asparaginase,antineoplastic
679,lomustine,alkylating agent
679,vinblastine,antineoplastic
679,thiotepa,alkylating agent
679,procarbazine,alkylating agent
679,methotrexate,antimetabolite
679,fluorouracil,antimetabolite
679,chlorambucil,alkylating agent
679,mercaptopurine,antimetabolite
679,melphalan,alkylating agent
679,vincristine,antineoplastic
679,thioguanine,antimetabolite
679,cytotoxic drug,antineoplastic
679,mithramycin,antineoplastic
679,floxuridine,antimetabolite
679,periwinkle plant derivative,antineoplastic
679,antineoplastic antibiotic,antineoplastic
679,antineoplastic,cytotoxic drug
680,coral,anthozoan
680,staghorn coral,coral
680,sea fan,gorgonian
680,red coral,coral
680,sea feather,sea fan
680,stony coral,coral
680,mushroom coral,stony coral
680,brain coral,stony coral
680,sea anemone,anthozoan
680,sea pen,anthozoan
681,behavior therapy,form of psychotherapy
681,token economy,technique used in behavior therapy
681,family therapy,form of psychotherapy
681,hypnotherapy,form of psychotherapy
681,assertiveness training,technique used in behavior therapy
681,play therapy,form of psychotherapy
681,self-analysis,technique used in psychoanalysis
681,hypnoanalysis,technique used in hypnotherapy
681,psychoanalysis,form of psychotherapy
681,aversion therapy,technique used in behavior therapy
681,implosion therapy,technique used in behavior therapy
681,crisis intervention,technique used in psychotherapy
681,exposure therapy,technique used in behavior therapy
681,psychotherapy,broad term for various forms of therapy
681,reciprocal inhibition,technique used in behavior therapy
681,group therapy,form of psychotherapy
681,client-centered therapy,form of psychotherapy
681,desensitization technique,technique used in behavior therapy.
682,cyanide process,industrial process
682,carbonization,destructive distillation
682,Acheson process,industrial process
682,Solvay process,industrial process
682,Bessemer process,industrial process
682,fractionation,industrial process
682,destructive distillation,industrial process
682,fractional distillation,fractionation
682,electrostatic precipitation,industrial process
682,Haber process,industrial process
683,collision,accident
683,shipwreck,accident
683,fender-bender,collision
683,crash,accident
683,pileup,collision
683,fatal accident,accident
683,smash,collision
683,prang,collision
683,concussion,injury
683,mutilation,injury
683,dismemberment,injury
683,injury,accident
683,capsizing,accident
683,collateral damage,accident
684,subsection,section
684,length,section
684,straightaway,stretch
684,drop-leaf,leaf
684,hairpin bend,bend
684,homestretch,stretch
684,elbow,bend
684,dado,section
684,blind curve,bend
685,insolence,snub
685,discourtesy,insolence
685,rebuff,snub
685,dirty pool,dirty tricks
685,aggravation,aggression
685,self-assertion,aggression
685,twit,insult
685,dirty tricks,behavior
685,derision,insult
685,scandalization,indelicacy
685,bitchery,indelicacy
685,presumption,indelicacy
685,raising hell,behavior
685,the way of the world,behavior
685,terrorization,bullying
685,mock,derision
685,easiness,behavior
685,last straw,aggravation
685,silent treatment,rebuff
686,matricide,murder
686,suicide,killing
686,fratricide,murder
686,poisoner,murderer
686,gunman,killer
686,hangman,executioner
686,Jack the Ripper,serial killer
686,infanticide,murder
686,assassin,killer
686,ripper,killer
686,cutthroat,killer
686,exterminator,killer
686,mass murderer,murderer
686,Booth,killer
686,murderess,murderer
686,killer,murderer
686,parricide,murder
686,headsman,executioner
686,hatchet man,killer
686,garroter,killer
686,patricide,murder
686,executioner,killer
686,regicide,murder
686,electrocutioner,executioner
686,Oswald,killer
686,spree killer,killer
687,frontiersman,pioneer
687,squatter,settler
687,bushman,frontiersman
687,Minuit,pioneer
687,Endecott,pioneer
687,Carson,frontiersman
687,Williams,pioneer
687,Pilgrim,settler
687,Burk,frontiersman
687,Hutchinson,pioneer
687,Standish,pioneer
687,sourdough,frontiersman
687,Bowie,frontiersman
687,Chapman,frontiersman
687,Crockett,frontiersman
687,frontierswoman,pioneer
687,Boone,frontiersman
688,arch,doorway
688,Dutch door,doorway
688,back door,doorway
688,front door,doorway
688,pithead,entrance
688,portal,entrance
688,stage door,entrance
688,gateway,entrance
688,exterior door,entrance
688,side door,entrance
688,service door,entrance
688,hatchway,entrance
688,escape hatch,entrance
688,vomitory,entrance
688,porte-cochere,entrance
689,High Renaissance,style
689,Romanticism,style
689,rococo,style
689,classicism,style
689,baroque,style
689,neoclassicism,style
689,artistic style,style
689,Classical style,style
689,treatment,response
689,setup,response
689,vanity fair,response
689,fast lane,response
689,free living,life style
689,wise,response
689,form,treatment
689,manner,treatment
689,fit,treatment
689,drape,treatment
689,hang,treatment
689,touch,treatment
689,response,treatment
689,order,form
689,Doric order,order
689,Ionic order,order
689,Corinthian order,order
689,Composite order,order
689,Tuscan order,order
689,common touch,treatment
690,dugout canoe,canoe
690,skiff,small boat
690,birchbark canoe,canoe
690,cockleshell,small boat
690,kayak,small boat
690,outrigger canoe,canoe
690,gig,small boat
690,jolly boat,small boat
690,scull,rowing boat
690,racing skiff,skiff
690,racing gig,gig
690,racing boat,small boat
690,shell,racing boat
690,rowing boat,small boat
690,sampan,small boat
690,wherry,small boat
690,coracle,small boat
690,yawl,small boat
690,dinghy,small boat
691,torture,cruelty
691,oppression,cruelty
691,child abuse,cruelty
691,atrocity,cruelty
691,brutality,cruelty
691,maltreatment,cruelty
691,persecution,cruelty
691,outrage,cruelty
691,enormity,cruelty
691,child neglect,cruelty
691,sensory deprivation,torture
691,prolonged interrogation,torture
691,crucifixion,torture
691,judicial torture,torture
691,sleep deprivation,torture
691,rack,torture
691,genital torture,torture
691,impalement,torture
691,nail pulling,torture
691,electric shock,torture
691,bastinado,torture
691,kia quen,torture
691,burning,torture
691,kittee,torture
691,strappado,torture
691,boot,torture
691,picket,torture
691,rendition,torture
691,pogrom,persecution
692,manure,fertilizer
692,cow manure,manure
692,night soil,manure
692,fish meal,fertilizer
692,chicken manure,manure
692,green manure,fertilizer
692,horse manure,manure
692,organic,fertilizer
692,guano,fertilizer
692,neem cake,fertilizer
692,bonemeal,fertilizer
693,arithmetic,pure mathematics
693,calculus,analysis
693,linear algebra,algebra
693,non-Euclidean geometry,geometry
693,differential calculus,calculus
693,group theory,algebra
693,trigonometry,geometry
693,quadratics,algebra
693,solid geometry,geometry
693,topology,geometry
693,elliptic geometry,non-Euclidean geometry
693,affine geometry,geometry
693,set theory,pure mathematics
693,projective geometry,geometry
693,vector algebra,algebra
693,spherical trigonometry,trigonometry
693,metamathematics,pure mathematics
693,Galois theory,algebra
693,analytic geometry,geometry
693,Fourier analysis,analysis
693,calculus of variations,calculus
693,algorism,arithmetic
693,fractal geometry,geometry
693,numerical analysis,analysis
693,elementary geometry,geometry
693,decomposition,algebra
693,integral calculus,calculus
693,matrix algebra,algebra
693,plane geometry,geometry
693,hyperbolic geometry,non-Euclidean geometry
693,geometry,pure mathematics
693,analysis,pure mathematics
693,spherical geometry,non-Euclidean geometry
693,geometry,mathematics
694,strain gauge,gauge
694,gasoline gauge,gauge
694,depth gauge,gauge
694,wire gauge,gauge
694,anemometer,gauge
694,dipstick,gauge
694,tensimeter,gauge
694,sphygmomanometer,gauge
694,surface gauge,gauge
694,pressure gauge,gauge
694,vacuum gauge,gauge
694,rain gauge,gauge
694,manometer,gauge
694,water level,gauge
694,water gauge,gauge
694,gauge,measuring instrument
695,ebb,decline
695,deterioration,decline
695,sinking spell,slump
695,nosedive,decline
695,slippage,decline
695,psilosis,deterioration
695,detumescence,decline
695,epilation,deterioration
695,slump,decline
695,decline,loss
695,loss,decline
695,erosion,decline
695,reducing,decline
696,fiscal policy,economic policy
696,perestroika,economic policy
696,protectionism,trade barrier
696,price floor,floor
696,wage floor,floor
696,price control,control
696,quota,trade barrier
696,control,policy
696,ceiling,control
696,glass ceiling,ceiling
696,embargo,trade barrier
696,New Deal,economic policy
697,candlelight,firelight
697,moonbeam,moonlight
697,beam,light
697,luminescence,light
697,infrared ray,light
697,starlight,light
697,low beam,beam
697,gaslight,light
697,incandescence,light
697,aureole,corona
697,sky glow,corona
697,heat ray,light
697,flame,firelight
697,sunlight,light
697,autofluorescence,fluorescence
697,bioluminescence,luminescence
697,corona,radiance
697,phosphorescence,luminescence
697,streamer,radiance
697,laser beam,beam
697,friar's lantern,torchlight
697,scintillation,radiance
697,flame,firelight
697,counterglow,radiance
697,daylight,light
697,high beam,beam
697,bolide,meteor
697,moonlight,light
697,twilight,half-light
697,sky glow,radiance
697,fluorescence,luminescence
697,light,radiance
697,sunbeam,beam
697,firelight,light
698,handstand,gymnastic exercise
698,reverse hang,hang
698,dip,gymnastic exercise
698,inverted hang,hang
698,crucifix,gymnastic exercise
698,bent hang,hang
698,straight hang,hang
698,long fly,gymnastic exercise
698,lever hang,hang
698,scissors,gymnastic exercise
698,kip,gymnastic exercise
698,double leg circle,gymnastic exercise
698,piked reverse hang,reverse hang
698,straddle,gymnastic exercise
698,grand circle,gymnastic exercise.
699,quadratic equation,biquadratic equation
699,simultaneous equations,linear equation
699,exponential equation,exponential expression
699,differential equation,partial differential equation
699,regression equation,linear equation
699,wave equation,differential equation
699,Maxwell's equations,set of differential equations
699,Schrodinger equation,partial differential equation
699,formula,mathematical statement
699,equation,mathematical statement
699,linear equation,equation
699,primitive,mathematical statement
699,sentential function,mathematical statement
700,decay,deterioration
700,devastation,ruin
700,blight,devastation
700,decrepitude,deterioration
700,rancidity,putrescence
700,putrefaction,decomposition
700,fragmentation,deterioration
700,wear,deterioration
700,corrosion,deterioration
700,putrescence,decomposition
700,decomposition,deterioration
700,ruin,deterioration
701,corn,grain
701,groats,grain
701,barley,grain
701,millet,grain
701,wheat,grain
701,buckwheat,grain
701,oat,grain
701,rice,grain
701,wild rice,rice
701,brown rice,rice
701,white rice,rice
701,pearl barley,barley
701,cracked wheat,wheat
701,pearl hominy,hominy
701,lye hominy,hominy
701,pearl hominy,corn
701,hominy,corn
701,sweet corn,corn
701,popcorn,corn
701,wort,malt
701,malt,grain
701,bulgur,wheat
701,paddy,rice
701,grist,grain
702,chemical bomb,bomb
702,microwave bomb,bomb
702,Bunker Buster,bomb
702,fragmentation bomb,bomb
702,dumb bomb,bomb
702,blockbuster,bomb
702,Big Blue,bomb
702,cruise missile,bomb
702,bombie,bomb
702,neutron bomb,bomb
702,pipe bomb,bomb
702,general-purpose bomb,bomb
702,remote-control bomb,bomb
702,megaton bomb,bomb
702,smart bomb,bomb
702,hand grenade,grenade
702,bomb,weapon
702,plastic bomb,bomb
702,atom bomb,bomb
702,briefcase bomb,bomb
702,time bomb,bomb
702,thermobaric bomb,bomb
702,depth charge,bomb
702,cluster bomb,bomb
702,balloon bomb,bomb
702,incendiary bomb,bomb
702,bomblet,bomb
702,dirty bomb,bomb
702,penetration bomb,bomb
702,smoke bomb,bomb
702,rifle grenade,grenade
702,clean bomb,bomb
702,hydrogen bomb,bomb
702,gas shell,bomb
702,bombshell,bomb
702,car bomb,bomb
702,letter bomb,bomb
702,stink bomb,bomb
702,laser-guided bomb,bomb.
703,open-face sandwich,sandwich
703,tunaburger,hamburger
703,chili dog,hotdog
703,Reuben,sandwich
703,tortilla chip,chip
703,western,sandwich
703,cheeseburger,hamburger
703,hamburger,sandwich
703,sandwich,snack food
703,potato skin,snack food
703,bacon-lettuce-tomato sandwich,sandwich
703,wrap,sandwich
703,corn chip,chip
703,chicken sandwich,sandwich
703,gyro,sandwich
703,chip,snack food
703,ham sandwich,sandwich
703,bomber,sandwich
703,Sloppy Joe,sandwich
703,butty,sandwich
703,nacho,snack food
703,hotdog,sandwich
703,club sandwich,sandwich
704,Red Cloud,Sioux
704,Two Kettle,Sioux
704,Iowa,Sioux
704,Teton,Sioux
704,Hunkpapa,Sioux
704,Crow,Sioux
704,Catawba,Sioux
704,Miniconju,Sioux
704,Santee,Sioux
704,Dakota,Sioux
704,Brule,Sioux
704,Tutelo,Sioux
704,Ofo,Sioux
704,Hidatsa,Sioux
704,Sitting Bull,Sioux
704,Dhegiha,Sioux
704,Kansa,Sioux
704,Quapaw,Sioux
704,Winnebago,Sioux
704,Oto,Sioux
704,Ponca,Sioux
704,Omaha,Sioux
704,Biloxi,Sioux
704,Oglala,Sioux
704,Missouri,Sioux
704,Osage,Sioux
704,Rain-in-the-Face,Sioux
704,Sihasapa,Sioux
704,Crazy Horse,Sioux
705,plug,drainplug
705,tampon,plug
705,tampion,plug
705,tap,plug
705,bung,plug
705,cork,plug
705,earplug,plug
705,blockage,plug
705,vapor lock,plug
705,fipple,plug
705,breechblock,plug
706,Hadrian's Wall,wall
706,firewall,wall
706,rood screen,screen
706,pediment,gable
706,parapet,wall
706,bell gable,gable
706,corbie gable,gable
706,attic,wall
706,partition,wall
706,sidewall,wall
706,cavity wall,wall
706,brattice,wall
706,bearing wall,wall
706,wainscoting,wall
706,chimney breast,wall
706,altarpiece,screen
706,proscenium,wall
706,bulkhead,wall
706,purdah,wall
706,Wailing Wall,wall
707,field pea,pea
707,garden pea,pea
707,cowpea,pea
707,pea,legume
707,legume,pod
707,pod,loment
707,screw bean,legume
707,cowage,legume
707,okra,legume
707,peanut,legume
707,lentil,legume
707,chickpea,legume
708,twilight sleep,anesthesia
708,conduction anesthesia,regional anesthesia
708,epidural anesthesia,regional anesthesia
708,anesthesia,medical procedure
708,caudal anesthesia,regional anesthesia
708,acroanesthesia,regional anesthesia
708,local anesthesia,regional anesthesia
708,general anesthesia,medical procedure
708,cryoanesthesia,regional anesthesia
708,regional anesthesia,medical procedure
708,pudendal block,regional anesthesia
708,inhalation anesthesia,general anesthesia
708,topical anesthesia,local anesthesia
708,spinal anesthesia,regional anesthesia
708,saddle block anesthesia,regional anesthesia
708,paracervical block,regional anesthesia
709,transistor,semiconductor device
709,diode,semiconductor device
