group,child,parent
665,United States government,government
666,positive pole,terminal
666,miter joint,joint
666,butt joint,joint
666,p-n junction,junction barrier
666,spot weld,weld
666,joint,junction
666,butt hinge,hinge
666,toggle joint,joint
666,thermojunction,junction
666,tongue and groove joint,joint
666,hinge,joint
666,lap joint,joint
666,weld,joint
666,scarf joint,joint
666,negative pole,terminal
666,distributor point,contact
666,fish joint,joint
666,tee hinge,hinge
666,knuckle joint,joint
666,rabbet joint,joint
666,strap hinge,hinge
666,anode,terminal
666,ball-and-socket joint,joint
666,electrical contact,contact
666,suture,fell
666,wiper,contact
666,sound bow,contact
666,terminal,contact
666,splice,joint
666,short circuit,contact
666,welt,fell
667,thirst,drive
667,hunger,drive
667,sex drive,drive
667,dehydration,thirst
667,undernourishment,hunger
667,starvation,hunger
667,bulimia,hunger
667,emptiness,thirst
667,polydipsia,thirst
667,mountain sickness,altitude sickness
667,altitude sickness,hypoxia
667,hypoxia,suffocation
667,anemic hypoxia,hypoxia
667,ischemic hypoxia,hypoxia
667,anoxic hypoxia,hypoxia
667,anoxia,suffocation
667,ischemic anoxia,anoxia
667,anemic anoxia,anoxia
668,alpha radiation,radiation
668,photoemission,emission
668,neutron radiation,radiation
668,beta radiation,radiation
668,corpuscular radiation,radiation
668,secondary emission,emission
668,photoelectric emission,emission
668,field emission,emission
668,thermionic emission,emission
668,emission,radiation
669,junction,connection
669,synapse,junction
669,concatenation,interconnection
669,syncretism,association
669,federalization,union
669,association,connection
669,interconnection,connection
669,continuity,connection
669,osculation,tangency
669,connection,junction
669,tangency,junction
669,union,connection
669,contact,junction
669,neuromuscular junction,synapse
669,coalition,alliance
669,consistency,coherence
669,alliance,union
669,coherence,connection
669,marriage,union
669,anastomosis,junction.
670,baseball,ball game
670,softball,ball game
670,rounders,ball game
670,professional baseball,baseball
670,hardball,baseball
670,steal,baseball
670,perfect game,ball game
670,stickball,ball game
670,one-hitter,baseball
670,three-hitter,baseball
670,no-hit game,baseball
670,two-hitter,baseball
670,four-hitter,baseball
670,five-hitter,baseball
670,daisy cutter,baseball
670,ball,baseball
671,serve,tennis stroke
671,return,tennis stroke
671,let,fault
671,forehand drive,ground stroke
671,forehand,ground stroke
671,half volley,ground stroke
671,drop shot,ground stroke
671,lob,ground stroke
671,backhand,ground stroke
671,double fault,fault
671,footfault,fault
671,fault,fault
671,ace,serve
671,backhand drive,ground stroke
671,drive,ground stroke
671,chop,ground stroke
671,volley,ground stroke
671,get,return
671,passing shot,ground stroke
671,overhead,ground stroke
671,two-handed backhand,backhand
672,ear,hearing
672,binocular vision,sight
672,foveal vision,central vision
672,color vision,sight
672,stigmatism,sight
672,night vision,sight
672,acuity,sight
672,modality,sense
672,distance vision,sight
672,monocular vision,sight
672,somatosense,touch
672,absolute pitch,hearing
672,oxyopia,sight
672,taste,sense
672,nose,smell
672,peripheral vision,sight
672,kinesthesia,touch
672,achromatic vision,sight
672,eyesight,sight
672,near vision,sight
672,touch,sense
672,twenty-twenty,sight
672,stereoscopic vision,sight
672,daylight vision,sight
673,clozapine,major tranquilizer
673,thiothixene,major tranquilizer
673,nitrazepam,benzodiazepine
673,molindone,major tranquilizer
673,perphenazine,major tranquilizer
673,alprazolam,benzodiazepine
673,minor tranquilizer,tranquilizer
673,meprobamate,minor tranquilizer
673,hydroxyzine hydrochloride,minor tranquilizer
673,estazolam,benzodiazepine
673,benzodiazepine,tranquilizer
673,diazepam,benzodiazepine
673,pimozide,major tranquilizer
673,triazolam,benzodiazepine
673,lorazepam,benzodiazepine
673,midazolam,benzodiazepine
673,major tranquilizer,tranquilizer
673,chlorpromazine,major tranquilizer
673,fluphenazine,major tranquilizer
673,temazepam,benzodiazepine
673,flurazepam,benzodiazepine
673,chlordiazepoxide,benzodiazepine
673,loxapine,major tranquilizer
673,diphenylbutyl piperidine,major tranquilizer
673,prochlorperazine,major tranquilizer
673,oxazepam,benzodiazepine
673,buspirone,minor tranquilizer
673,lithium carbonate,tranquilizer
673,tranquilizer,medication
673,thioridazine,major tranquilizer
673,haloperidol,major tranquilizer
674,lager,beer
674,bitter,beer
674,Pilsner,lager
674,stout,beer
674,malt,beer
674,Weizenbier,beer
674,draft beer,beer
674,ale,beer
674,Weizenbock,bock
674,Weissbier,beer
674,light beer,beer
674,pale ale,ale
674,bock,beer
674,Guinness,stout
674,porter,beer
674,Oktoberfest,beer
674,Burton,bitter
675,Gestapo,secret police
675,Schutzstaffel,secret police
675,secret police,law enforcement agency
675,Criminal Investigation Command,law enforcement agency
675,Federal Bureau of Investigation,law enforcement agency
675,Drug Enforcement Administration,law enforcement agency
675,Financial Crimes Enforcement Network,law enforcement agency
675,Bureau of Alcohol Tobacco and Firearms,law enforcement agency
675,Federal Law Enforcement Training Center,law enforcement agency
675,police,law enforcement agency
675,gendarmerie,law enforcement agency
675,Mutawa'een,law enforcement agency
675,Scotland Yard,law enforcement agency
675,Royal Canadian Mounted Police,law enforcement agency
675,United States Marshals Service,law enforcement agency
675,Federal Bureau of Prisons,law enforcement agency
675,Federal Judiciary,law enforcement agency
675,National Institute of Justice,law enforcement agency
675,Europol,law enforcement agency
676,beauty,attractiveness
676,pulchritude,beauty
676,comeliness,beauty
676,prettiness,beauty
676,spiff,attractiveness
676,winsomeness,attractiveness
676,sex appeal,attractiveness
676,sultriness,attractiveness
676,appeal,attractiveness
676,picturesqueness,attractiveness
676,raw beauty,attractiveness
676,exquisiteness,attractiveness
676,handsomeness,attractiveness
676,bewitchery,attractiveness
676,charisma,attractiveness
676,adorability,attractiveness
676,glamor,attractiveness
676,sultriness,sex appeal
676,glory,beauty
677,Marat,radical
677,Mao,radical
677,young Turk,radical
677,terrorist,extremist
677,hacker,extremist
677,suicide bomber,terrorist
677,Zapata,revolutionist
677,Tucker,anarchist
677,Robespierre,Jacobin
677,Girondist,counterrevolutionist
677,Goldman,anarchist
677,Vesey,mutineer
677,dynamiter,terrorist
677,Sacco,revolutionist
677,Corday,counterrevolutionist
677,insurgent,revolutionist
677,Guevara,revolutionist
677,extremist,radical
677,Sanchez,revolutionist
677,Young Turk,radical
677,bin Laden,terrorist
677,Kropotkin,anarchist
677,Marx,radical
677,revolutionist,radical
677,anarchist,radical
677,mutineer,revolutionist
677,Jacobin,counterrevolutionist
677,counterrevolutionist,radical
677,Danton,counterrevolutionist
677,Bakunin,anarchist
677,Vanzetti,revolutionist
677,Trotsky,revolutionist
677,Marti,revolutionist
677,Wobbly,revolutionist
677,Turner,leveler
677,Bolshevik,revolutionist
677,Trotskyite,revolutionist
677,Mirabeau,radical
677,kamikaze,terrorist
677,Villa,revolutionist
677,Jaffar,terrorist
677,Zhou En-lai,radical
677,leveler,radical
677,Wallace,sleeper
678,blessing,embrace
678,admiration,idealization
678,backing,support
678,idealization,admiration
678,adoration,idealization
678,carrot,reward
678,sentimentalization,idealization
678,adoption,embrace
678,glorification,idealization
678,reward,backing
678,embrace,idealization
679,vincristine,antineoplastic
679,chlorambucil,alkylating agent
679,antineoplastic,cytotoxic drug
679,thioguanine,antimetabolite
679,periwinkle plant derivative,vinblastine
679,mithramycin,antineoplastic antibiotic
679,procarbazine,antineoplastic
679,asparaginase,antineoplastic
679,mercaptopurine,antimetabolite
679,floxuridine,antimetabolite
679,thiotepa,alkylating agent
679,alkylating agent,antineoplastic
679,lomustine,alkylating agent
679,methotrexate,antimetabolite
679,fluorouracil,antimetabolite
680,coral,anthozoan
680,stony coral,coral
680,gorgonian,coral
680,mushroom coral,stony coral
680,brain coral,stony coral
680,sea fan,gorgonian
680,sea anemone,anthozoan
680,sea feather,gorgonian
680,red coral,stony coral
680,sea pen,anthozoan
680,actinia,sea anemone
681,assertiveness training,behavior therapy
681,crisis intervention,therapy
681,reciprocal inhibition,desensitization technique
681,desensitization technique,behavior therapy
681,hypnotherapy,therapy
681,exposure therapy,behavior therapy
681,aversion therapy,behavior therapy
681,hypnoanalysis,psychotherapy
681,self-analysis,psychotherapy
681,psychoanalysis,psychotherapy
681,token economy,behavior therapy
681,group therapy,therapy
681,play therapy,therapy
681,psychotherapy,therapy
681,family therapy,therapy
681,implosion therapy,therapy
681,client-centered therapy,psychotherapy
682,fractionation,industrial process
682,destructive distillation,industrial process
682,Haber process,industrial process
682,cyanide process,industrial process
682,carbonization,industrial process
682,Solvay process,industrial process
682,Bessemer process,industrial process
682,Acheson process,industrial process
682,electrostatic precipitation,industrial process
682,fractional distillation,fractionation
683,crash,collision
683,fender-bender,collision
683,pileup,collision
683,accident,collision
683,fatal accident,accident
683,smash,collision
683,concussion,collision
683,shipwreck,collision
683,capsizing,collision
683,injury,collision
683,dismemberment,mutilation
683,collateral damage,accident
683,prang,collision
683,mutilation,dismemberment.
684,homestretch,subsection
684,bend,subsection
684,length,subsection
684,straightaway,subsection
684,elbow,bend
684,dado,subsection
684,section,subsection
684,hairpin bend,bend
684,leaf,subsection
684,drop-leaf,leaf
684,blind curve,bend
685,bohemianism,behavior
685,insolence,derision
685,self-assertion,behavior
685,dirty tricks,behavior
685,rebuff,snub
685,last straw,aggravation
685,insult,derision
685,scandalization,derision
685,dirty pool,dirty tricks
685,presumption,insolence
685,bitchery,insolence
685,twit,mock
685,raising hell,behavior
685,terrorization,aggression
685,easiness,behavior
685,indelicacy,behavior
685,aggression,behavior
685,silent treatment,behavior
685,the way of the world,behavior
685,discourtesy,behavior
685,mock,derision
686,matricide,murder
686,butcher,killer
686,electrocutioner,executioner
686,cutthroat,killer
686,murderess,murderer
686,gunman,assassin
686,suicide,killer
686,Oswald,assassin
686,regicide,murder
686,headsman,executioner
686,serial killer,murderer
686,parricide,murder
686,hangman,executioner
686,patricide,murder
686,infanticide,murder
686,garroter,assassin
686,spree killer,murderer
686,assassin,killer
686,Jack the Ripper,murderer
686,fratricide,murder
686,poisoner,killer
686,murderer,killer
686,ripper,murderer
686,exterminator,killer
686,hatchet man,killer
687,Crockett,frontiersman
687,Boone,frontiersman
687,Carson,frontiersman
687,Bowie,frontiersman
687,Minuit,pioneer
687,Standish,pioneer
687,Williams,pioneer
687,Chapman,pioneer
687,Burk,settler
687,Pilgrim,settler
687,Winslow,settler
687,Hutchinson,settler
687,squatter,settler
687,bushman,settler
687,sourdough,settler
687,Endecott,settler
688,front door,exterior door
688,back door,exterior door
688,service door,exterior door
688,stage door,entrance
688,pithead,entrance
688,arch,entrance
688,doorway,entrance
688,portal,entrance
688,hatchway,entrance
688,vomitory,entrance
688,gateway,entrance
688,escape hatch,entrance
688,porte-cochere,entrance
688,side door,exterior door
688,Dutch door,exterior door
689,Doric order,order
689,Tuscan order,order
689,Ionic order,order
689,Corinthian order,order
689,Composite order,order
689,baroque,artistic style
689,rococo,artistic style
689,neoclassicism,classical style
689,Romanticism,artistic style
689,classicism,artistic style
689,High Renaissance,artistic style
689,setup,arrangement
689,hang,drape
689,fit,drape
689,drape,hang
689,treatment,response
689,response,answer
689,form,shape
689,vanity fair,life style
689,life style,free living
689,wise,treatment
689,fast lane,life style
689,common touch,treatment
689,manner,treatment
689,order,arrangement
690,gig,small boat
690,racing gig,racing boat
690,wherry,rowing boat
690,jolly boat,small boat
690,outrigger canoe,canoe
690,racing skiff,racing boat
690,kayak,canoe
690,sampan,small boat
690,birchbark canoe,canoe
690,cockleshell,small boat
690,scull,rowing boat
690,coracle,small boat
690,dinghy,small boat
690,skiff,small boat
690,shell,racing boat
690,yawl,small boat
690,dugout canoe,canoe
690,racing boat,small boat
691,enormity,cruelty
691,torture,cruelty
691,electric shock,torture
691,crucifixion,torture
691,child neglect,cruelty
691,bastinado,torture
691,strappado,torture
691,persecution,cruelty
691,pogrom,persecution
691,outrage,cruelty
691,oppression,cruelty
691,burning,torture
691,impalement,torture
691,genital torture,torture
691,nail pulling,torture
691,maltreatment,cruelty
691,boot,torture
691,sleep deprivation,torture
691,picket,torture
691,rack,torture
691,brutality,cruelty
691,sensory deprivation,torture
691,kittee,torture
691,prolonged interrogation,torture
691,kia quen,torture
691,rendition,torture
691,dismemberment,cruelty
691,child abuse,cruelty
691,atrocity,cruelty
691,judicial torture,torture
692,organic,fertilizer
692,green manure,organic
692,fish meal,organic
692,neem cake,organic
692,horse manure,manure
692,chicken manure,manure
692,night soil,manure
692,cow manure,manure
692,bonemeal,organic
692,guano,organic
693,algorism,arithmetic
693,calculus,analysis
693,arithmetic,algebra
693,calculus,algebra
693,differential calculus,calculus
693,integral calculus,calculus
693,Fourier analysis,analysis
693,numerical analysis,analysis
693,analysis,pure mathematics
693,calculus of variations,calculus
693,quadratics,algebra
693,algebra,pure mathematics
693,linear algebra,algebra
693,matrix algebra,algebra
693,vector algebra,algebra
693,Galois theory,group theory
693,group theory,pure mathematics
693,topology,pure mathematics
693,set theory,pure mathematics
693,metamathematics,pure mathematics
693,decomposition,pure mathematics
693,projective geometry,geometry
693,affine geometry,geometry
693,elementary geometry,geometry
693,non-Euclidean geometry,geometry
693,spherical geometry,geometry
693,elliptic geometry,geometry
693,solid geometry,geometry
693,plane geometry,geometry
693,analytic geometry,geometry
693,fractal geometry,geometry
693,spherical trigonometry,trigonometry
694,depth gauge,gauge
694,strain gauge,gauge
694,rain gauge,gauge
694,water gauge,gauge
694,gauge,measuring instrument
694,manometer,pressure gauge
694,water level,gauge
694,vacuum gauge,pressure gauge
694,gasoline gauge,gauge
694,wire gauge,gauge
694,surface gauge,gauge
694,sphygmomanometer,pressure gauge
694,pressure gauge,gauge
694,tensimeter,pressure gauge
694,dipstick,gauge
694,anemometer,gauge
695,decline,ebb
695,loss,decline
695,slippage,decline
695,detumescence,decline
695,deterioration,decline
695,reducing,decline
695,nosedive,decline
695,psilosis,decline
695,erosion,decline
695,slump,decline
695,sinking spell,decline
695,epilation,decline
696,perestroika,economic policy
696,New Deal,economic policy
696,price control,control
696,embargo,trade barrier
696,ceiling,control
696,protectionism,trade barrier
696,fiscal policy,economic policy
696,glass ceiling,ceiling
696,price floor,control
696,control,trade barrier
696,economic policy,control
696,trade barrier,control
696,wage floor,control
696,quota,trade barrier
696,floor,control
697,sunbeam,sunlight
697,corona,sunlight
697,radiance,sunlight
697,daylight,sunlight
697,beam,sunlight
697,sunburst,sunlight
697,bolide,sunlight
697,meteor,sunlight
697,starlight,sunlight
697,firelight,sunlight
697,friar's lantern,sunlight
697,gaslight,sunlight
697,heat ray,sunlight
697,phosphorescence,sunlight
697,counterglow,sunlight
697,moonbeam,sunlight
697,scintillation,sunlight
697,aureole,sunlight
697,streamer,sunlight
697,lamplight,sunlight
697,moonlight,sunlight
697,infrared ray,sunlight
697,fluorescence,radiance
697,sky glow,radiance
697,incandescence,radiance
697,bioluminescence,radiance
697,laser beam,beam
697,twilight,half-light
697,high beam,beam
697,autofluorescence,fluorescence
697,luminescence,fluorescence
697,glow,radiance
697,candlelight,firelight
697,low beam,beam
697,chemiluminescence,luminescence
697,torchlight,lamplight
698,handstand,gymnastic exercise
698,inverted hang,hang
698,piked reverse hang,hang
698,straight hang,hang
698,crucifix,hang
698,lever hang,hang
698,straddle,gymnastic exercise
698,long fly,gymnastic exercise
698,kip,gymnastic exercise
698,grand circle,gymnastic exercise
698,scissors,gymnastic exercise
698,dip,gymnastic exercise
698,bent hang,hang
698,reverse hang,hang
698,double leg circle,gymnastic exercise
699,linear equation,mathematical statement
699,quadratic equation,equation
699,wave equation,partial differential equation
699,regression equation,mathematical statement
699,exponential equation,equation
699,differential equation,equation
699,simultaneous equations,equation
699,biquadratic equation,quadratic equation
699,Schrodinger equation,differential equation
699,equation,mathematical statement
699,Maxwell's equations,set of simultaneous equations
699,formula,mathematical statement
699,primitive,mathematical statement
699,sentential function,mathematical statement
699,exponential expression,mathematical statement
699,partial differential equation,equation
700,decay,deterioration
700,putrefaction,decay
700,corrosion,deterioration
700,rancidity,deterioration
700,decrepitude,deterioration
700,putrescence,decay
700,blight,deterioration
700,wear,deterioration
700,devastation,ruin
700,decomposition,deterioration
700,ruin,deterioration
700,fragmentation,deterioration
701,wild rice,grain
701,barley,grain
701,corn,grain
701,rice,grain
701,wheat,grain
701,oat,grain
701,millet,grain
701,buckwheat,grain
701,popcorn,corn
701,sweet corn,corn
701,paddy,rice
701,hominy,corn
701,lye hominy,hominy
701,pearl hominy,hominy
701,brown rice,rice
701,white rice,rice
701,pearl barley,barley
701,cracked wheat,wheat
701,groats,grain
701,bulgur,wheat
701,malt,grain
701,wort,malt
701,grist,grain
702,letter bomb,bomb
702,car bomb,bomb
702,stink bomb,bomb
702,bombie,bomb
702,bombshell,bomb
702,dirty bomb,bomb
702,bomb,explosive device
702,rifle grenade,grenade
702,hand grenade,grenade
702,smoke bomb,bomb
702,fragmentation bomb,bomb
702,microwave bomb,bomb
702,grenade,explosive device
702,pipe bomb,bomb
702,bomblet,bomb
702,time bomb,bomb
702,briefcase bomb,bomb
702,laser-guided bomb,bomb
702,balloon bomb,bomb
702,hydrogen bomb,bomb
702,smart bomb,bomb
702,incendiary bomb,bomb
702,depth charge,bomb
702,thermobaric bomb,bomb
702,megaton bomb,bomb
702,gas shell,bomb
702,cluster bomb,bomb
702,plastic bomb,bomb
702,neutron bomb,bomb
702,chemical bomb,bomb
702,clean bomb,bomb
702,Bunker Buster,bomb
702,blockbuster,bomb
702,remote-control bomb,bomb
702,atom bomb,bomb
702,general-purpose bomb,bomb
702,cruise missile,bomb
703,hamburger,sandwich
703,cheeseburger,hamburger
703,bacon-lettuce-tomato sandwich,sandwich
703,chip,snack food
703,corn chip,chip
703,tortilla chip,chip
703,potato skin,snack food
703,chili dog,hotdog
703,tunaburger,hamburger
703,hotdog,sandwich
703,gyro,sandwich
703,bomber,sandwich
703,wrap,sandwich
703,open-face sandwich,sandwich
703,chicken sandwich,sandwich
703,club sandwich,sandwich
703,ham sandwich,sandwich
703,Sloppy Joe,sandwich
703,nacho,snack food
703,western,sandwich
703,Reuben,sandwich
703,butty,sandwich
704,Dakota,Sioux
704,Teton,Sioux
704,Omaha,Dhegiha
704,Kansa,Dhegiha
704,Biloxi,Sioux
704,Hidatsa,Sioux
704,Catawba,Sioux
704,Osage,Dhegiha
704,Quapaw,Sioux
704,Miniconju,Sioux
704,Crazy Horse,Sioux
704,Santee,Sioux
704,Tutelo,Sioux
704,Hunkpapa,Sioux
704,Sitting Bull,Sioux
704,Brule,Sioux
704,Two Kettle,Sioux
704,Ponca,Sioux
704,Ofo,Sioux
704,Missouri,Sioux
704,Red Cloud,Sioux
704,Iowa,Sioux
704,Winnebago,Sioux
704,Crow,Sioux
704,Sihasapa,Sioux
704,Oto,Sioux
704,Oglala,Sioux
704,Rain-in-the-Face,Sioux
705,plug,bung
705,tampion,plug
705,bung,blockage
705,tampon,blockage
705,cork,plug
705,vapor lock,blockage
705,fipple,plug
705,breechblock,plug
705,Tampax,tampon
705,earplug,plug
705,drainplug,plug
705,tap,blockage
706,brattice,screen
706,rood screen,screen
706,attic,wall
706,corbie gable,gable
706,sidewall,wall
706,chimney breast,wall
706,bearing wall,wall
706,firewall,wall
706,purdah,partition
706,parapet,wall
706,bell gable,gable
706,altarpiece,screen
706,gable,wall
706,partition,wall
706,cavity wall,wall
706,wainscoting,wall
706,proscenium,wall
706,screen,wall
706,wall,partition
706,Wailing Wall,wall
706,Hadrian's Wall,wall
707,pea,legume
707,lentil,legume
707,chickpea,legume
707,field pea,pea
707,garden pea,pea
707,cowpea,legume
707,peanut,legume
707,screw bean,legume
707,cowage,legume
707,okra,pod
707,loment,pod
708,caudal anesthesia,regional anesthesia
708,acroanesthesia,regional anesthesia
708,paracervical block,regional anesthesia
708,cryoanesthesia,local anesthesia
708,pudendal block,regional anesthesia
708,conduction anesthesia,regional anesthesia
708,spinal anesthesia,regional anesthesia
708,inhalation anesthesia,general anesthesia
708,anesthesia,general anesthesia
708,topical anesthesia,local anesthesia
708,twilight sleep,general anesthesia
708,regional anesthesia,anesthesia
708,local anesthesia,anesthesia
708,epidural anesthesia,regional anesthesia
708,general anesthesia,anesthesia
708,saddle block anesthesia,regional anesthesia
709,transistor,semiconductor device
709,microprocessor,semiconductor device
709,diode,semiconductor device
709,thermistor,semiconductor device
709,field-effect transistor,transistor
709,p-n-p transistor,transistor
709,n-type semiconductor,semiconductor device
709,p-type semiconductor,semiconductor device
709,chip,semiconductor device
709,light-emitting diode,diode
709,organic light-emitting diode,light-emitting diode
