group,child,parent
666,knuckle joint,joint
666,mortise joint,joint
666,anode,terminal
666,ball-and-socket joint,joint
666,spot weld,weld
666,scarf joint,joint
666,dovetail,joint
666,splice,joint
666,weld,joint
666,terminal,contact
666,fish joint,joint
666,p-n junction,junction
666,contact,joint
666,distributor point,contact
666,suture,seam
666,rabbet joint,joint
666,junction,joint
666,tee hinge,hinge
666,wiper,contact
666,sound bow,bow.
667,dehydration,thirst
667,anoxia,hypoxia
667,anoxic anoxia,anoxia
667,anemic anoxia,anoxia
667,ischemic anoxia,anoxia
667,hypoxic hypoxia,hypoxia
667,ischemic hypoxia,hypoxia
667,anemic hypoxia,hypoxia
667,altitude sickness,mountain sickness
667,starvation,undernourishment
667,hunger,undernourishment
667,bulimia,undernourishment
667,polydipsia,thirst
667,sex drive,drive
667,edacity,hunger
667,emptiness,hunger
667,suffocation,deprivation of air
668,field emission,photoelectric emission
668,photoemission,emission
668,thermionic emission,emission
668,secondary emission,emission
668,corpuscular radiation,radiation
668,radiation,emission
668,beta radiation,radiation
668,neutron radiation,radiation
668,alpha radiation,radiation
669,neuromuscular junction,synapse
669,junction,connection
669,connection,interconnection
669,continuity,coherence
669,alliance,union
669,coalition,alliance
669,marriage,union
669,anastomosis,junction
669,tangency,contact
669,federalization,union
669,association,alliance
669,concatenation,continuity
669,osculation,contact
669,syncretism,coherence
669,coherence,consistency
669,interconnection,connection
669,contact,connection
670,baseball,ball game
670,stickball,ball game
670,rounders,ball game
670,softball,ball game
670,professional baseball,baseball
670,perfect game,no-hit game
670,no-hit game,ball game
670,steal,baseball
670,daisy cutter,baseball
670,hardball,baseball
670,four-hitter,baseball
670,three-hitter,baseball
670,two-hitter,baseball
670,five-hitter,baseball
670,one-hitter,baseball
671,backhand drive,tennis stroke
671,drive,tennis stroke
671,forehand drive,drive
671,backhand,tennis stroke
671,forehand,tennis stroke
671,volley,tennis stroke
671,ground stroke,tennis stroke
671,drop shot,ground stroke
671,overhead,tennis stroke
671,serve,tennis stroke
671,return,tennis stroke
671,passing shot,ground stroke
671,lob,ground stroke
671,half volley,ground stroke
671,ace,serve
671,fault,serve
671,double fault,fault
671,footfault,fault
671,let,serve
671,get,return
671,two-handed backhand,backhand
672,eyesight,sight
672,distance vision,eyesight
672,daylight vision,eyesight
672,binocular vision,eyesight
672,monocular vision,eyesight
672,absolute pitch,hearing
672,taste,sensory modality
672,foveal vision,central vision
672,color vision,eyesight
672,oxyopia,eyesight
672,kinesthesia,somatosense
672,modality,sensory modality
672,stigmatism,eyesight
672,nose,smell
672,stereoscopic vision,binocular vision
672,smell,sensory modality
672,near vision,eyesight
672,acuity,eyesight
672,night vision,eyesight
672,touch,somatosense
672,peripheral vision,eyesight
672,somatosense,sensory modality
672,ear,hearing
672,achromatic vision,color vision
672,twenty-twenty,acuity
672,hearing,sensory modality
673,alprazolam,benzodiazepine
673,chlordiazepoxide,benzodiazepine
673,midazolam,benzodiazepine
673,buspirone,minor tranquilizer
673,thioridazine,major tranquilizer
673,meprobamate,minor tranquilizer
673,benzodiazepine,tranquilizer
673,thiothixene,major tranquilizer
673,loxapine,major tranquilizer
673,clozapine,major tranquilizer
673,hydroxyzine hydrochloride,minor tranquilizer
673,temazepam,benzodiazepine
673,chlorpromazine,major tranquilizer
673,haloperidol,major tranquilizer
673,diazepam,benzodiazepine
673,nitrazepam,benzodiazepine
673,triazolam,benzodiazepine
673,lithium carbonate,major tranquilizer
673,prochlorperazine,major tranquilizer
673,lorazepam,benzodiazepine
673,estazolam,benzodiazepine
673,fluphenazine,major tranquilizer
673,flurazepam,benzodiazepine
673,diphenylbutyl piperidine,major tranquilizer
673,oxazepam,benzodiazepine
673,perphenazine,major tranquilizer
673,minor tranquilizer,tranquilizer
673,molindone,major tranquilizer
673,pimozide,major tranquilizer
674,Oktoberfest,beer festival
674,suds,colloquial term for beer
674,Munich beer,beer
674,ale,type of beer
674,Pilsner,type of beer
674,Weissbier,type of beer
674,porter,type of beer
674,Weizenbier,type of beer
674,Guinness,brand of beer
674,Weizenbock,type of beer
674,lager,type of beer
674,stout,type of beer
674,bitter,type of beer
674,malt,ingredient in beer
674,light beer,type of beer
674,Burton,style of beer
674,bock,type of beer
675,Federal Judiciary,law enforcement agency
675,United States Marshals Service,law enforcement agency
675,Federal Bureau of Investigation,law enforcement agency
675,secret police,law enforcement agency
675,Gestapo,secret police
675,Royal Canadian Mounted Police,law enforcement agency
675,Federal Law Enforcement Training Center,law enforcement agency
675,Europol,law enforcement agency
675,Schutzstaffel,law enforcement agency
675,posse,law enforcement agency
675,National Institute of Justice,law enforcement agency
675,Bureau of Alcohol Tobacco and Firearms,law enforcement agency
675,Criminal Investigation Command,law enforcement agency
675,police,law enforcement agency
675,Drug Enforcement Administration,law enforcement agency
675,Financial Crimes Enforcement Network,law enforcement agency
675,Scotland Yard,law enforcement agency
675,Mutawa'een,law enforcement agency
675,Federal Bureau of Prisons,law enforcement agency
675,gendarmerie,law enforcement agency
676,beauty,attractiveness
676,handsomeness,attractiveness
676,prettiness,attractiveness
676,winsomeness,attractiveness
676,sultriness,sex appeal
676,bewitchery,sex appeal
676,sex appeal,appeal
676,charisma,appeal
676,raw beauty,beauty
676,pulchritude,beauty
676,pleasingness,beauty
676,picturesqueness,beauty
676,exquisiteness,beauty
676,glory,beauty
676,spiff,beauty
676,curvaceousness,beauty
676,comeliness,beauty
676,glamor,beauty
676,siren call,beauty
676,adorability,pleasingness
677,Terrorist,extremist
677,sleeper,terrorist
677,suicide bomber,terrorist
677,anarchist,extremist
677,hacker,extremist
677,counterrevolutionist,extremist
677,revolutionist,extremist
677,dynamiter,extremist
677,Bolshevik,revolutionist
677,Trotskyite,revolutionist
677,Trotsky,Bolshevik
677,Marat,Jacobin
677,Robespierre,Jacobin
677,Girondist,revolutionist
677,Danton,Jacobin
677,Jacobin,revolutionist
677,Corday,counterrevolutionist
677,Mirabeau,revolutionist
677,Vesey,counterrevolutionist
677,Wallace,terrorist
677,Sanchez,terrorist
677,Jaffar,terrorist
677,bin Laden,terrorist
677,Mao,revolutionist
677,Zhou En-lai,revolutionist
677,Guevara,revolutionist
677,Marti,revolutionist
677,Villa,revolutionist
677,Zapata,revolutionist
677,Kropotkin,revolutionist
677,Goldman,anarchist
677,Bakunin,anarchist
677,Tucker,anarchist
677,Wobbly,anarchist
677,Sacco,anarchist
677,Vanzetti,anarchist
677,Turner,anarchist
677,Young Turk,revolutionist
677,young Turk,revolutionist
678,blessing,reward
678,adoption,blessing
678,sentimentalization,idealization
678,idealization,glorification
678,embrace,adoration
678,glorification,admiration
678,admiration,backing
678,backing,support
678,reward,backing
678,adoration,admiration
678,carrot,reward
679,antineoplastic antibiotic,antineoplastic
679,antimetabolite,antineoplastic
679,alkylating agent,antineoplastic
679,periwinkle plant derivative,antineoplastic
679,cytotoxic drug,antineoplastic
679,asparaginase,antineoplastic
679,melphalan,alkylating agent
679,mithramycin,antineoplastic
679,lomustine,alkylating agent
679,fluorouracil,antimetabolite
679,chlorambucil,alkylating agent
679,thioguanine,antimetabolite
679,methotrexate,antimetabolite
679,vincristine,antineoplastic
679,floxuridine,antimetabolite
679,procarbazine,antineoplastic
679,thiotepa,alkylating agent
679,mercaptopurine,antimetabolite
679,vinblastine,antineoplastic
680,actinia,sea anemone
680,coral,anthozoan
680,sea pen,anthozoan
680,sea fan,gorgonian
680,staghorn coral,coral
680,red coral,coral
680,gorgonian,coral
680,brain coral,coral
680,sea feather,sea fan
680,mushroom coral,coral
681,implosion therapy,behavior therapy
681,group therapy,psychotherapy
681,exposure therapy,behavior therapy
681,psychoanalysis,psychotherapy
681,hypnoanalysis,psychotherapy
681,hypnotherapy,psychotherapy
681,client-centered therapy,psychotherapy
681,reciprocal inhibition,behavior therapy
681,family therapy,psychotherapy
681,token economy,behavior therapy
681,desensitization technique,behavior therapy
681,self-analysis,psychotherapy
681,aversion therapy,behavior therapy
681,assertiveness training,behavior therapy
681,crisis intervention,psychotherapy
681,play therapy,psychotherapy
682,fractionation,industrial process
682,fractional distillation,fractionation
682,destructive distillation,industrial process
682,carbonization,destructive distillation
682,electrostatic precipitation,industrial process
682,Haber process,industrial process
682,cyanide process,industrial process
682,Acheson process,industrial process
682,Solvay process,industrial process
682,Bessemer process,industrial process
683,shipwreck,accident
683,collision,accident
683,crash,accident
683,pileup,collision
683,fender-bender,collision
683,fatal accident,accident
683,capsizing,shipwreck
683,concussion,injury
683,dismemberment,mutilation
683,smash,crash
683,injury,collateral damage
683,prang,crash
684,drop-leaf,leaf
684,elbow,bend
684,dado,section
684,blind curve,bend
684,hairpin bend,bend
684,stretch,length
684,subsection,section
684,homestretch,stretch
684,straightaway,stretch
684,bend,section
685,insolence,discourtesy
685,indignity,discourtesy
685,aggression,behavior
685,derision,mock
685,insult,discourtesy
685,aggravation,behavior
685,self-assertion,behavior
685,indelicacy,discourtesy
685,scandalization,discourtesy
685,twit,mock
685,rebuff,discourtesy
685,terrorization,aggression
685,silent treatment,behavior
685,snub,discourtesy
685,dirty tricks,behavior
685,bitchery,behavior
685,last straw,aggravation
685,easiness,behavior
685,bohemianism,behavior
685,bullying,aggression
685,the way of the world,behavior
685,dirty pool,behavior
686,murderer,killer
686,assassin,killer
686,suicide,killer
686,poisoner,killer
686,hatchet man,killer
686,headsman,killer
686,serial killer,killer
686,Jack the Ripper,killer
686,cutthroat,killer
686,electrocutioner,killer
686,ripper,killer
686,regicide,killer
686,murderer,killer
686,executioner,killer
686,exterminator,killer
686,parricide,killer
686,matricide,killer
686,garroter,killer
686,hangman,killer
686,spree killer,killer
686,mass murderer,killer
686,butcher,killer
686,gunman,killer
686,fratricide,murder
686,patricide,murder
686,murderess,murder
686,infanticide,murder
686,Oswald,gunman
686,Booth,gunman
687,Bowie,frontiersman
687,Boone,frontiersman
687,Crockett,frontiersman
687,Carson,frontiersman
687,Standish,frontiersman
687,Burk,frontiersman
687,Winslow,frontiersman
687,Chapman,frontiersman
687,pioneer,settler
687,Hutchinson,settler
687,Williams,settler
687,sourdough,settler
687,Minuit,settler
687,Pilgrim,settler
687,bushman,frontiersman
687,squatter,settler
687,Endecott,settler
687,frontierswoman,settler
688,vomitory,entrance
688,hatchway,doorway
688,escape hatch,hatchway
688,Dutch door,exterior door
688,front door,exterior door
688,service door,side door
688,stage door,doorway
688,pithead,entrance
688,back door,exterior door
688,portal,gateway
688,arch,entrance
688,porte-cochere,entrance
689,High Renaissance,artistic style
689,classical style,artistic style
689,manner,artistic style
689,classicism,artistic style
689,neoclassicism,artistic style
689,Romanticism,artistic style
689,baroque,artistic style
689,rococo,artistic style
689,treatment,manner
689,form,manner
689,hang,drape
689,drape,treatment
689,setup,order
689,order,manner
689,touch,response
689,response,manner
689,artistic style,manner
689,free living,life style
689,vanity fair,life style
689,fast lane,life style
689,common touch,life style
689,life style,manner
689,fit,response
689,wise,response
690,coracle,small boat
690,racing gig,racing boat
690,outrigger canoe,canoe
690,jolly boat,small boat
690,racing skiff,racing boat
690,rowing boat,small boat
690,kayak,small boat
690,shell,racing boat
690,dinghy,small boat
690,sampan,small boat
690,birchbark canoe,canoe
690,cockleshell,small boat
690,dugout canoe,canoe
690,wherry,small boat
690,skiff,small boat
690,yawl,small boat
690,gig,small boat
690,scull,rowing boat
691,persecution,oppression
691,torture,cruelty
691,child abuse,maltreatment
691,atrocity,enormity
691,crucifixion,judicial torture
691,dismemberment,cruelty
691,burning,cruelty
691,nail pulling,brutality
691,sensory deprivation,prolonged interrogation
691,sleep deprivation,torture
691,electric shock,brutality
691,strappado,torture
691,impalement,brutality
691,rack,judicial torture
691,outrage,atrocity
691,rendition,torture
691,bastinado,brutality
691,genital torture,brutality
691,kia quen,torture
691,pogrom,atrocity
691,kittee,torture
691,boot,torture
691,child neglect,child abuse
692,organic,fertilizer
692,fish meal,organic
692,bonemeal,organic
692,night soil,organic
692,manure,fertilizer
692,horse manure,manure
692,neem cake,organic
692,guano,organic
692,chicken manure,manure
692,green manure,organic
692,cow manure,manure
693,arithmetic,pure mathematics
693,calculus,analysis
693,algebra,arithmetic
693,analysis,pure mathematics
693,geometry,arithmetic
693,trigonometry,calculus
693,affine geometry,geometry
693,spherical trigonometry,trigonometry
693,matrix algebra,algebra
693,hyperbolic geometry,non-Euclidean geometry
693,group theory,algebra
693,numerical analysis,analysis
693,differential calculus,calculus
693,quadratics,algebra
693,projective geometry,geometry
693,Galois theory,group theory
693,elementary geometry,plane geometry
693,solid geometry,plane geometry
693,elliptic geometry,non-Euclidean geometry
693,metamathematics,analysis
693,linear algebra,algebra
693,analytic geometry,geometry
693,topology,geometry
693,vector algebra,algebra
693,fractal geometry,geometry
693,Fourier analysis,analysis
693,spherical geometry,non-Euclidean geometry
693,triangulation,plane geometry
693,decomposition,algebra
694,strain gauge,gauge
694,wire gauge,gauge
694,surface gauge,gauge
694,water gauge,gauge
694,pressure gauge,gauge
694,depth gauge,gauge
694,gasoline gauge,gauge
694,manometer,gauge
694,vacuum gauge,gauge
694,sphygmomanometer,gauge
694,tensimeter,gauge
694,anemometer,gauge
694,rain gauge,gauge
694,dipstick,gauge
694,water level,gauge
695,decline,loss
695,slippage,decline
695,detumescence,decline
695,sinking spell,decline
695,nosedive,decline
695,erosion,deterioration
695,psilosis,deterioration
695,slump,decline
695,reducing,decline
695,epilation,loss
695,ebb,decline
695,deterioration,loss
695,loss,decline
696,New Deal,economic policy
696,perestroika,economic policy
696,trade barrier,protectionism
696,price floor,control
696,quota,trade barrier
696,price control,control
696,embargo,trade barrier
696,wage floor,control
696,fiscal policy,economic policy
696,ceiling,control
696,glass ceiling,ceiling
696,economic policy,control
696,protectionism,trade barrier
696,floor,control
697,scintillation,light
697,radiance,light
697,beam,light
697,glow,light
697,fluorescence,light
697,incandescence,light
697,luminescence,light
697,light,radiance
697,streamer,light
697,infrared ray,light
697,torchlight,light
697,moonlight,light
697,twilight,light
697,corona,light
697,chemiluminescence,light
697,starlight,light
697,sky glow,light
697,sunlight,light
697,half-light,light
697,sunbeam,light
697,laser beam,light
697,moonbeam,light
697,high beam,beam
697,low beam,beam
697,daylight,light
697,counterglow,light
697,bioluminescence,luminescence
697,gaslight,light
697,lamplight,light
697,firelight,light
697,candlelight,light
697,phosphorescence,luminescence
697,heat ray,light
697,friar's lantern,light
697,autofluorescence,luminescence
697,bolide,meteor
697,aureole,light
698,handstand,gymnastic exercise
698,kip,gymnastic exercise
698,dip,gymnastic exercise
698,hang,gymnastic exercise
698,grand circle,gymnastic exercise
698,scissors,gymnastic exercise
698,lever hang,hang
698,double leg circle,hang
698,bent hang,hang
698,piked reverse hang,reverse hang
698,inverted hang,hang
698,straight hang,hang
698,straddle,hang
698,long fly,hang
698,crucifix,hang
698,reverse hang,hang
699,equation,mathematical statement
699,quadratic equation,equation
699,linear equation,equation
699,simultaneous equations,equation
699,differential equation,equation
699,partial differential equation,differential equation
699,wave equation,differential equation
699,Schrodinger equation,differential equation
699,biquadratic equation,quadratic equation
699,exponential equation,equation
699,regression equation,equation
699,Maxwell's equations,equation
699,exponential expression,mathematical statement
699,formula,mathematical statement
699,primitive,mathematical statement
699,sentential function,mathematical statement
700,decrepitude,state of wear
700,decay,state of wear
700,fragmentation,state of wear
700,devastation,state of ruin
700,putrescence,state of decay
700,ruin,state of devastation
700,blight,state of decay
700,corrosion,state of deterioration
700,putrefaction,state of decay
700,deterioration,state of wear
700,decomposition,state of decay
700,rancidity,state of decay
701,groats,grain
701,bulgur,grain
701,pearl barley,barley
701,white rice,rice
701,wort,grain
701,oat,grain
701,sweet corn,corn
701,wheat,grain
701,hominy,corn
701,buckwheat,grain
701,corn,grain
701,popcorn,corn
701,barley,grain
701,grain,cereal
701,rice,cereal
701,brown rice,rice
701,wild rice,rice
701,grist,grain
701,lye hominy,hominy
701,malt,grain
701,paddy,rice
701,cracked wheat,wheat
701,millet,grain
701,pearl hominy,hominy
702,atom bomb,nuclear bomb
702,hydrogen bomb,nuclear bomb
702,megaton bomb,nuclear bomb
702,neutron bomb,nuclear bomb
702,clean bomb,nuclear bomb
702,general-purpose bomb,bomb
702,dumb bomb,bomb
702,blockbuster,bomb
702,time bomb,bomb
702,dirty bomb,bomb
702,smart bomb,bomb
702,penetration bomb,bomb
702,microwave bomb,bomb
702,plastic bomb,bomb
702,cluster bomb,bomb
702,thermobaric bomb,bomb
702,letter bomb,bomb
702,car bomb,bomb
702,pipe bomb,bomb
702,remote-control bomb,bomb
702,bombshell,bomb
702,briefcase bomb,bomb
702,bombie,bomb
702,fragmentation bomb,bomb
702,incendiary bomb,bomb
702,stink bomb,bomb
702,smoke bomb,bomb
702,balloon bomb,bomb
702,gas shell,bomb
702,depth charge,bomb
702,laser-guided bomb,bomb
702,bomblet,bomb
702,chemical bomb,bomb
702,rifle grenade,grenade
702,hand grenade,grenade
703,chip,snack food
703,tortilla chip,chip
703,corn chip,chip
703,potato skin,snack food
703,snack food,food
703,hotdog,sandwich
703,chicken sandwich,sandwich
703,ham sandwich,sandwich
703,bacon-lettuce-tomato sandwich,sandwich
703,Reuben,sandwich
703,western,sandwich
703,club sandwich,sandwich
703,open-face sandwich,sandwich
703,butty,sandwich
703,wrap,sandwich
703,hamburger,sandwich
703,cheeseburger,hamburger
703,gyro,sandwich
703,chili dog,hotdog
703,Sloppy Joe,sandwich
703,tunaburger,hamburger
703,bomber,sandwich
703,nacho,snack food
704,Missouri,Osage
704,Omaha,Dhegiha
704,Red Cloud,Oglala
704,Dakota,Sioux
704,Sitting Bull,Hunkpapa
704,Iowa,Sioux
704,Rain-in-the-Face,Hunkpapa
704,Quapaw,Ofo
704,Two Kettle,Sioux
704,Crow,Sihasapa
704,Dhegiha,Sioux
704,Santee,Sioux
704,Tutelo,Sioux
704,Crazy Horse,Oglala
704,Biloxi,Sioux
704,Oglala,Sioux
704,Sioux,Dakota
704,Catawba,Sioux
704,Oto,Sioux
704,Winnebago,Sioux
704,Sihasapa,Sioux
704,Miniconju,Sioux
704,Hidatsa,Sioux
704,Hunkpapa,Sioux
704,Teton,Sioux
704,Kansa,Sioux
704,Osage,Sioux
704,Ofo,Sioux
704,Ponca,Sioux
704,Brule,Sioux
705,bung,plug
705,tampon,plug
705,drainplug,plug
705,earplug,plug
705,cork,plug
705,tampion,plug
705,breechblock,blockage
705,tap,blockage
705,fipple,plug
705,Tampax,tampon
705,vapor lock,blockage
706,Hadrian's Wall,wall
706,bell gable,gable
706,sidewall,wall
706,proscenium,screen
706,cavity wall,wall
706,Wailing Wall,wall
706,partition,wall
706,pediment,gable
706,parapet,wall
706,corbie gable,gable
706,screen,partition
706,altarpiece,screen
706,firewall,wall
706,rood screen,screen
706,attic,wall
706,bearing wall,wall
706,bulkhead,wall
706,wainscoting,wall
706,chimney breast,wall
706,purdah,screen
707,cowpea,legume
707,cowage,legume
707,peanut,legume
707,screw bean,legume
707,lentil,legume
707,chickpea,legume
707,field pea,pea
707,garden pea,pea
707,pea,pod
707,pod,loment
707,legume,pod
708,general anesthesia,anesthesia
708,regional anesthesia,anesthesia
708,spinal anesthesia,regional anesthesia
708,topical anesthesia,local anesthesia
708,saddle block anesthesia,spinal anesthesia
708,acroanesthesia,regional anesthesia
708,local anesthesia,anesthesia
708,conduction anesthesia,regional anesthesia
708,paracervical block,regional anesthesia
708,twilight sleep,general anesthesia
708,pudendal block,regional anesthesia
708,caudal anesthesia,regional anesthesia
708,inhalation anesthesia,general anesthesia
708,epidural anesthesia,regional anesthesia.
709,microprocessor,chip
709,transistor,semiconductor device
709,diode,semiconductor device
709,organic light-emitting diode,light-emitting diode
709,field-effect transistor,transistor
709,p-n-p transistor,transistor
709,thermistor,semiconductor device
709,memory chip,chip
709,n-type semiconductor,semiconductor device
709,gene chip,biochip
709,p-type semiconductor,semiconductor device
709,read-only memory chip,memory chip
709,light-emitting diode,semiconductor device
710,necktie,neckwear
710,cravat,neckwear
710,neckcloth,neckwear
710,four-in-hand,necktie
710,bow tie,necktie
710,bolo tie,necktie
710,ascot,necktie
710,Windsor tie,necktie
710,white tie,necktie
710,black tie,necktie
710,old school tie,necktie
711,analog clock,clock
711,atomic clock,clock
711,digital clock,clock
711,alarm clock,clock
711,cuckoo clock,clock
711,chronometer,clock
711,pocket watch,watch
711,hourglass,timepiece
711,wristwatch,watch
711,timepiece,clock
711,electric clock,clock
