group,child,parent
654,naturopath,herbalist
654,speech therapist,therapist
654,physical therapist,therapist
655,fesse,ordinary
655,chevron,ordinary
655,annulet,ordinary
655,bend,ordinary
655,quartering,coat of arms
655,fleur-de-lis,charge
655,coat of arms,heraldry
655,bar sinister,charge
656,Old Catholic Church,Catholic Church
656,Orthodox Church,Eastern Church
656,Uniat Church,Catholic Church
656,Nestorian Church,Eastern Church
656,Unification Church,Protestant Church
656,Russian Orthodox Church,Orthodox Church
656,Armenian Church,Eastern Church
656,Pentecostal religion,Protestant Church
656,Coptic Church,Eastern Church
656,Greek Orthodox Church,Orthodox Church
656,Catholic Church,Christian Church
657,butter knife,cutlery
657,teaspoon,spoon
657,tablespoon,spoon
657,soupspoon,spoon
657,carving fork,fork
657,runcible spoon,spoon
657,tablefork,fork
657,spoon,cutlery
657,fork,cutlery
657,dessert spoon,spoon
657,salad fork,fork
657,wooden spoon,spoon
657,case knife,cutlery
657,Spork,cutlery
657,steak knife,cutlery
657,sugar spoon,spoon
657,fish knife,cutlery
657,iced-tea spoon,spoon
657,table knife,cutlery
657,toasting fork,fork
658,theme,part
658,diminution,variation
658,partita,part
658,ground bass,bass
658,swoop,glissando
658,theme song,tune
658,leitmotiv,motif
658,statement,theme
658,flourish,accompaniment
658,variation,theme
658,roulade,variation
658,voice part,part
658,primo,part
658,signature,statement
658,canto,voice part
658,obbligato,accompaniment
658,vamp,accompaniment
658,secondo,part
658,tune,motif
658,figured bass,bass
658,accompaniment,obbligato
658,glissando,statement
658,inversion,statement
658,descant,part
658,augmentation,variation
659,diapason,organ stop
659,organ pipe,flue pipe
659,dulciana,flue stop
659,reed pipe,reed stop
659,flue stop,organ stop
659,reed stop,organ stop
659,vox angelica,organ stop
659,vox humana,reed stop
659,sourdine,organ stop
660,obstructive shock,shock
660,heatstroke,sunstroke
660,cardiogenic shock,shock
660,nervous breakdown,breakdown
660,collapse,shock
660,neurasthenia,nervous exhaustion
660,heat exhaustion,breakdown
660,hypovolemic shock,shock
660,insulin shock,shock
660,distributive shock,shock
660,algidity,shock
661,Napier's bones,scaler
661,abacus,scaler
661,quipu,scaler
661,adding machine,calculator
661,pulse counter,counter
661,hand calculator,calculator
661,subtracter,calculator
661,adder,calculator
661,counter,scaler
662,artificial joint,implant
662,penile implant,implant
662,dental implant,implant
662,glass eye,implant
662,monofocal lens implant,lens implant
662,breast implant,implant
662,Jarvik heart,artificial heart
662,lens implant,implant
662,prosthesis,implant
662,peg,implant
662,obturator,implant
662,shunt,implant
662,accommodating lens implant,lens implant
662,multifocal lens implant,lens implant
662,heart valve,implant
662,implant,prosthesis
663,Boston bull,bullterrier
663,Bedlington terrier,terrier
663,Border terrier,terrier
663,Yorkshire terrier,terrier
663,cairn,terrier
663,Dandie Dinmont,terrier
663,Airedale,terrier
663,Lhasa,terrier
663,soft-coated wheaten terrier,terrier
663,silky terrier,terrier
663,wirehair,terrier
663,wire-haired fox terrier,fox terrier
663,smooth-haired fox terrier,fox terrier
663,Skye terrier,terrier
663,American Staffordshire terrier,bullterrier
663,giant schnauzer,schnauzer
663,Manchester terrier,terrier
663,Clydesdale terrier,terrier
663,Norwich terrier,terrier
663,Lakeland terrier,terrier
663,Sealyham terrier,terrier
663,Staffordshire bullterrier,bullterrier
663,Irish terrier,terrier
663,rat terrier,terrier
663,Welsh terrier,terrier
663,standard schnauzer,schnauzer
663,miniature schnauzer,schnauzer
663,West Highland white terrier,terrier
663,Scottish terrier,terrier
663,Kerry blue terrier,terrier
663,Norfolk terrier,terrier
663,Tibetan terrier,terrier
663,toy Manchester,Manchester terrier
663,fox terrier,terrier
663,schnauzer,terrier
663,Australian terrier,terrier
664,alabaster,calcite
664,moonstone,feldspar
664,Iceland spar,spar
664,spar,calcite
664,chalk,calcite
664,orthoclase,feldspar
664,plagioclase,feldspar
664,albite,plagioclase
664,feldspar,spar
664,calcite,spar
665,totalitarian state,state
665,state government,government
665,municipal government,local government
665,Downing Street,government
665,papacy,government
665,state,government
665,ancien regime,government
665,empire,government
665,Capital,government
665,United States government,federal government
665,commission plan,government
665,bureaucracy,government
665,local government,government
665,Soviets,government
665,Porte,government
665,puppet government,government
665,authoritarian state,government
665,palace,government
665,town meeting,government
665,federal government,government
665,military government,government
665,Court of Saint James's,government
665,government-in-exile,government
665,court,government
665,government,welfare state.
666,splice,joint
666,butt weld,weld
666,junction barrier,junction
666,tongue and groove joint,joint
666,spot weld,weld
666,distributor point,contact
666,junction barrier,junction
666,welt,seam
666,strap hinge,hinge
666,toggle joint,joint
666,ball-and-socket joint,joint
666,knuckle joint,joint
666,scarf joint,joint
666,rabbet joint,joint
666,mortise joint,joint
666,butt hinge,hinge
666,lap joint,joint
666,p-n junction,junction
666,thermojunction,junction
666,dovetail,joint
666,butt joint,joint
666,miter joint,joint
666,electrical contact,contact
667,thirst,dehydration
667,hunger,undernourishment
667,starvation,undernourishment
667,dehydration,undernourishment
667,hypoxia,suffocation
667,anemic hypoxia,hypoxia
667,anoxic hypoxia,hypoxia
667,ischemic hypoxia,hypoxia
667,anoxia,suffocation
667,suffocation,deprivation
667,emptiness,deprivation
667,drive,sex drive
667,edacity,hunger
667,polydipsia,thirst
667,bulimia,hunger
667,altitude sickness,hypoxia
667,mountain sickness,altitude sickness
667,anemic anoxia,anoxia
668,alpha radiation,radiation
668,beta radiation,radiation
668,neutron radiation,radiation
668,corpuscular radiation,radiation
668,emission,radiation
668,secondary emission,emission
668,photoelectric emission,emission
668,thermionic emission,emission
668,field emission,emission
668,photoemission,emission
669,federalization,union
669,interconnection,connection
669,junction,connection
669,anastomosis,junction
669,osculation,union
669,coherence,consistency
669,tangency,contact
669,alliance,coalition
669,continuity,connection
669,syncretism,coherence
669,connection,concatenation
669,concatenation,connection
669,contact,connection
669,marriage,union
669,association,connection
669,synapse,junction
669,neuromuscular junction,synapse
669,consistency,coherence
669,coalition,union
670,baseball,ball game
670,hardball,baseball
670,softball,ball game
670,steal,ball game
670,rounders,ball game
670,stickball,ball game
670,professional baseball,baseball
670,perfect game,no-hit game
670,no-hit game,ball game
670,one-hitter,no-hit game
670,two-hitter,no-hit game
670,three-hitter,no-hit game
670,four-hitter,no-hit game
670,five-hitter,no-hit game
670,daisy cutter,ball
670,ball,ball game
671,forehand drive,drive
671,backhand drive,drive
671,drive,tennis stroke
671,lob,ground stroke
671,ground stroke,tennis stroke
671,volley,tennis stroke
671,drop shot,ground stroke
671,overhead,tennis stroke
671,passing shot,ground stroke
671,half volley,ground stroke
671,ace,serve
671,serve,tennis stroke
671,footfault,fault
671,fault,tennis stroke
671,let,tennis stroke
671,return,tennis stroke
671,get,tennis stroke
671,chop,ground stroke
671,two-handed backhand,backhand
671,forehand,tennis stroke
671,backhand,tennis stroke
671,double fault,fault
672,stigmatism,visual modality
672,monocular vision,visual modality
672,eyesight,visual modality
672,acuity,visual modality
672,peripheral vision,visual modality
672,foveal vision,visual modality
672,distance vision,visual modality
672,central vision,visual modality
672,oxyopia,visual modality
672,twenty-twenty,visual modality
672,color vision,visual modality
672,sight,visual modality
672,binocular vision,visual modality
672,night vision,visual modality
672,absolute pitch,hearing modality
672,stereoscopic vision,visual modality
672,ear,hearing modality
672,kinesthesia,somatosense modality
672,near vision,visual modality
672,daylight vision,visual modality
672,achromatic vision,visual modality
672,nose,smell modality
672,taste,modality
672,somatosense,touch modality
672,hearing,modality
672,smell,modality
673,chlordiazepoxide,benzodiazepine
673,alprazolam,benzodiazepine
673,diazepam,benzodiazepine
673,lorazepam,benzodiazepine
673,oxazepam,benzodiazepine
673,temazepam,benzodiazepine
673,nitrazepam,benzodiazepine
673,estazolam,benzodiazepine
673,flurazepam,benzodiazepine
673,hydroxyzine hydrochloride,tranquilizer
673,prochlorperazine,tranquilizer
673,diphenylbutyl piperidine,tranquilizer
673,triazolam,benzodiazepine
673,midazolam,benzodiazepine
673,major tranquilizer,tranquilizer
673,minor tranquilizer,tranquilizer
673,perphenazine,tranquilizer
673,thiothixene,tranquilizer
673,molindone,tranquilizer
673,haloperidol,tranquilizer
673,fluphenazine,tranquilizer
673,loxapine,tranquilizer
673,pimozide,tranquilizer
673,chlorpromazine,tranquilizer
673,thioridazine,tranquilizer
673,clozapine,tranquilizer
673,buspirone,tranquilizer
673,lithium carbonate,tranquilizer
673,meprobamate,tranquilizer
674,Weizenbier,Weissbier
674,bitter,ale
674,bock,beer
674,stout,beer
674,Munich beer,beer
674,light beer,beer
674,Pilsner,lager
674,porter,beer
674,pale ale,ale
674,Guinness,stout
674,draft beer,beer
674,Oktoberfest,beer
674,Weizenbock,bock
674,malt,beer
674,suds,beer
674,Burton,beer
675,Gestapo,secret police
675,gendarmerie,police
675,Europol,law enforcement agency
675,Criminal Investigation Command,law enforcement agency
675,Mutawa'een,law enforcement agency
675,Scotland Yard,law enforcement agency
675,United States Marshals Service,law enforcement agency
675,Federal Law Enforcement Training Center,law enforcement agency
675,Federal Bureau of Prisons,law enforcement agency
675,Financial Crimes Enforcement Network,law enforcement agency
675,Federal Judiciary,law enforcement agency
675,Federal Bureau of Investigation,law enforcement agency
675,Bureau of Alcohol Tobacco and Firearms,law enforcement agency
675,Drug Enforcement Administration,law enforcement agency
675,posse,law enforcement agency
675,National Institute of Justice,law enforcement agency
675,Royal Canadian Mounted Police,law enforcement agency
675,Schutzstaffel,law enforcement agency
676,curvaceousness,beauty
676,sex appeal,appeal
676,spiff,pleasingness
676,bewitchery,sultriness
676,exquisiteness,beauty
676,picturesqueness,attractiveness
676,adorability,pleasingness
676,charisma,appeal
676,prettiness,attractiveness
676,sultriness,sex appeal
676,glory,beauty
676,glamor,attractiveness
676,raw beauty,beauty
676,pulchritude,beauty
676,siren call,appeal
676,winsomeness,pleasingness
676,handsomeness,beauty
676,comeliness,attractiveness
677,Kropotkin,anarchist
677,sleeper,terrorist
677,Girondist,Jacobin
677,Trotskyite,Bolshevik
677,Trotsky,Bolshevik
677,Guevara,revolutionary
677,kamikaze,suicide bomber
677,Danton,Jacobin
677,Mao,revolutionary
677,Wallace,counterrevolutionist
677,Marat,Jacobin
677,anarchist,extremist
677,hacker,extremist
677,Zapata,revolutionary
677,Turner,mutineer
677,Vanzetti,anarchist
677,counterrevolutionist,revolutionary
677,Robespierre,Jacobin
677,leveler,revolutionary
677,Villa,revolutionary
677,Sacco,anarchist
677,Young Turk,insurgent
677,Young Turk,radical
677,Jacobin,revolutionary
677,terrorist,extremist
677,Bakunin,anarchist
677,Corday,counterrevolutionist
677,Marti,revolutionary
677,Mirabeau,Jacobin
677,Goldman,anarchist
677,Zhou En-lai,revolutionary
677,Jaffar,revolutionary
678,endorsement,backing
678,glorification,sentimentalization
678,reward,blessing
678,embrace,adoption
678,idealization,sentimentalization
678,admiration,adoration
678,carrot,reward
678,adoration,blessing
678,backing,support
678,sentimentalization,idealization
678,adoption,blessing
679,thioguanine,antimetabolite
679,periwinkle plant derivative,antineoplastic
679,lomustine,alkylating agent
679,asparaginase,antineoplastic
679,mercaptopurine,antimetabolite
679,procarbazine,alkylating agent
679,methotrexate,antimetabolite
679,vinblastine,antineoplastic
679,antimetabolite,antineoplastic
679,antineoplastic,cytotoxic drug
679,antineoplastic antibiotic,antineoplastic
679,fluorouracil,antimetabolite
679,chlorambucil,alkylating agent
679,melphalan,alkylating agent
679,vincristine,antineoplastic
679,mithramycin,antineoplastic
679,cytotoxic drug,antineoplastic
679,floxuridine,antimetabolite
679,thiotepa,alkylating agent
680,anthozoan,sea anemone
680,coral,anthozoan
680,stony coral,coral
680,gorgonian,sea fan
680,brain coral,stony coral
680,sea pen,anthozoan
680,red coral,stony coral
680,sea feather,gorgonian
680,mushroom coral,stony coral
680,sea fan,gorgonian
680,actinia,sea anemone
680,staghorn coral,stony coral
681,psychoanalysis,psychotherapy
681,crisis intervention,therapy
681,desensitization technique,exposure therapy
681,aversion therapy,behavior therapy
681,reciprocal inhibition,behavior therapy
681,family therapy,psychotherapy
681,exposure therapy,behavior therapy
681,client-centered therapy,psychotherapy
681,hypnotherapy,therapy
681,behavior therapy,psychotherapy
681,self-analysis,psychotherapy
681,token economy,therapy
681,assertiveness training,therapy
681,psychotherapy,therapy
681,group therapy,therapy
681,play therapy,therapy
681,hypnoanalysis,psychoanalysis
681,implosion therapy,behavior therapy
682,cyanide process,industrial process
682,fractional distillation,industrial process
682,fractionation,industrial process
682,Solvay process,industrial process
682,Acheson process,industrial process
682,destructive distillation,industrial process
682,Haber process,industrial process
682,carbonization,industrial process
682,Bessemer process,industrial process
682,electrostatic precipitation,industrial process
683,collision,accident
683,smash,collision
683,injury,consequence of collision
683,shipwreck,collision
683,collateral damage,consequence of collision
683,crash,collision
683,prang,collision
683,fender-bender,collision
683,pileup,collision
683,capsizing,collision
683,fatal accident,accident
683,dismemberment,injury
683,concussion,injury
683,mutilation,injury
684,bend,section
684,straightaway,stretch
684,hairpin bend,bend
684,homestretch,stretch
684,elbow,bend
684,length,section
684,leaf,subsection
684,blind curve,bend
684,drop-leaf,leaf
684,subsection,section
685,bohemianism,behavior
685,insolence,behavior
685,snub,insult
685,discourtesy,indelicacy
685,the way of the world,behavior
685,aggression,behavior
685,presumption,behavior
685,bitchery,indelicacy
685,dirty tricks,dirty pool
685,insult,indignity
685,raising hell,behavior
685,dirty pool,behavior
685,mock,behavior
685,last straw,aggravation
685,terrorization,behavior
685,twit,behavior
685,derision,behavior
685,self-assertion,behavior
685,rebuff,behavior
685,easiness,behavior
685,scandalization,behavior
685,aggro,aggression
685,silent treatment,behavior
685,bullying,terrorization
685,behavior,way of the world
686,butcher,killer
686,ripper,killer
686,garroter,killer
686,headsman,killer
686,hatchet man,killer
686,matricide,killer
686,suicide,killer
686,assassin,killer
686,murderer,killer
686,exterminator,killer
686,executioner,killer
686,poisoner,killer
686,patricide,killer
686,mass murderer,killer
686,electrocutioner,killer
686,infanticide,killer
686,gunman,killer
686,cutthroat,killer
686,spree killer,killer
686,fratricide,killer
686,parricide,killer
686,regicide,killer
686,hangman,killer
686,murderess,killer
686,serial killer,killer
686,Jack the Ripper,killer
686,Booth,killer
686,Oswald,killer
687,frontiersman,settler
687,Boone,frontiersman
687,Crockett,frontiersman
687,Bowie,frontiersman
687,Carson,frontiersman
687,bushman,frontiersman
687,Burk,frontiersman
687,sourdough,pioneer
687,Pilgrim,settler
687,squatter,settler
687,frontierswoman,settler
687,pioneer,settler
687,Minuit,settler
687,Chapman,settler
687,Standish,settler
687,Hutchinson,settler
687,Endecott,settler
687,Winslow,settler
687,Williams,settler
688,vomitory,gateway
688,stage door,doorway
688,exterior door,doorway
688,back door,doorway
688,service door,doorway
688,hatchway,doorway
688,front door,doorway
688,entrance,doorway
688,pithead,gateway
688,Dutch door,doorway
688,side door,exterior door
688,portal,gateway
688,escape hatch,hatchway
688,porte-cochere,gateway
688,arch,gateway
689,classical style,artistic style
689,neoclassicism,classical style
689,classicism,classical style
689,Romanticism,artistic style
689,baroque,artistic style
689,High Renaissance,artistic style
689,rococo,artistic style
689,Corinthian order,order
689,Doric order,order
689,Ionic order,order
689,Tuscan order,order
689,Composite order,order
689,order,setup
689,setup,form
689,form,treatment
689,treatment,response
689,response,touch
689,common touch,touch
689,fit,drape
689,drape,hang
689,hang,manner
689,life style,manner
689,vanity fair,fast lane
689,free living,life style
690,dugout canoe,small boat
690,kayak,small boat
690,gig,small boat
690,scull,racing boat
690,shell,racing boat
690,racing gig,gig
690,canoe,small boat
690,racing skiff,skiff
690,yawl,small boat
690,dinghy,small boat
690,jolly boat,small boat
690,cockleshell,small boat
690,outrigger canoe,canoe
690,birchbark canoe,canoe
690,wherry,small boat
690,coracle,small boat
690,sampan,small boat
690,racing boat,small boat
691,child abuse,maltreatment
691,torture,cruelty
691,outrage,atrocity
691,oppression,cruelty
691,burning,cruelty
691,persecution,oppression
691,picket,protest
691,judicial torture,torture
691,child neglect,maltreatment
691,pogrom,persecution
691,boot,instrument
691,nail pulling,torture
691,strappado,torture
691,sleep deprivation,torture
691,kittee,torture
691,bastinado,torture
691,brutality,cruelty
691,sensory deprivation,torture
691,dismemberment,cruelty
691,impalement,cruelty
691,kia quen,torture
691,burning,cruelty
691,prolonged interrogation,torture
691,electric shock,torture
691,genital torture,torture
691,crucifixion,torture
691,enormity,cruelty
691,rack,torture
691,rendition,torture
692,manure,fertilizer
692,cow manure,manure
692,bonemeal,fertilizer
692,chicken manure,manure
692,fish meal,fertilizer
692,horse manure,manure
692,guano,fertilizer
692,green manure,fertilizer
692,neem cake,fertilizer
692,night soil,manure
693,geometry,branch of pure mathematics
693,arithmetic,branch of pure mathematics
693,algebra,branch of pure mathematics
693,analysis,branch of pure mathematics
693,set theory,branch of pure mathematics
693,metamathematics,branch of pure mathematics
693,geometry,branch of mathematics
693,algebra,branch of mathematics
693,analysis,branch of mathematics
693,set theory,branch of mathematics
693,calculus,branch of mathematics
693,trigonometry,branch of mathematics
693,linear algebra,branch of mathematics
693,numerical analysis,branch of mathematics
693,topology,branch of mathematics
693,Galois theory,branch of mathematics
693,quadratics,branch of mathematics
693,Fourier analysis,branch of mathematics
693,projective geometry,branch of geometry
693,elliptic geometry,branch of non-Euclidean geometry
693,hyperbolic geometry,branch of non-Euclidean geometry
693,spherical geometry,branch of non-Euclidean geometry
693,plane geometry,branch of Euclidean geometry
693,solid geometry,branch of Euclidean geometry
693,affine geometry,branch of Euclidean geometry
693,elementary geometry,branch of Euclidean geometry
693,fractal geometry,branch of geometry
693,spherical trigonometry,branch of trigonometry
693,calculus of variations,branch of calculus
693,differential calculus,branch of calculus
693,integral calculus,branch of calculus
693,vector algebra,branch of algebra
693,matrix algebra,branch of algebra
693,group theory,branch of algebra
693,triangulation,branch of geometry
693,analytic geometry,branch of geometry
693,decomposition,concept in algebra
694,depth gauge,gauge
694,strain gauge,gauge
694,water gauge,gauge
694,pressure gauge,gauge
694,surface gauge,gauge
694,gasoline gauge,gauge
694,rain gauge,gauge
694,wire gauge,gauge
694,vacuum gauge,gauge
694,manometer,gauge
694,dipstick,gauge
694,tensimeter,gauge
694,anemometer,gauge
694,water level,gauge
694,sphygmomanometer,gauge
695,nosedive,decline
695,slump,decline
695,loss,decline
695,sinking spell,decline
695,deterioration,decline
695,decline,reduction
695,slippage,decline
695,erosion,decline
695,ebb,decline
695,detumescence,decline
695,reducing,decline
695,epilation,decline
695,psilosis,decline.
696,quota,trade barrier
696,embargo,trade barrier
696,protectionism,economic policy
696,perestroika,economic policy
696,New Deal,economic policy
696,fiscal policy,economic policy
696,trade barrier,control
696,price control,control
696,glass ceiling,ceiling
696,wage floor,floor
696,price floor,floor
696,control,economic policy
696,ceiling,price control
696,floor,price control
696,economic policy,control
697,glow,type of light
697,bioluminescence,type of glow
697,fluorescence,type of glow
697,incandescence,type of glow
697,torchlight,type of light
697,infrared ray,type of light
697,candlelight,type of light
697,lamplight,type of light
697,sunlight,type of light
697,moonlight,type of light
697,firelight,type of light
697,laser beam,type of light
697,streamer,type of light
697,sunburst,type of light
697,high beam,type of light
697,gaslight,type of light
697,starlight,type of light
697,radiance,type of light
697,twilight,type of light
697,scintillation,type of light
697,corona,type of light
697,sky glow,type of light
697,aureole,type of light
697,half-light,type of light
697,phosphorescence,type of light
697,low beam,type of light
697,beam,type of light
697,luminescence,type of light
697,heat ray,type of light
697,moonbeam,type of light
697,friar's lantern,type of light
697,counterglow,type of light
697,autofluorescence,type of fluorescence
697,meteor,type of light
697,bolide,type of light
697,chemiluminescence,type of luminescence
698,handstand,gymnastic exercise
698,double leg circle,gymnastic exercise
698,scissors,gymnastic exercise
698,kip,gymnastic exercise
698,piked reverse hang,hang
698,lever hang,hang
698,bent hang,hang
698,reverse hang,hang
698,straight hang,hang
698,crucifix,hang
698,grand circle,long fly
698,inverted hang,hang
698,long fly,hang
698,dip,hang
698,straddle,hang
699,linear equation,mathematical statement
699,equation,mathematical statement
699,quadratic equation,equation
699,biquadratic equation,quadratic equation
699,differential equation,equation
699,Schrodinger equation,differential equation
699,simultaneous equations,equation
699,primitive,mathematical statement
699,formula,mathematical statement
699,exponential equation,equation
699,exponential expression,mathematical statement
699,partial differential equation,differential equation
699,regression equation,equation
699,wave equation,differential equation
699,Maxwell's equations,equation
699,sentential function,mathematical statement.
700,ruin,deterioration
700,decay,deterioration
700,devastation,deterioration
700,wear,deterioration
700,decomposition,deterioration
700,blight,deterioration
700,fragmentation,deterioration
700,putrefaction,deterioration
700,corrosion,deterioration
700,putrescence,deterioration
700,decrepitude,deterioration
700,rancidity,deterioration
701,corn,grain
701,millet,grain
701,barley,grain
701,oat,grain
701,rice,grain
701,wheat,grain
701,groats,grain
701,paddy,grain
701,bulgur,grain
701,pearl barley,barley
701,brown rice,rice
701,wild rice,rice
701,white rice,rice
701,cracked wheat,wheat
701,buckwheat,grain
701,grist,grain
701,pearl hominy,hominy
701,lye hominy,hominy
701,sweet corn,corn
701,popcorn,corn
701,hominy,corn
701,malt,grain
701,wort,malt
702,laser-guided bomb,bomb
702,fragmentation bomb,bomb
702,incendiary bomb,bomb
702,smart bomb,bomb
702,depth charge,bomb
702,car bomb,bomb
702,smoke bomb,bomb
702,time bomb,bomb
702,hydrogen bomb,bomb
702,gas shell,bomb
702,dirty bomb,bomb
702,chemical bomb,bomb
702,balloon bomb,bomb
702,dumb bomb,bomb
702,letter bomb,bomb
702,Bunker Buster,bomb
702,atom bomb,bomb
702,microwave bomb,bomb
702,stink bomb,bomb
702,plastic bomb,bomb
702,cluster bomb,bomb
702,megaton bomb,bomb
702,remote-control bomb,bomb
702,thermobaric bomb,bomb
702,penetration bomb,bomb
702,general-purpose bomb,bomb
702,grenade,bomb
702,rifle grenade,bomb
702,hand grenade,bomb
702,bombie,bomb
702,bombshell,bomb
702,neutron bomb,bomb
702,clean bomb,bomb
703,tortilla chip,chip
703,corn chip,chip
703,nacho,tortilla chip
703,potato skin,snack food
703,wrap,sandwich
703,open-face sandwich,sandwich
703,sandwich,snack food
703,ham sandwich,sandwich
703,club sandwich,sandwich
703,bacon-lettuce-tomato sandwich,sandwich
703,hamburger,sandwich
703,cheeseburger,hamburger
703,tunaburger,hamburger
703,gyro,sandwich
703,chili dog,hotdog
703,hotdog,sandwich
703,western,sandwich
703,butty,sandwich
703,chicken sandwich,sandwich
703,bomber,sandwich
703,Sloppy Joe,sandwich
703,Reuben,sandwich
704,Sioux,Dakota
704,Dakota,Sihasapa
704,Sioux,Oglala
704,Sioux,Hunkpapa
704,Sioux,Teton
704,Hidatsa,Dakota
704,Omaha,Dhegiha
704,Kansa,Dhegiha
704,Osage,Dhegiha
704,Iowa,Dhegiha
704,Missouri,Dhegiha
704,Biloxi,Siouan
704,Ofo,Siouan
704,Tutelo,Siouan
704,Winnebago,Siouan
704,Ponca,Siouan
704,Crow,Siouan
704,Quapaw,Siouan
704,Catawba,Siouan
704,Oto,Siouan
704,Rain-in-the-Face,Sioux
704,Red Cloud,Sioux
704,Crazy Horse,Sioux
704,Sitting Bull,Sioux
705,cork,plug
705,tampion,plug
705,breechblock,plug
705,drainplug,plug
705,earplug,plug
705,tampon,plug
705,vapor lock,blockage
705,bung,plug
705,Tampax,tampon
705,blockage,plug
705,tap,plug
705,fipple,plug
706,Hadrian's Wall,wall
706,sidewall,wall
706,cavity wall,wall
706,bell gable,gable
706,bearing wall,wall
706,proscenium,screen
706,parapet,wall
706,Wailing Wall,wall
706,brattice,screen
706,partition,wall
706,gable,wall
706,pediment,gable
706,corbie gable,gable
706,firewall,wall
706,attic,wall
706,rood screen,screen
706,altarpiece,screen
706,bulkhead,wall
706,chimney breast,wall
706,wainscoting,wall
706,screen,wall
706,purdah,partition
707,cowpea,legume
707,field pea,legume
707,chickpea,legume
707,pea,legume
707,pod,pea
707,peanut,legume
707,cowage,legume
707,legume,plant
707,okra,plant
707,loment,pod
707,screw bean,pod
707,lentil,legume
707,garden pea,pea
708,general anesthesia,anesthesia
708,regional anesthesia,anesthesia
708,local anesthesia,anesthesia
708,topical anesthesia,anesthesia
708,cryoanesthesia,anesthesia
708,conduction anesthesia,regional anesthesia
708,epidural anesthesia,regional anesthesia
708,spinal anesthesia,regional anesthesia
708,acroanesthesia,regional anesthesia
708,caudal anesthesia,regional anesthesia
708,pudendal block,regional anesthesia
708,paracervical block,regional anesthesia
708,twilight sleep,general anesthesia
708,inhalation anesthesia,general anesthesia
708,saddle block anesthesia,regional anesthesia
709,diode,semiconductor device
709,transistor,semiconductor device
709,biochip,semiconductor device
