group,child,parent
10002950_2,Time series analysis,Statistical paradigms
10002950_2,Regression analysis,Statistical paradigms
10002950_2,Jackknifing,Resampling methods
10002950_2,Markov processes,Stochastic processes
10002950_2,Probabilistic algorithms,Probability and statistics
10002950_2,Exploratory data analysis,Statistical paradigms
10002950_2,Expectation maximization,Probabilistic reasoning algorithms
10002950_2,Loopy belief propagation,Probabilistic reasoning algorithms
10002950_3,Mathematical software performance,Mathematical software
10002950_3,Statistical software,Mathematical software
10002950_3,Solvers,Mathematical software
10002950_5,Continuous functions,Differential calculus
10002950_5,Continuous functions,Continuous mathematics
10002950_5,Geometric topology,Topology
10002950_5,Geometric topology,Point-set topology
10002950_5,Algebraic topology,Topology
10002950_5,Algebraic topology,Point-set topology
10002950_5,Differential calculus,Calculus
10002950_5,Lambda calculus,Calculus
10002950_5,Integral calculus,Calculus
10002950_5,Topology,Continuous mathematics
10002950_5,Topology,Point-set topology
10002950_5,Calculus,Continuous mathematics
10002951_5,Chemical and biochemical retrieval,Specialized information retrieval
10002951_5,Environment-specific retrieval,Specialized information retrieval
10002951_5,Enterprise search,Specialized information retrieval
10002951_5,Collaborative search,Specialized information retrieval
10002951_5,Information retrieval diversity,Retrieval tasks and goals
10002951_5,Desktop search,Specialized information retrieval
10002951_5,Multimedia and multimodal retrieval,Specialized information retrieval
10002951_5,Peer-to-peer retrieval,Specialized information retrieval
10002951_5,Query suggestion,Query reformulation
10002951_5,Structure and multilingual text search,Specialized information retrieval
10002951_5,Information extraction,Specialized information retrieval
10002951_5,Image search,Specialized information retrieval
10002951_5,Query log analysis,Specialized information retrieval
10002951_5,"Combination, fusion and federated search",Specialized information retrieval
10002951_5,Recommender systems,Specialized information retrieval
10002951_5,Similarity measures,Retrieval models and ranking
10002951_5,Retrieval efficiency,Retrieval tasks and goals
10002951_5,Document structure,Document collection models
10002951_5,Structured text search,Specialized information retrieval
10002951_5,Rank aggregation,Retrieval models and ranking
10002951_5,Distributed retrieval,Specialized information retrieval
10002951_5,Task models,Retrieval tasks and goals
10002951_5,Music retrieval,Specialized information retrieval
10002951_5,Document filtering,Specialized information retrieval
10002951_5,Document representation,Document collection models
10002951_5,Ontologies,Specialized information retrieval
10002951_5,Query intent,Query representation
10002951_5,Sentiment analysis,Specialized information retrieval
10002951_5,Near-duplicate and plagiarism detection,Specialized information retrieval
10002951_5,Multilingual and cross-lingual retrieval,Specialized information retrieval
10002951_5,Search engine architectures and scalability,Specialized information retrieval
10002951_5,Search index compression,Specialized information retrieval
10002951_5,Thesauri,Specialized information retrieval
10002951_5,Data encoding and canonicalization,Specialized information retrieval
10002951_5,Search interfaces,Specialized information retrieval
10002951_5,Query reformulation,Query representation
10002951_5,Information retrieval query processing,Specialized information retrieval
10002951_5,Adversarial retrieval,Specialized information retrieval
10002951_5,Link and co-citation analysis,Specialized information retrieval
10002951_5,Users and interactive retrieval,Specialized information retrieval
10002951_5,Mathematics retrieval,Specialized information retrieval
10002951_5,Probabilistic retrieval models,Retrieval models and ranking
10002951_5,Language models,Retrieval models and ranking
10002951_5,Expert search,Specialized information retrieval
10002951_5,Test collections,Specialized information retrieval
10002951_5,Content analysis and feature selection,Specialized information retrieval
10002951_5,Retrieval tasks and goals,Information retrieval
10002951_5,Web and social media search,Specialized information retrieval
10002951_5,Presentation of retrieval results,Specialized information retrieval
10002951_5,Document topic models,Document collection models
10002951_5,Clustering and classification,Specialized information retrieval
10002951_5,Retrieval on mobile devices,Specialized information retrieval
10002951_5,Query representation,Query reformulation
10002951_5,Top-k retrieval in databases,Specialized information retrieval
10002951_5,Dictionaries,Specialized information retrieval
10002951_5,Speech / audio search,Specialized information retrieval
10002951_5,Novelty in information retrieval,Retrieval tasks and goals
10002951_5,Retrieval models and ranking,Information retrieval
10002951_5,Document collection models,Information retrieval
10002951_5,Learning to rank,Retrieval models and ranking
10002951_5,Summarization,Specialized information retrieval
10002978_3,Multi-factor authentication,Access control
10002978_3,"Pseudonymity, anonymity and untraceability",Privacy-preserving protocols
10002978_3,Authorization,Access control
10002978_3,Graphical / visual passwords,Authentication
10002978_3,Biometrics,Authentication
10002978_3,Authentication,Access control
10002978_3,Privacy-preserving protocols,Security services
10002978_3,Digital rights management,Security services.
10002978_9,Software security engineering,Software and application security
10002978_9,Domain-specific security and privacy architectures,Software and application security
10002978_9,Web application security,Software and application security
10002978_9,Social network security and privacy,Software and application security
10002978_9,Software reverse engineering,Software and application security
10003120_3,Synchronous editors,Collaborative and social computing
10003120_3,Asynchronous editors,Collaborative and social computing
10003120_3,Open source software,Collaborative and social computing
10003120_3,Social networking sites,Social media
10003120_3,Social network analysis,"Collaborative and social computing theory, concepts and paradigms"
10003120_3,Collaborative and social computing devices,Collaborative and social computing systems and tools
10003120_3,Computer supported cooperative work,Collaborative and social computing
10003120_3,Empirical studies in collaborative and social computing,Collaborative and social computing design and evaluation methods
10003120_3,Collaborative content creation,Collaborative and social computing
10003120_3,Ethnographic studies,"Collaborative and social computing theory, concepts and paradigms"
10003120_3,Social media,Collaborative and social computing
10003120_3,Reputation systems,Collaborative and social computing systems and tools
10003120_3,Social networks,Collaborative and social computing
10003120_3,Collaborative filtering,Collaborative and social computing
10003120_3,Social tagging systems,Social tagging
10003120_3,Blogs,Social media
10003120_3,Collaborative and social computing design and evaluation methods,Collaborative and social computing
10003120_3,Social navigation,Collaborative and social computing
10003120_3,Social content sharing,Social media
10003120_3,Social tagging,Collaborative and social computing
10003120_3,Social engineering (social sciences),"Collaborative and social computing theory, concepts and paradigms"
10003120_3,Social recommendation,Collaborative and social computing
10003120_3,Wikis,Collaborative and social computing
10003456_2,Licensing,"Government technology policy, Intellectual property"
10003456_2,Hardware reverse engineering,Computer crime
10003456_2,Internet governance / domain names,Government technology policy
10003456_2,Governmental regulations,Government technology policy
10003456_2,Corporate surveillance,Surveillance
10003456_2,Financial crime,Computer crime
10003456_2,Social engineering attacks,Computer crime
10003456_2,Political speech,Government technology policy
10003456_2,Remote medicine,Medical technologies
10003456_2,Personal health records,Medical records
10003456_2,Patient privacy,Privacy policies
10003456_2,Age-based restrictions,Government technology policy
10003456_2,Malware / spyware crime,Computer crime
10003456_2,Antitrust and competition,Commerce policy
10003456_2,Identity theft,Computer crime
10003456_2,Network access restrictions,Government technology policy
10003456_2,Governmental surveillance,Surveillance
10003456_2,Censorship,Government technology policy
10003456_2,Acceptable use policy restrictions,Government technology policy
10003456_2,Privacy policies,Government technology policy
10003456_2,Patents,Intellectual property
10003456_2,Pornography,Government technology policy
10003456_2,Computing / technology policy,Government technology policy
10003456_2,Taxation,Government technology policy
10003456_2,Digital rights management,Intellectual property
10003456_2,Broadband access,Universal access
10003456_2,Trademarks,Intellectual property
10003456_2,Online auctions policy,Commerce policy
10003456_2,Medical technologies,Medical records
10003456_2,Copyrights,Intellectual property
10003456_2,Health information exchanges,Medical records
10003456_2,Surveillance,Government technology policy
10003456_2,Transborder data flow,Government technology policy
10003456_2,Commerce policy,Government technology policy
10003456_2,Genetic information,Government technology policy
10003456_2,Technology and censorship,Government technology policy
10003456_2,Consumer products policy,Government technology policy
10003456_2,Database protection laws,Government technology policy
10003456_2,Censoring filters,Government technology policy
10003456_2,Medical information policy,Government technology policy
10003456_2,Software reverse engineering,Computer crime
10003456_2,Network access control,Government technology policy
10003456_2,Treaties,Government technology policy
10003456_2,Hate speech,Government technology policy
10003456_2,Government technology policy,Government technology policy
10003456_2,Intellectual property,Government technology policy
10003456_2,Import / export controls,Government technology policy
10003456_2,Universal access,Government technology policy
10003456_2,Net neutrality,Government technology policy
10003456_2,Soft intellectual property,Government technology policy
10003456_2,Medical records,Government technology policy
10003456_2,Secondary liability,Government technology policy
10003456_2,Computer crime,Government technology policy
10010147_3,Distributed artificial intelligence,Multi-agent systems
10010147_3,Mobile agents,Multi-agent systems
10010147_3,Cooperation and coordination,Multi-agent systems
10010147_3,Multi-agent planning,Multi-agent systems
10010147_3,Intelligent agents,Multi-agent systems
10010147_3,Planning and scheduling,Multi-agent systems
10010147_3,Cognitive robotics,Multi-agent systems
10010147_3,Evolutionary robotics,Multi-agent systems
10010147_3,Reasoning about belief and knowledge,Knowledge representation and reasoning
10010147_3,"Nonmonotonic, default reasoning and belief revision",Knowledge representation and reasoning
10010147_3,Description logics,Knowledge representation and reasoning
10010147_3,Ontology engineering,Knowledge representation and reasoning
10010147_3,Knowledge representation and reasoning,Artificial intelligence
10010147_3,Philosophical/theoretical foundations of artificial intelligence,Artificial intelligence
10010147_3,Natural language processing,Artificial intelligence
10010147_3,Computer vision,Artificial intelligence
10010147_3,Machine translation,Natural language processing
10010147_3,Natural language generation,Natural language processing
10010147_3,"Discourse, dialogue and pragmatics",Natural language processing
10010147_3,Speech recognition,Natural language processing
10010147_3,Phonology / morphology,Natural language processing
10010147_3,Lexical semantics,Natural language processing
10010147_3,Spatial and physical reasoning,Reasoning about belief and knowledge
10010147_3,Temporal reasoning,Reasoning about belief and knowledge
10010147_3,Causal reasoning and diagnostics,Reasoning about belief and knowledge
10010147_3,Heuristic function construction,Reasoning about belief and knowledge
10010147_3,Planning under uncertainty,Reasoning about belief and knowledge
10010147_3,Planning with abstraction and generalization,Planning and scheduling
10010147_3,Hierarchical representations,Planning and scheduling
10010147_3,Planning for deterministic actions,Planning and scheduling
10010147_3,Abstraction and micro-operators,Planning and scheduling
10010147_3,Motion capture,Computer vision
10010147_3,Computer vision representations,Computer vision
10010147_3,Shape representations,Computer vision
10010147_3,Image representations,Computer vision
10010147_3,Appearance and texture representations,Computer vision
10010147_3,Visual content-based indexing and retrieval,Computer vision
10010147_3,Object detection,Computer vision
10010147_3,Object identification,Computer vision
10010147_3,Image segmentation,Computer vision
10010147_3,Scene anomaly detection,Computer vision
10010147_3,Scene understanding,Computer vision
10010147_3,Video segmentation,Computer vision
10010147_3,Tracking,Computer vision
10010147_3,Motion path planning,Computational control theory
10010147_3,Control methods,Computational control theory
10010147_3,Epipolar geometry,Computer vision problems
10010147_3,Camera calibration,Computer vision problems
10010147_3,Image and video acquisition,Computer vision problems
10010147_3,Image and video acquisition,Computer vision
10010147_3,Video summarization,Computer vision
10010147_3,Visual inspection,Computer vision
10010147_3,Activity recognition and understanding,Computer vision
10010147_3,Scene understanding,Computer vision
10010147_3,Computational photography,Computer vision
10010147_3,Shape inference,Computer vision
10010147_3,3D imaging,Computer vision
10010147_3,Hyperspectral imaging,Computer vision
10010147_3,Vision for robotics,Computer vision
10010147_3,Robotic planning,Computer vision
10010147_3,Reconstruction,Computer vision
10010147_3,Search methodologies,Search with partial observations
10010147_3,Randomized search,Search methodologies
10010147_3,Search with partial observations,Search methodologies
10010147_3,Game tree search,Search methodologies
10010147_3,Interest point and salient region detections,Computer vision
10010147_3,Spatial and physical reasoning,Computer vision
10010147_3,Vagueness and fuzzy logic,Computer vision
10010147_3,"Discourse, dialogue and pragmatics",Natural language processing.
10010147_5,Modeling methodologies,Modeling and simulation
10010147_5,Interactive simulation,Modeling and simulation
10010147_5,Simulation environments,Modeling and simulation
10010147_5,Quantum mechanic simulation,Modeling and simulation
10010147_5,Continuous models,Modeling and simulation
10010147_5,Scientific visualization,Modeling and simulation
10010147_5,Simulation theory,Modeling and simulation
10010147_5,Model development and analysis,Modeling and simulation
10010147_5,Simulation evaluation,Modeling and simulation
10010147_5,Simulation languages,Modeling and simulation
10010147_5,Simulation tools,Modeling and simulation
10010147_5,Rare-event simulation,Modeling and simulation
10010147_5,Model verification and validation,Modeling and simulation
10010147_5,Modeling and simulation,Simulation types and techniques
10010147_5,Artificial life,Modeling and simulation
10010147_5,Distributed simulation,Modeling and simulation
10010147_5,Real-time simulation,Modeling and simulation
10010147_5,Discrete-event simulation,Modeling and simulation
10010147_5,Multiscale systems,Modeling and simulation
10010147_5,Simulation types and techniques,Modeling and simulation
10010147_5,Network science,Modeling and simulation
10010147_5,Visual analytics,Modeling and simulation
10010147_5,Simulation by animation,Modeling and simulation
10010147_5,Continuous simulation,Modeling and simulation
10010147_5,Systems theory,Modeling and simulation
10010147_5,Data assimilation,Modeling and simulation
10010147_5,Simulation support systems,Modeling and simulation
10010147_5,Molecular simulation,Modeling and simulation
10010147_5,Agent / discrete models,Modeling and simulation
10010147_5,Uncertainty quantification,Modeling and simulation
10010147_5,Massively parallel and high-performance simulations,Modeling and simulation
10010405_4,Molecular structural biology,Life and medical sciences
10010405_4,Genetics,Life and medical sciences
10010405_4,Bioinformatics,Computational biology
10010405_4,Metabolomics / metabonomics,Life and medical sciences
10010405_4,Computational proteomics,Computational biology
10010405_4,Health care information systems,Health informatics
10010405_4,Computational transcriptomics,Computational biology
10010405_4,Recognition of genes and regulatory elements,Computational genomics
10010405_4,Molecular evolution,Life and medical sciences
10010405_4,Systems biology,Life and medical sciences
10010405_4,Imaging,Life and medical sciences
10010405_4,Computational genomics,Computational biology
10010405_4,Proteomics,Life and medical sciences
10010405_4,Genomics,Life and medical sciences
10010405_4,Molecular sequence analysis,Computational biology
10010405_4,Health informatics,Life and medical sciences
10010405_4,Sequencing and genotyping technologies,Genomics
10010405_4,Biological networks,Life and medical sciences
10010405_4,Life and medical sciences,Molecular structural biology
10010405_4,Population genetics,Genetics
10010405_4,Transcriptomics,Genetics
10010583_2,Printers,"Communication hardware, interfaces and storage"
10010583_2,Wireless devices,"Communication hardware, interfaces and storage"
10010583_2,Haptic devices,Tactile and hand-based interfaces
10010583_2,Touch screens,Tactile and hand-based interfaces
10010583_2,Sensor applications and deployments,Sensors and actuators
10010583_2,Wireless integrated network sensors,Sensors and actuators
10010583_2,Sensor devices and platforms,Sensors and actuators
10010583_2,Displays and imagers,"Communication hardware, interfaces and storage"
10010583_2,Tactile and hand-based interfaces,"Communication hardware, interfaces and storage"
10010583_2,"Communication hardware, interfaces and storage",Signal processing systems
10010583_2,Scanners,"Communication hardware, interfaces and storage"
10010583_2,Digital signal processing,Signal processing systems
10010583_2,Buses and high-speed links,Networking hardware
10010583_2,Sound-based input / output,"Communication hardware, interfaces and storage"
10010583_2,Sensors and actuators,Signal processing systems
10010583_2,Noise reduction,Signal processing systems
10010583_2,Electro-mechanical devices,Signal processing systems
10010583_2,Signal processing systems,"Communication hardware, interfaces and storage"
10010583_2,External storage,"Communication hardware, interfaces and storage"
10010583_2,Networking hardware,"Communication hardware, interfaces and storage"
10010583_7,Model checking,Formal verification
10010583_7,Simulation and emulation,Functional verification
10010583_7,Equivalence checking,Formal verification
10010583_7,Timing analysis and sign-off,Physical verification
10010583_7,Post-manufacture validation and debug,Hardware validation
10010583_7,Bug fixing (hardware),Hardware validation
10010583_7,Layout-versus-schematics,Physical verification
10010583_7,Design for debug,Hardware validation
10010583_7,Theorem proving and SAT solving,Formal verification
10010583_7,Semi-formal verification,Formal verification
10010583_7,Physical verification,Hardware validation
10010583_7,Assertion checking,Formal verification
10010583_7,Power and thermal analysis,Physical verification
10010583_7,Functional verification,Hardware validation
10010583_7,Transaction-level verification,Functional verification
10010583_7,Coverage metrics,Functional verification
10010583_7,Design rule checking,Physical verification
10010583_7,"Bug detection, localization and diagnosis",Hardware validation
10010583_8,Hardware test,Board- and system-level test
10010583_8,Test data compression,Test-pattern generation and fault simulation
10010583_8,Test-pattern generation and fault simulation,Built-in self-test
10010583_8,Built-in self-test,Hardware test
10010583_8,"Analog, mixed-signal and radio frequency test",Hardware test
10010583_8,Memory test and repair,Hardware test
10010583_8,Fault models and test metrics,Defect-based test
10010583_8,Defect-based test,Hardware test
10010583_8,Design for testability,Hardware test
10010583_8,Online test and diagnostics,Hardware test
10010583_8,Hardware reliability screening,Hardware test
10010583_8,Testing with distributed and parallel systems,Hardware test
10010583_10,Quantum error correction and fault tolerance,Quantum computation
10010583_10,Biology-related information processing,Emerging technologies
10010583_10,Bio-embedded electronics,Emerging technologies
10010583_10,Plasmonics,Emerging optical and photonic technologies
10010583_10,Superconducting circuits,Emerging architectures
10010583_10,Carbon based electronics,Emerging technologies
10010583_10,Emerging languages and compilers,Emerging tools and methodologies
10010583_10,III-V compounds,Emerging technologies
10010583_10,Quantum communication and cryptography,Quantum technologies
10010583_10,Reversible logic,Emerging architectures
10010583_10,Neural systems,Emerging interfaces
10010583_10,Electromechanical systems,Emerging architectures
10010583_10,Flexible and printable circuits,Emerging tools and methodologies
10010583_10,Emerging interfaces,Emerging technologies
10010583_10,Cellular neural networks,Emerging architectures
10010583_10,Quantum dots and cellular automata,Quantum technologies
10010583_10,Quantum technologies,Emerging technologies
10010583_10,Nanoelectromechanical systems,Emerging architectures
10010583_10,Emerging optical and photonic technologies,Emerging technologies
10010583_10,Circuit substrates,Emerging architectures
10010583_10,Emerging simulation,Emerging tools and methodologies
10010583_10,Analysis and design of emerging devices and systems,Emerging tools and methodologies
10010583_10,Memory and dense storage,Emerging architectures
10010583_10,Emerging tools and methodologies,Emerging technologies
10010583_10,Tunneling devices,Emerging architectures
10010583_10,Emerging architectures,Emerging technologies
10010583_10,Spintronics and magnetic technologies,Emerging architectures
10010583_10,Single electron devices,Emerging architectures
10010583_10,Microelectromechanical systems,Emerging architectures
