,Unnamed: 0,parent,child,group,flag,predict,label,compare
12911,12911,monogamy,monogyny,649,True,0.5289109950386504,1,monogamymonogyny649
12912,12912,monogamy,serial_monogamy,649,True,0.7352891840582091,1,monogamyserial_monogamy649
12913,12913,marriage,open_marriage,649,True,0.86919138088962,1,marriageopen_marriage649
12914,12914,marriage,polygamy,649,True,0.8100105610849506,1,marriagepolygamy649
12915,12915,polygamy,polyandry,649,True,0.5184784918428686,1,polygamypolyandry649
12916,12916,polygamy,polygyny,649,True,0.5650207801478401,1,polygamypolygyny649
12917,12917,marriage,sigeh,649,True,0.5514632321694434,1,marriagesigeh649
12918,12918,marital_status,spinsterhood,649,True,0.5342399188329185,1,marital_statusspinsterhood649
12919,12919,marital_status,widowhood,649,True,0.5662341959651708,1,marital_statuswidowhood649
12920,12920,disorder,anarchy,650,True,0.6822705054380258,1,disorderanarchy650
12921,12921,anarchy,nihilism,650,True,0.3559145109575341,1,anarchynihilism650
12922,12922,disorder,confusion,650,True,0.814019516353034,1,disorderconfusion650
12923,12923,confusion,bluster,650,True,0.5163495665917087,1,confusionbluster650
12924,12924,confusion,chaos,650,True,0.6719230190255437,1,confusionchaos650
12925,12925,chaos,balagan,650,True,0.6124860052591862,1,chaosbalagan650
12926,12926,confusion,demoralization,650,True,0.5501927268093235,1,confusiondemoralization650
12927,12927,confusion,hugger-mugger,650,True,0.5701352208215519,1,confusionhugger-mugger650
12928,12928,confusion,schemozzle,650,True,0.628056472071382,1,confusionschemozzle650
12929,12929,disorder,discord,650,True,0.9020400677844618,1,disorderdiscord650
12930,12930,disorder,disturbance,650,True,0.8047842858399268,1,disorderdisturbance650
12931,12931,disturbance,convulsion,650,True,0.6991895759930983,1,disturbanceconvulsion650
12932,12932,disturbance,earthquake,650,True,0.7337818125130235,1,disturbanceearthquake650
12933,12933,disturbance,incident,650,True,0.6894584873586646,1,disturbanceincident650
12934,12934,disturbance,stir,650,True,0.7852169837100879,1,disturbancestir650
12935,12935,disturbance,storm,650,True,0.8388847927479987,1,disturbancestorm650
12936,12936,disturbance,storm_center,650,True,0.8150436923907773,1,disturbancestorm_center650
12937,12937,disturbance,tumult,650,True,0.7760606468577032,1,disturbancetumult650
12938,12938,tumult,combustion,650,True,0.33103017945406354,1,tumultcombustion650
12939,12939,disorder,instability,650,True,0.7752484345374245,1,disorderinstability650
12940,12940,disorder,rioting,650,True,0.7650573398391902,1,disorderrioting650
12941,12941,disorder,rowdiness,650,True,0.7180617636032429,1,disorderrowdiness650
12942,12942,disorder,turbulence,650,True,0.6706676973754189,1,disorderturbulence650
12943,12943,turbulence,agitation,650,True,0.6220686521030556,1,turbulenceagitation650
12944,12944,turbulence,roller_coaster,650,True,0.5735516069673908,1,turbulenceroller_coaster650
12945,12945,turbulence,violence,650,True,0.7412950306227413,1,turbulenceviolence650
12946,12946,violence,rage,650,True,0.9163333755740303,1,violencerage650
12947,12947,emotional_state,ecstasy,651,True,0.8808095401531573,1,emotional_stateecstasy651
12948,12948,emotional_state,embarrassment,651,True,0.7484765409082438,1,emotional_stateembarrassment651
12949,12949,emotional_state,gratification,651,True,0.7340564763935926,1,emotional_stategratification651
12950,12950,gratification,comfort,651,True,0.7789021733322365,1,gratificationcomfort651
12951,12951,gratification,quality_of_life,651,True,0.7598631715117438,1,gratificationquality_of_life651
12952,12952,emotional_state,happiness,651,True,0.839220685695901,1,emotional_statehappiness651
12953,12953,happiness,blessedness,651,True,0.6990552736643237,1,happinessblessedness651
12954,12954,blessedness,nirvana,651,True,0.4959691378271964,1,blessednessnirvana651
12955,12955,happiness,radiance,651,True,0.6069233940645471,1,happinessradiance651
12956,12956,emotional_state,state,651,True,0.7180791415058785,1,emotional_statestate651
12957,12957,emotional_state,unhappiness,651,True,0.8307168435287698,1,emotional_stateunhappiness651
12958,12958,unhappiness,embitterment,651,True,0.6614329801483612,1,unhappinessembitterment651
12959,12959,unhappiness,sadness,651,True,0.6730222798734394,1,unhappinesssadness651
12960,12960,sadness,mourning,651,True,0.6988841042681578,1,sadnessmourning651
12961,12961,sadness,poignance,651,True,0.4378589673532455,1,sadnesspoignance651
12962,12962,dysplasia,anaplasia,652,True,0.27563043224840217,1,dysplasiaanaplasia652
12963,12963,dysplasia,aplasia,652,True,0.24644036902864883,1,dysplasiaaplasia652
12964,12964,dysplasia,fibrous_dysplasia_of_bone,652,True,0.42287658480595497,1,dysplasiafibrous_dysplasia_of_bone652
12965,12965,fibrous_dysplasia_of_bone,Albright's_disease,652,True,0.43493149147467736,1,fibrous_dysplasia_of_boneAlbright's_disease652
12966,12966,fibrous_dysplasia_of_bone,monostotic_fibrous_dysplasia,652,True,0.6282334804685756,1,fibrous_dysplasia_of_bonemonostotic_fibrous_dysplasia652
12967,12967,dysplasia,hyperplasia,652,True,0.3246368441302284,1,dysplasiahyperplasia652
12968,12968,hyperplasia,benign_prostatic_hyperplasia,652,True,0.632867230195074,1,hyperplasiabenign_prostatic_hyperplasia652
12969,12969,dysplasia,hypertrophy,652,True,0.19202500706925954,1,dysplasiahypertrophy652
12970,12970,hypertrophy,acromegaly,652,True,0.30521526483717987,1,hypertrophyacromegaly652
12971,12971,hypertrophy,adenomegaly,652,True,0.3243605872659564,1,hypertrophyadenomegaly652
12972,12972,hypertrophy,cor_pulmonale,652,True,0.13301188308175604,1,hypertrophycor_pulmonale652
12973,12973,hypertrophy,dactylomegaly,652,True,0.2455274207731788,1,hypertrophydactylomegaly652
12974,12974,hypertrophy,elephantiasis,652,True,0.23676528743133554,1,hypertrophyelephantiasis652
12975,12975,elephantiasis,elephantiasis_neuromatosa,652,True,0.2488888934106571,1,elephantiasiselephantiasis_neuromatosa652
12976,12976,elephantiasis,elephantiasis_scroti,652,True,0.1938595586124842,1,elephantiasiselephantiasis_scroti652
12977,12977,elephantiasis,nevoid_elephantiasis,652,True,0.40786106630374475,1,elephantiasisnevoid_elephantiasis652
12978,12978,hypertrophy,giantism,652,True,0.32792240331007233,1,hypertrophygiantism652
12979,12979,hypertrophy,splenomegaly,652,True,0.30201693464770435,1,hypertrophysplenomegaly652
12980,12980,dysplasia,hypoplasia,652,True,0.32598182239531603,1,dysplasiahypoplasia652
12981,12981,anesthesia,conduction_anesthesia,653,True,0.8467926854395893,1,anesthesiaconduction_anesthesia653
12982,12982,anesthesia,cryoanesthesia,653,True,0.7975011226840752,1,anesthesiacryoanesthesia653
12983,12983,anesthesia,general_anesthesia,653,True,0.8810774507701793,1,anesthesiageneral_anesthesia653
12984,12984,general_anesthesia,inhalation_anesthesia,653,True,0.6490933706464027,1,general_anesthesiainhalation_anesthesia653
12985,12985,general_anesthesia,twilight_sleep,653,True,0.45284452489081944,1,general_anesthesiatwilight_sleep653
12986,12986,anesthesia,local_anesthesia,653,True,0.8805730498593335,1,anesthesialocal_anesthesia653
12987,12987,anesthesia,regional_anesthesia,653,True,0.8970457639173749,1,anesthesiaregional_anesthesia653
12988,12988,regional_anesthesia,acroanesthesia,653,True,0.7139873000738857,1,regional_anesthesiaacroanesthesia653
12989,12989,regional_anesthesia,caudal_anesthesia,653,True,0.6743750519327804,1,regional_anesthesiacaudal_anesthesia653
12990,12990,regional_anesthesia,epidural_anesthesia,653,True,0.7030814944801208,1,regional_anesthesiaepidural_anesthesia653
12991,12991,regional_anesthesia,paracervical_block,653,True,0.6471640273493872,1,regional_anesthesiaparacervical_block653
12992,12992,regional_anesthesia,pudendal_block,653,True,0.6056427508544693,1,regional_anesthesiapudendal_block653
12993,12993,regional_anesthesia,spinal_anesthesia,653,True,0.6752004309353646,1,regional_anesthesiaspinal_anesthesia653
12994,12994,spinal_anesthesia,saddle_block_anesthesia,653,True,0.3906103944412637,1,spinal_anesthesiasaddle_block_anesthesia653
12995,12995,anesthesia,topical_anesthesia,653,True,0.8877863028037547,1,anesthesiatopical_anesthesia653
12996,12996,dysfunction,erectile_dysfunction,654,True,0.8606952363788519,1,dysfunctionerectile_dysfunction654
12997,12997,dysfunction,paralysis,654,True,0.5742502244325364,1,dysfunctionparalysis654
12998,12998,paralysis,akinesis,654,True,0.6953384760328938,1,paralysisakinesis654
12999,12999,paralysis,alalia,654,True,0.6232390613637215,1,paralysisalalia654
13000,13000,paralysis,cystoplegia,654,True,0.7499672631959439,1,paralysiscystoplegia654
13001,13001,paralysis,diplegia,654,True,0.7012009114492688,1,paralysisdiplegia654
13002,13002,paralysis,Erb's_palsy,654,True,0.565326016940879,1,paralysisErb's_palsy654
13003,13003,paralysis,hemiplegia,654,True,0.8173407220361609,1,paralysishemiplegia654
13004,13004,paralysis,monoplegia,654,True,0.7240839468194136,1,paralysismonoplegia654
13005,13005,paralysis,ophthalmoplegia,654,True,0.814007813487207,1,paralysisophthalmoplegia654
13006,13006,paralysis,paraplegia,654,True,0.8247911482881075,1,paralysisparaplegia654
13007,13007,paralysis,paresis,654,True,0.6561746357175591,1,paralysisparesis654
13008,13008,paresis,paraparesis,654,True,0.2961440557098376,1,paresisparaparesis654
13009,13009,paralysis,quadriplegia,654,True,0.8218396623635206,1,paralysisquadriplegia654
13010,13010,good_health,bloom,655,True,0.47218856283512334,1,good_healthbloom655
13011,13011,good_health,condition,655,True,0.5878869590624031,1,good_healthcondition655
13012,13012,condition,fitness,655,True,0.9317658578485284,1,conditionfitness655
13013,13013,fitness,fettle,655,True,0.8556516417386234,1,fitnessfettle655
13014,13014,good_health,energy,655,True,0.6003952320671274,1,good_healthenergy655
13015,13015,energy,juice,655,True,0.8801795659810049,1,energyjuice655
13016,13016,energy,qi,655,True,0.8612598619477078,1,energyqi655
13017,13017,good_health,freshness,655,True,0.534247779289183,1,good_healthfreshness655
13018,13018,good_health,radiance,655,True,0.4906713601409155,1,good_healthradiance655
13019,13019,good_health,sturdiness,655,True,0.5451705480235096,1,good_healthsturdiness655
13020,13020,good_health,wholeness,655,True,0.4903929817490434,1,good_healthwholeness655
13021,13021,respiratory_disease,adult_respiratory_distress_syndrome,656,True,0.8320952411828585,1,respiratory_diseaseadult_respiratory_distress_syndrome656
13022,13022,respiratory_disease,asthma,656,True,0.880637037940601,1,respiratory_diseaseasthma656
13023,13023,asthma,status_asthmaticus,656,True,0.5269237199393174,1,asthmastatus_asthmaticus656
13024,13024,respiratory_disease,atypical_pneumonia,656,True,0.8791949638125334,1,respiratory_diseaseatypical_pneumonia656
13025,13025,atypical_pneumonia,psittacosis,656,True,0.34937698795154914,1,atypical_pneumoniapsittacosis656
13026,13026,respiratory_disease,bronchitis,656,True,0.8774240111715381,1,respiratory_diseasebronchitis656
13027,13027,bronchitis,bronchiolitis,656,True,0.4647864533191089,1,bronchitisbronchiolitis656
13028,13028,bronchitis,chronic_bronchitis,656,True,0.5757362981694105,1,bronchitischronic_bronchitis656
13029,13029,chronic_bronchitis,chronic_obstructive_pulmonary_disease,656,True,0.28369769795443217,1,chronic_bronchitischronic_obstructive_pulmonary_disease656
13030,13030,respiratory_disease,cold,656,True,0.778683625891435,1,respiratory_diseasecold656
13031,13031,cold,head_cold,656,True,0.765489224358557,1,coldhead_cold656
13032,13032,respiratory_disease,emphysema,656,True,0.8172360131805728,1,respiratory_diseaseemphysema656
13033,13033,emphysema,chronic_obstructive_pulmonary_disease,656,True,0.335262125327529,1,emphysemachronic_obstructive_pulmonary_disease656
13034,13034,respiratory_disease,influenza,656,True,0.9062942602640662,1,respiratory_diseaseinfluenza656
13035,13035,influenza,Asian_influenza,656,True,0.8699697358331658,1,influenzaAsian_influenza656
13036,13036,influenza,swine_influenza,656,True,0.7226239188054976,1,influenzaswine_influenza656
13037,13037,respiratory_disease,interstitial_pneumonia,656,True,0.8201449434761694,1,respiratory_diseaseinterstitial_pneumonia656
13038,13038,respiratory_disease,pneumoconiosis,656,True,0.7943886354992789,1,respiratory_diseasepneumoconiosis656
13039,13039,pneumoconiosis,anthracosis,656,True,0.2570980960989069,1,pneumoconiosisanthracosis656
13040,13040,pneumoconiosis,asbestosis,656,True,0.24212891641087142,1,pneumoconiosisasbestosis656
13041,13041,pneumoconiosis,siderosis,656,True,0.23010996315746388,1,pneumoconiosissiderosis656
13042,13042,pneumoconiosis,silicosis,656,True,0.26928389976726247,1,pneumoconiosissilicosis656
13043,13043,respiratory_disease,pneumonia,656,True,0.8396541316969423,1,respiratory_diseasepneumonia656
13044,13044,pneumonia,bronchopneumonia,656,True,0.5514410594755087,1,pneumoniabronchopneumonia656
13045,13045,bronchopneumonia,aspiration_pneumonia,656,True,0.2458454748465073,1,bronchopneumoniaaspiration_pneumonia656
13046,13046,pneumonia,lobar_pneumonia,656,True,0.6349486961578961,1,pneumonialobar_pneumonia656
13047,13047,lobar_pneumonia,double_pneumonia,656,True,0.25098724342785805,1,lobar_pneumoniadouble_pneumonia656
13048,13048,lobar_pneumonia,Legionnaires'_disease,656,True,0.15408823038491726,1,lobar_pneumoniaLegionnaires'_disease656
13049,13049,pneumonia,pleuropneumonia,656,True,0.6110102568566397,1,pneumoniapleuropneumonia656
13050,13050,pneumonia,pneumococcal_pneumonia,656,True,0.6299908242635488,1,pneumoniapneumococcal_pneumonia656
13051,13051,pneumonia,pneumocytosis,656,True,0.4632198965427802,1,pneumoniapneumocytosis656
13052,13052,pneumonia,viral_pneumonia,656,True,0.6805599291472065,1,pneumoniaviral_pneumonia656
13053,13053,respiratory_disease,respiratory_distress_syndrome,656,True,0.8240998796800963,1,respiratory_diseaserespiratory_distress_syndrome656
13054,13054,respiratory_disease,severe_acute_respiratory_syndrome,656,True,0.9216842448988831,1,respiratory_diseasesevere_acute_respiratory_syndrome656
13055,13055,respiratory_disease,whooping_cough,656,True,0.8576880406982719,1,respiratory_diseasewhooping_cough656
13056,13056,brain_disorder,acataphasia,657,True,0.4649494645315331,1,brain_disorderacataphasia657
13057,13057,brain_disorder,agnosia,657,True,0.5392333311306451,1,brain_disorderagnosia657
13058,13058,agnosia,astereognosis,657,True,0.19130826810026433,1,agnosiaastereognosis657
13059,13059,agnosia,auditory_agnosia,657,True,0.5505714445670815,1,agnosiaauditory_agnosia657
13060,13060,agnosia,visual_agnosia,657,True,0.42860491929486944,1,agnosiavisual_agnosia657
13061,13061,brain_disorder,agraphia,657,True,0.5049707192345848,1,brain_disorderagraphia657
13062,13062,brain_disorder,aphasia,657,True,0.6508889096642801,1,brain_disorderaphasia657
13063,13063,aphasia,auditory_aphasia,657,True,0.6528005845665824,1,aphasiaauditory_aphasia657
13064,13064,aphasia,conduction_aphasia,657,True,0.5936397228721342,1,aphasiaconduction_aphasia657
13065,13065,aphasia,global_aphasia,657,True,0.5969544741876381,1,aphasiaglobal_aphasia657
13066,13066,aphasia,motor_aphasia,657,True,0.5489785598147379,1,aphasiamotor_aphasia657
13067,13067,aphasia,nominal_aphasia,657,True,0.5256325070801213,1,aphasianominal_aphasia657
13068,13068,aphasia,transcortical_aphasia,657,True,0.6020148979789447,1,aphasiatranscortical_aphasia657
13069,13069,aphasia,visual_aphasia,657,True,0.5989418414300534,1,aphasiavisual_aphasia657
13070,13070,aphasia,Wernicke's_aphasia,657,True,0.5986799861600447,1,aphasiaWernicke's_aphasia657
13071,13071,brain_disorder,apraxia,657,True,0.5449254538108663,1,brain_disorderapraxia657
13072,13072,brain_disorder,cerebral_palsy,657,True,0.660503458449259,1,brain_disordercerebral_palsy657
13073,13073,brain_disorder,Creutzfeldt-Jakob_disease,657,True,0.7092468361881021,1,brain_disorderCreutzfeldt-Jakob_disease657
13074,13074,brain_disorder,epilepsy,657,True,0.7099938441577598,1,brain_disorderepilepsy657
13075,13075,epilepsy,akinetic_epilepsy,657,True,0.7611636879275866,1,epilepsyakinetic_epilepsy657
13076,13076,epilepsy,cortical_epilepsy,657,True,0.8095309512815807,1,epilepsycortical_epilepsy657
13077,13077,cortical_epilepsy,Jacksonian_epilepsy,657,True,0.4295813267562298,1,cortical_epilepsyJacksonian_epilepsy657
13078,13078,cortical_epilepsy,sensory_epilepsy,657,True,0.4517450955618006,1,cortical_epilepsysensory_epilepsy657
13079,13079,epilepsy,grand_mal_epilepsy,657,True,0.6762951610877264,1,epilepsygrand_mal_epilepsy657
13080,13080,epilepsy,myoclonus_epilepsy,657,True,0.596743387640552,1,epilepsymyoclonus_epilepsy657
13081,13081,epilepsy,petit_mal_epilepsy,657,True,0.6750477037915832,1,epilepsypetit_mal_epilepsy657
13082,13082,epilepsy,posttraumatic_epilepsy,657,True,0.7626870942264421,1,epilepsyposttraumatic_epilepsy657
13083,13083,epilepsy,procursive_epilepsy,657,True,0.72996744274232,1,epilepsyprocursive_epilepsy657
13084,13084,epilepsy,psychomotor_epilepsy,657,True,0.7940106490462288,1,epilepsypsychomotor_epilepsy657
13085,13085,epilepsy,reflex_epilepsy,657,True,0.7557049304053113,1,epilepsyreflex_epilepsy657
13086,13086,reflex_epilepsy,musicogenic_epilepsy,657,True,0.35570981279765934,1,reflex_epilepsymusicogenic_epilepsy657
13087,13087,reflex_epilepsy,photogenic_epilepsy,657,True,0.3516201133564993,1,reflex_epilepsyphotogenic_epilepsy657
13088,13088,epilepsy,status_epilepticus,657,True,0.5733232761755609,1,epilepsystatus_epilepticus657
13089,13089,epilepsy,tonic_epilepsy,657,True,0.7342410527764011,1,epilepsytonic_epilepsy657
13090,13090,brain_disorder,paralysis_agitans,657,True,0.3204410405730279,1,brain_disorderparalysis_agitans657
13091,13091,brain_disorder,Reye's_syndrome,657,True,0.501111637168406,1,brain_disorderReye's_syndrome657
13092,13092,brain_disorder,Wernicke's_encephalopathy,657,True,0.5459137454728871,1,brain_disorderWernicke's_encephalopathy657
13093,13093,collapse,algidity,658,True,0.7532272309564201,1,collapsealgidity658
13094,13094,collapse,breakdown,658,True,0.6153611999112577,1,collapsebreakdown658
13095,13095,breakdown,nervous_breakdown,658,True,0.7070770631687046,1,breakdownnervous_breakdown658
13096,13096,nervous_breakdown,nervous_exhaustion,658,True,0.3110720363549625,1,nervous_breakdownnervous_exhaustion658
13097,13097,nervous_breakdown,neurasthenia,658,True,0.46901310016898745,1,nervous_breakdownneurasthenia658
13098,13098,collapse,heatstroke,658,True,0.4232884467345416,1,collapseheatstroke658
13099,13099,heatstroke,heat_exhaustion,658,True,0.5464858712128805,1,heatstrokeheat_exhaustion658
13100,13100,heatstroke,sunstroke,658,True,0.4998587381537584,1,heatstrokesunstroke658
13101,13101,collapse,shock,658,True,0.5635292802222909,1,collapseshock658
13102,13102,shock,cardiogenic_shock,658,True,0.8639959833027994,1,shockcardiogenic_shock658
13103,13103,shock,distributive_shock,658,True,0.8466118645148842,1,shockdistributive_shock658
13104,13104,shock,hypovolemic_shock,658,True,0.8194661800557633,1,shockhypovolemic_shock658
13105,13105,shock,insulin_shock,658,True,0.8010562423710768,1,shockinsulin_shock658
13106,13106,shock,obstructive_shock,658,True,0.8488603831911719,1,shockobstructive_shock658
13107,13107,hypersensitivity,cryesthesia,659,True,0.7282840912582135,1,hypersensitivitycryesthesia659
13108,13108,hypersensitivity,hypersensitivity_reaction,659,True,0.8605691748089651,1,hypersensitivityhypersensitivity_reaction659
13109,13109,hypersensitivity_reaction,allergic_rhinitis,659,True,0.7560314772429072,1,hypersensitivity_reactionallergic_rhinitis659
13110,13110,allergic_rhinitis,hay_fever,659,True,0.36474039225803834,1,allergic_rhinitishay_fever659
13111,13111,hypersensitivity_reaction,allergy,659,True,0.8065422748598798,1,hypersensitivity_reactionallergy659
13112,13112,allergy,delayed_allergy,659,True,0.896623029321335,1,allergydelayed_allergy659
13113,13113,allergy,food_allergy,659,True,0.9576617336392749,1,allergyfood_allergy659
13114,13114,allergy,immediate_allergy,659,True,0.9565863726717959,1,allergyimmediate_allergy659
13115,13115,allergy,serum_sickness,659,True,0.5056622449315937,1,allergyserum_sickness659
13116,13116,hypersensitivity_reaction,anaphylaxis,659,True,0.7720327160114986,1,hypersensitivity_reactionanaphylaxis659
13117,13117,anaphylaxis,anaphylactic_shock,659,True,0.6967566094018528,1,anaphylaxisanaphylactic_shock659
13118,13118,hypersensitivity_reaction,urtication,659,True,0.628831570514922,1,hypersensitivity_reactionurtication659
13119,13119,metabolic_disorder,alkaptonuria,660,True,0.5368321747575988,1,metabolic_disorderalkaptonuria660
13120,13120,metabolic_disorder,hyperlipoproteinemia,660,True,0.6836312369298522,1,metabolic_disorderhyperlipoproteinemia660
13121,13121,hyperlipoproteinemia,hyperbetalipoproteinemia,660,True,0.3195613477310768,1,hyperlipoproteinemiahyperbetalipoproteinemia660
13122,13122,metabolic_disorder,hypolipoproteinemia,660,True,0.6492528849078528,1,metabolic_disorderhypolipoproteinemia660
13123,13123,hypolipoproteinemia,hypobetalipoproteinemia,660,True,0.293110690300801,1,hypolipoproteinemiahypobetalipoproteinemia660
13124,13124,hypobetalipoproteinemia,abetalipoproteinemia,660,True,0.15518918417061864,1,hypobetalipoproteinemiaabetalipoproteinemia660
13125,13125,metabolic_disorder,inborn_error_of_metabolism,660,True,0.6235467329305414,1,metabolic_disorderinborn_error_of_metabolism660
13126,13126,inborn_error_of_metabolism,galactosemia,660,True,0.4592499827994973,1,inborn_error_of_metabolismgalactosemia660
13127,13127,inborn_error_of_metabolism,lysinemia,660,True,0.4458044351386153,1,inborn_error_of_metabolismlysinemia660
13128,13128,inborn_error_of_metabolism,Niemann-Pick_disease,660,True,0.4993398056086672,1,inborn_error_of_metabolismNiemann-Pick_disease660
13129,13129,inborn_error_of_metabolism,phenylketonuria,660,True,0.5856992079691896,1,inborn_error_of_metabolismphenylketonuria660
13130,13130,metabolic_disorder,lipidosis,660,True,0.5413567589969528,1,metabolic_disorderlipidosis660
13131,13131,lipidosis,abetalipoproteinemia,660,True,0.19848297262313314,1,lipidosisabetalipoproteinemia660
13132,13132,lipidosis,Gaucher's_disease,660,True,0.1772803092816706,1,lipidosisGaucher's_disease660
13133,13133,lipidosis,Niemann-Pick_disease,660,True,0.25396813639751065,1,lipidosisNiemann-Pick_disease660
13134,13134,lipidosis,Tay-Sachs_disease,660,True,0.16319050218048475,1,lipidosisTay-Sachs_disease660
13135,13135,metabolic_disorder,lysine_intolerance,660,True,0.7489364990535612,1,metabolic_disorderlysine_intolerance660
13136,13136,affective_disorder,bipolar_disorder,661,True,0.7909594582759248,1,affective_disorderbipolar_disorder661
13137,13137,bipolar_disorder,cyclothymia,661,True,0.47941260122697504,1,bipolar_disordercyclothymia661
13138,13138,affective_disorder,depressive_disorder,661,True,0.7611134547512877,1,affective_disorderdepressive_disorder661
13139,13139,depressive_disorder,agitated_depression,661,True,0.7260806745001042,1,depressive_disorderagitated_depression661
13140,13140,depressive_disorder,anaclitic_depression,661,True,0.742067368583193,1,depressive_disorderanaclitic_depression661
13141,13141,depressive_disorder,dysthymia,661,True,0.712052765970401,1,depressive_disorderdysthymia661
13142,13142,depressive_disorder,endogenous_depression,661,True,0.8074815634860951,1,depressive_disorderendogenous_depression661
13143,13143,depressive_disorder,exogenous_depression,661,True,0.7949438110155989,1,depressive_disorderexogenous_depression661
13144,13144,depressive_disorder,major_depressive_episode,661,True,0.6840320307950448,1,depressive_disordermajor_depressive_episode661
13145,13145,major_depressive_episode,involutional_depression,661,True,0.3594684283528429,1,major_depressive_episodeinvolutional_depression661
13146,13146,major_depressive_episode,unipolar_depression,661,True,0.35313917967878505,1,major_depressive_episodeunipolar_depression661
13147,13147,depressive_disorder,neurotic_depression,661,True,0.8048960586066569,1,depressive_disorderneurotic_depression661
13148,13148,depressive_disorder,psychotic_depression,661,True,0.7285252594758563,1,depressive_disorderpsychotic_depression661
13149,13149,depressive_disorder,retarded_depression,661,True,0.7239040888244272,1,depressive_disorderretarded_depression661
13150,13150,affective_disorder,mania,661,True,0.6196032248154978,1,affective_disordermania661
13151,13151,mania,craze,661,True,0.42370839018653816,1,maniacraze661
13152,13152,craze,mass_hysteria,661,True,0.7097533754256349,1,crazemass_hysteria661
13153,13153,craze,nympholepsy,661,True,0.40058167460450167,1,crazenympholepsy661
13154,13154,cardiovascular_disease,aneurysm,662,True,0.512068453775698,1,cardiovascular_diseaseaneurysm662
13155,13155,aneurysm,aortic_aneurysm,662,True,0.7852246066493167,1,aneurysmaortic_aneurysm662
13156,13156,aortic_aneurysm,abdominal_aortic_aneurysm,662,True,0.44572572968895946,1,aortic_aneurysmabdominal_aortic_aneurysm662
13157,13157,aneurysm,cerebral_aneurysm,662,True,0.8039504808098266,1,aneurysmcerebral_aneurysm662
13158,13158,aneurysm,intracranial_aneurysm,662,True,0.8700184272680943,1,aneurysmintracranial_aneurysm662
