,Unnamed: 0,parent_x,child_x,group_x,flag,predict,label,compare,parent_y,child_y,weight,group_y
57,12971,hypertrophy,adenomegaly,652,True,0.3243605872659564,1,hypertrophyadenomegaly652,hypertrophy,adenomegaly,0.3231535255908966,652
58,12972,hypertrophy,cor_pulmonale,652,True,0.13301188308175604,1,hypertrophycor_pulmonale652,hypertrophy,cor_pulmonale,0.136435866355896,652
59,12974,hypertrophy,elephantiasis,652,True,0.23676528743133554,1,hypertrophyelephantiasis652,hypertrophy,elephantiasis,0.23152019083499908,652
60,12977,elephantiasis,nevoid_elephantiasis,652,True,0.40786106630374475,1,elephantiasisnevoid_elephantiasis652,elephantiasis,nevoid_elephantiasis,0.29296597838401794,652
61,12978,hypertrophy,giantism,652,True,0.32792240331007233,1,hypertrophygiantism652,hypertrophy,giantism,0.35954853892326355,652
62,12979,hypertrophy,splenomegaly,652,True,0.30201693464770435,1,hypertrophysplenomegaly652,hypertrophy,splenomegaly,0.29156699776649475,652
63,12981,anesthesia,conduction_anesthesia,653,True,0.8467926854395893,1,anesthesiaconduction_anesthesia653,anesthesia,conduction_anesthesia,0.7504997253417969,653
64,12982,anesthesia,cryoanesthesia,653,True,0.7975011226840752,1,anesthesiacryoanesthesia653,anesthesia,cryoanesthesia,0.724899411201477,653
65,12983,anesthesia,general_anesthesia,653,True,0.8810774507701793,1,anesthesiageneral_anesthesia653,anesthesia,general_anesthesia,0.8055071830749512,653
66,12984,general_anesthesia,inhalation_anesthesia,653,True,0.6490933706464027,1,general_anesthesiainhalation_anesthesia653,general_anesthesia,inhalation_anesthesia,0.5853285789489746,653
67,12986,anesthesia,local_anesthesia,653,True,0.8805730498593335,1,anesthesialocal_anesthesia653,anesthesia,local_anesthesia,0.8132150769233704,653
68,12987,anesthesia,regional_anesthesia,653,True,0.8970457639173749,1,anesthesiaregional_anesthesia653,anesthesia,regional_anesthesia,0.8363344669342041,653
69,12988,regional_anesthesia,acroanesthesia,653,True,0.7139873000738857,1,regional_anesthesiaacroanesthesia653,regional_anesthesia,acroanesthesia,0.6429782509803772,653
70,12989,regional_anesthesia,caudal_anesthesia,653,True,0.6743750519327804,1,regional_anesthesiacaudal_anesthesia653,regional_anesthesia,caudal_anesthesia,0.5914072394371033,653
71,12990,regional_anesthesia,epidural_anesthesia,653,True,0.7030814944801208,1,regional_anesthesiaepidural_anesthesia653,regional_anesthesia,epidural_anesthesia,0.6215919256210327,653
72,12991,regional_anesthesia,paracervical_block,653,True,0.6471640273493872,1,regional_anesthesiaparacervical_block653,regional_anesthesia,paracervical_block,0.6013720035552979,653
73,12992,regional_anesthesia,pudendal_block,653,True,0.6056427508544693,1,regional_anesthesiapudendal_block653,regional_anesthesia,pudendal_block,0.5536442399024963,653
74,12993,regional_anesthesia,spinal_anesthesia,653,True,0.6752004309353646,1,regional_anesthesiaspinal_anesthesia653,regional_anesthesia,spinal_anesthesia,0.5980772972106934,653
75,12995,anesthesia,topical_anesthesia,653,True,0.8877863028037547,1,anesthesiatopical_anesthesia653,anesthesia,topical_anesthesia,0.8134022951126099,653
76,12996,dysfunction,erectile_dysfunction,654,True,0.8606952363788519,1,dysfunctionerectile_dysfunction654,dysfunction,erectile_dysfunction,0.7297625541687012,654
77,12997,dysfunction,paralysis,654,True,0.5742502244325364,1,dysfunctionparalysis654,dysfunction,paralysis,0.4925326406955719,654
78,12998,paralysis,akinesis,654,True,0.6953384760328938,1,paralysisakinesis654,paralysis,akinesis,0.6992176175117493,654
79,12999,paralysis,alalia,654,True,0.6232390613637215,1,paralysisalalia654,paralysis,alalia,0.5869434475898743,654
80,13000,paralysis,cystoplegia,654,True,0.7499672631959439,1,paralysiscystoplegia654,paralysis,cystoplegia,0.6919070482254028,654
81,13001,paralysis,diplegia,654,True,0.7012009114492688,1,paralysisdiplegia654,paralysis,diplegia,0.655057966709137,654
82,13002,paralysis,Erb's_palsy,654,True,0.565326016940879,1,paralysisErb's_palsy654,paralysis,Erb's_palsy,0.5189148187637329,654
83,13003,paralysis,hemiplegia,654,True,0.8173407220361609,1,paralysishemiplegia654,paralysis,hemiplegia,0.7742264270782471,654
84,13004,paralysis,monoplegia,654,True,0.7240839468194136,1,paralysismonoplegia654,paralysis,monoplegia,0.684304416179657,654
85,13005,paralysis,ophthalmoplegia,654,True,0.814007813487207,1,paralysisophthalmoplegia654,paralysis,ophthalmoplegia,0.7550700902938843,654
86,13006,paralysis,paraplegia,654,True,0.8247911482881075,1,paralysisparaplegia654,paralysis,paraplegia,0.77144855260849,654
87,13007,paralysis,paresis,654,True,0.6561746357175591,1,paralysisparesis654,paralysis,paresis,0.5852112174034119,654
88,13009,paralysis,quadriplegia,654,True,0.8218396623635206,1,paralysisquadriplegia654,paralysis,quadriplegia,0.7789578437805176,654
89,13011,good_health,condition,655,True,0.5878869590624031,1,good_healthcondition655,good_health,condition,0.5901029109954834,655
90,13012,condition,fitness,655,True,0.9317658578485284,1,conditionfitness655,condition,fitness,0.8772281408309937,655
91,13013,fitness,fettle,655,True,0.8556516417386234,1,fitnessfettle655,fitness,fettle,0.826509416103363,655
92,13016,energy,qi,655,True,0.8612598619477078,1,energyqi655,energy,qi,0.8227850794792175,655
93,13021,respiratory_disease,adult_respiratory_distress_syndrome,656,True,0.8320952411828585,1,respiratory_diseaseadult_respiratory_distress_syndrome656,respiratory_disease,adult_respiratory_distress_syndrome,0.7345274686813354,656
94,13022,respiratory_disease,asthma,656,True,0.880637037940601,1,respiratory_diseaseasthma656,respiratory_disease,asthma,0.8225838541984558,656
95,13023,asthma,status_asthmaticus,656,True,0.5269237199393174,1,asthmastatus_asthmaticus656,asthma,status_asthmaticus,0.5135292410850525,656
96,13024,respiratory_disease,atypical_pneumonia,656,True,0.8791949638125334,1,respiratory_diseaseatypical_pneumonia656,respiratory_disease,atypical_pneumonia,0.8168342709541321,656
97,13025,atypical_pneumonia,psittacosis,656,True,0.34937698795154914,1,atypical_pneumoniapsittacosis656,atypical_pneumonia,psittacosis,0.3654188811779022,656
98,13026,respiratory_disease,bronchitis,656,True,0.8774240111715381,1,respiratory_diseasebronchitis656,respiratory_disease,bronchitis,0.8111305236816406,656
99,13027,bronchitis,bronchiolitis,656,True,0.4647864533191089,1,bronchitisbronchiolitis656,bronchitis,bronchiolitis,0.38998547196388245,656
100,13028,bronchitis,chronic_bronchitis,656,True,0.5757362981694105,1,bronchitischronic_bronchitis656,bronchitis,chronic_bronchitis,0.4769746661186218,656
101,13030,respiratory_disease,cold,656,True,0.778683625891435,1,respiratory_diseasecold656,respiratory_disease,cold,0.738481879234314,656
102,13031,cold,head_cold,656,True,0.765489224358557,1,coldhead_cold656,cold,head_cold,0.6908522248268127,656
103,13032,respiratory_disease,emphysema,656,True,0.8172360131805728,1,respiratory_diseaseemphysema656,respiratory_disease,emphysema,0.7592353224754333,656
104,13034,respiratory_disease,influenza,656,True,0.9062942602640662,1,respiratory_diseaseinfluenza656,respiratory_disease,influenza,0.8527155518531799,656
105,13035,influenza,Asian_influenza,656,True,0.8699697358331658,1,influenzaAsian_influenza656,influenza,Asian_influenza,0.7571065425872803,656
106,13036,influenza,swine_influenza,656,True,0.7226239188054976,1,influenzaswine_influenza656,influenza,swine_influenza,0.6026493906974792,656
107,13037,respiratory_disease,interstitial_pneumonia,656,True,0.8201449434761694,1,respiratory_diseaseinterstitial_pneumonia656,respiratory_disease,interstitial_pneumonia,0.7502174973487854,656
108,13038,respiratory_disease,pneumoconiosis,656,True,0.7943886354992789,1,respiratory_diseasepneumoconiosis656,respiratory_disease,pneumoconiosis,0.7447537183761597,656
109,13040,pneumoconiosis,asbestosis,656,True,0.24212891641087142,1,pneumoconiosisasbestosis656,pneumoconiosis,asbestosis,0.2960849106311798,656
110,13042,pneumoconiosis,silicosis,656,True,0.26928389976726247,1,pneumoconiosissilicosis656,pneumoconiosis,silicosis,0.3265467882156372,656
111,13043,respiratory_disease,pneumonia,656,True,0.8396541316969423,1,respiratory_diseasepneumonia656,respiratory_disease,pneumonia,0.7634279131889343,656
112,13044,pneumonia,bronchopneumonia,656,True,0.5514410594755087,1,pneumoniabronchopneumonia656,pneumonia,bronchopneumonia,0.49185386300086975,656
113,13046,pneumonia,lobar_pneumonia,656,True,0.6349486961578961,1,pneumonialobar_pneumonia656,pneumonia,lobar_pneumonia,0.5326082706451416,656
114,13049,pneumonia,pleuropneumonia,656,True,0.6110102568566397,1,pneumoniapleuropneumonia656,pneumonia,pleuropneumonia,0.5354228615760803,656
115,13050,pneumonia,pneumococcal_pneumonia,656,True,0.6299908242635488,1,pneumoniapneumococcal_pneumonia656,pneumonia,pneumococcal_pneumonia,0.5162610411643982,656
116,13051,pneumonia,pneumocytosis,656,True,0.4632198965427802,1,pneumoniapneumocytosis656,pneumonia,pneumocytosis,0.45768335461616516,656
117,13052,pneumonia,viral_pneumonia,656,True,0.6805599291472065,1,pneumoniaviral_pneumonia656,pneumonia,viral_pneumonia,0.5751102566719055,656
118,13053,respiratory_disease,respiratory_distress_syndrome,656,True,0.8240998796800963,1,respiratory_diseaserespiratory_distress_syndrome656,respiratory_disease,respiratory_distress_syndrome,0.7371605634689331,656
119,13054,respiratory_disease,severe_acute_respiratory_syndrome,656,True,0.9216842448988831,1,respiratory_diseasesevere_acute_respiratory_syndrome656,respiratory_disease,severe_acute_respiratory_syndrome,0.8683480620384216,656
120,13055,respiratory_disease,whooping_cough,656,True,0.8576880406982719,1,respiratory_diseasewhooping_cough656,respiratory_disease,whooping_cough,0.7940608859062195,656
121,13056,brain_disorder,acataphasia,657,True,0.4649494645315331,1,brain_disorderacataphasia657,brain_disorder,acataphasia,0.4071534276008606,657
122,13057,brain_disorder,agnosia,657,True,0.5392333311306451,1,brain_disorderagnosia657,brain_disorder,agnosia,0.48926883935928345,657
123,13059,agnosia,auditory_agnosia,657,True,0.5505714445670815,1,agnosiaauditory_agnosia657,agnosia,auditory_agnosia,0.4907640218734741,657
124,13061,brain_disorder,agraphia,657,True,0.5049707192345848,1,brain_disorderagraphia657,brain_disorder,agraphia,0.43926119804382324,657
125,13062,brain_disorder,aphasia,657,True,0.6508889096642801,1,brain_disorderaphasia657,brain_disorder,aphasia,0.5722447037696838,657
126,13063,aphasia,auditory_aphasia,657,True,0.6528005845665824,1,aphasiaauditory_aphasia657,aphasia,auditory_aphasia,0.5585740804672241,657
127,13064,aphasia,conduction_aphasia,657,True,0.5936397228721342,1,aphasiaconduction_aphasia657,aphasia,conduction_aphasia,0.5138847231864929,657
128,13065,aphasia,global_aphasia,657,True,0.5969544741876381,1,aphasiaglobal_aphasia657,aphasia,global_aphasia,0.5109024047851562,657
129,13066,aphasia,motor_aphasia,657,True,0.5489785598147379,1,aphasiamotor_aphasia657,aphasia,motor_aphasia,0.46899837255477905,657
130,13067,aphasia,nominal_aphasia,657,True,0.5256325070801213,1,aphasianominal_aphasia657,aphasia,nominal_aphasia,0.4557039737701416,657
131,13068,aphasia,transcortical_aphasia,657,True,0.6020148979789447,1,aphasiatranscortical_aphasia657,aphasia,transcortical_aphasia,0.5113611817359924,657
132,13069,aphasia,visual_aphasia,657,True,0.5989418414300534,1,aphasiavisual_aphasia657,aphasia,visual_aphasia,0.5205318331718445,657
133,13070,aphasia,Wernicke's_aphasia,657,True,0.5986799861600447,1,aphasiaWernicke's_aphasia657,aphasia,Wernicke's_aphasia,0.4900417923927307,657
134,13071,brain_disorder,apraxia,657,True,0.5449254538108663,1,brain_disorderapraxia657,brain_disorder,apraxia,0.48456650972366333,657
135,13072,brain_disorder,cerebral_palsy,657,True,0.660503458449259,1,brain_disordercerebral_palsy657,brain_disorder,cerebral_palsy,0.5846123099327087,657
136,13073,brain_disorder,Creutzfeldt-Jakob_disease,657,True,0.7092468361881021,1,brain_disorderCreutzfeldt-Jakob_disease657,brain_disorder,Creutzfeldt-Jakob_disease,0.6360576152801514,657
137,13074,brain_disorder,epilepsy,657,True,0.7099938441577598,1,brain_disorderepilepsy657,brain_disorder,epilepsy,0.6339199542999268,657
138,13075,epilepsy,akinetic_epilepsy,657,True,0.7611636879275866,1,epilepsyakinetic_epilepsy657,epilepsy,akinetic_epilepsy,0.6671429872512817,657
139,13076,epilepsy,cortical_epilepsy,657,True,0.8095309512815807,1,epilepsycortical_epilepsy657,epilepsy,cortical_epilepsy,0.7103096842765808,657
140,13078,cortical_epilepsy,sensory_epilepsy,657,True,0.4517450955618006,1,cortical_epilepsysensory_epilepsy657,cortical_epilepsy,sensory_epilepsy,0.4265258312225342,657
141,13079,epilepsy,grand_mal_epilepsy,657,True,0.6762951610877264,1,epilepsygrand_mal_epilepsy657,epilepsy,grand_mal_epilepsy,0.5639328360557556,657
142,13080,epilepsy,myoclonus_epilepsy,657,True,0.596743387640552,1,epilepsymyoclonus_epilepsy657,epilepsy,myoclonus_epilepsy,0.4903143644332886,657
143,13081,epilepsy,petit_mal_epilepsy,657,True,0.6750477037915832,1,epilepsypetit_mal_epilepsy657,epilepsy,petit_mal_epilepsy,0.5712960362434387,657
144,13082,epilepsy,posttraumatic_epilepsy,657,True,0.7626870942264421,1,epilepsyposttraumatic_epilepsy657,epilepsy,posttraumatic_epilepsy,0.6712075471878052,657
145,13083,epilepsy,procursive_epilepsy,657,True,0.72996744274232,1,epilepsyprocursive_epilepsy657,epilepsy,procursive_epilepsy,0.6332544684410095,657
146,13084,epilepsy,psychomotor_epilepsy,657,True,0.7940106490462288,1,epilepsypsychomotor_epilepsy657,epilepsy,psychomotor_epilepsy,0.6999315023422241,657
147,13085,epilepsy,reflex_epilepsy,657,True,0.7557049304053113,1,epilepsyreflex_epilepsy657,epilepsy,reflex_epilepsy,0.6604921817779541,657
148,13088,epilepsy,status_epilepticus,657,True,0.5733232761755609,1,epilepsystatus_epilepticus657,epilepsy,status_epilepticus,0.4854639768600464,657
149,13089,epilepsy,tonic_epilepsy,657,True,0.7342410527764011,1,epilepsytonic_epilepsy657,epilepsy,tonic_epilepsy,0.6201906204223633,657
150,13090,brain_disorder,paralysis_agitans,657,True,0.3204410405730279,1,brain_disorderparalysis_agitans657,brain_disorder,paralysis_agitans,0.26772966980934143,657
151,13091,brain_disorder,Reye's_syndrome,657,True,0.501111637168406,1,brain_disorderReye's_syndrome657,brain_disorder,Reye's_syndrome,0.41687265038490295,657
152,13092,brain_disorder,Wernicke's_encephalopathy,657,True,0.5459137454728871,1,brain_disorderWernicke's_encephalopathy657,brain_disorder,Wernicke's_encephalopathy,0.4559130072593689,657
153,13093,collapse,algidity,658,True,0.7532272309564201,1,collapsealgidity658,collapse,algidity,0.786400318145752,658
154,13094,collapse,breakdown,658,True,0.6153611999112577,1,collapsebreakdown658,collapse,breakdown,0.6403074264526367,658
155,13095,breakdown,nervous_breakdown,658,True,0.7070770631687046,1,breakdownnervous_breakdown658,breakdown,nervous_breakdown,0.6229598522186279,658
156,13099,heatstroke,heat_exhaustion,658,True,0.5464858712128805,1,heatstrokeheat_exhaustion658,heatstroke,heat_exhaustion,0.521048367023468,658
157,13100,heatstroke,sunstroke,658,True,0.4998587381537584,1,heatstrokesunstroke658,heatstroke,sunstroke,0.4772855043411255,658
158,13101,collapse,shock,658,True,0.5635292802222909,1,collapseshock658,collapse,shock,0.5641914010047913,658
159,13102,shock,cardiogenic_shock,658,True,0.8639959833027994,1,shockcardiogenic_shock658,shock,cardiogenic_shock,0.749262273311615,658
160,13103,shock,distributive_shock,658,True,0.8466118645148842,1,shockdistributive_shock658,shock,distributive_shock,0.7690564393997192,658
161,13104,shock,hypovolemic_shock,658,True,0.8194661800557633,1,shockhypovolemic_shock658,shock,hypovolemic_shock,0.6800611019134521,658
162,13105,shock,insulin_shock,658,True,0.8010562423710768,1,shockinsulin_shock658,shock,insulin_shock,0.688136637210846,658
163,13106,shock,obstructive_shock,658,True,0.8488603831911719,1,shockobstructive_shock658,shock,obstructive_shock,0.7493808269500732,658
164,13107,hypersensitivity,cryesthesia,659,True,0.7282840912582135,1,hypersensitivitycryesthesia659,hypersensitivity,cryesthesia,0.6805838346481323,659
165,13108,hypersensitivity,hypersensitivity_reaction,659,True,0.8605691748089651,1,hypersensitivityhypersensitivity_reaction659,hypersensitivity,hypersensitivity_reaction,0.7999122738838196,659
166,13109,hypersensitivity_reaction,allergic_rhinitis,659,True,0.7560314772429072,1,hypersensitivity_reactionallergic_rhinitis659,hypersensitivity_reaction,allergic_rhinitis,0.7095320224761963,659
167,13111,hypersensitivity_reaction,allergy,659,True,0.8065422748598798,1,hypersensitivity_reactionallergy659,hypersensitivity_reaction,allergy,0.7664246559143066,659
168,13112,allergy,delayed_allergy,659,True,0.896623029321335,1,allergydelayed_allergy659,allergy,delayed_allergy,0.8172329068183899,659
169,13113,allergy,food_allergy,659,True,0.9576617336392749,1,allergyfood_allergy659,allergy,food_allergy,0.9269345998764038,659
170,13114,allergy,immediate_allergy,659,True,0.9565863726717959,1,allergyimmediate_allergy659,allergy,immediate_allergy,0.9208644032478333,659
171,13116,hypersensitivity_reaction,anaphylaxis,659,True,0.7720327160114986,1,hypersensitivity_reactionanaphylaxis659,hypersensitivity_reaction,anaphylaxis,0.6972195506095886,659
172,13117,anaphylaxis,anaphylactic_shock,659,True,0.6967566094018528,1,anaphylaxisanaphylactic_shock659,anaphylaxis,anaphylactic_shock,0.6255212426185608,659
173,13118,hypersensitivity_reaction,urtication,659,True,0.628831570514922,1,hypersensitivity_reactionurtication659,hypersensitivity_reaction,urtication,0.5877200961112976,659
174,13119,metabolic_disorder,alkaptonuria,660,True,0.5368321747575988,1,metabolic_disorderalkaptonuria660,metabolic_disorder,alkaptonuria,0.4335974156856537,660
175,13120,metabolic_disorder,hyperlipoproteinemia,660,True,0.6836312369298522,1,metabolic_disorderhyperlipoproteinemia660,metabolic_disorder,hyperlipoproteinemia,0.5622005462646484,660
176,13122,metabolic_disorder,hypolipoproteinemia,660,True,0.6492528849078528,1,metabolic_disorderhypolipoproteinemia660,metabolic_disorder,hypolipoproteinemia,0.532281756401062,660
177,13125,metabolic_disorder,inborn_error_of_metabolism,660,True,0.6235467329305414,1,metabolic_disorderinborn_error_of_metabolism660,metabolic_disorder,inborn_error_of_metabolism,0.5181867480278015,660
178,13126,inborn_error_of_metabolism,galactosemia,660,True,0.4592499827994973,1,inborn_error_of_metabolismgalactosemia660,inborn_error_of_metabolism,galactosemia,0.41031894087791443,660
179,13127,inborn_error_of_metabolism,lysinemia,660,True,0.4458044351386153,1,inborn_error_of_metabolismlysinemia660,inborn_error_of_metabolism,lysinemia,0.4203353822231293,660
180,13128,inborn_error_of_metabolism,Niemann-Pick_disease,660,True,0.4993398056086672,1,inborn_error_of_metabolismNiemann-Pick_disease660,inborn_error_of_metabolism,Niemann-Pick_disease,0.4466801583766937,660
181,13129,inborn_error_of_metabolism,phenylketonuria,660,True,0.5856992079691896,1,inborn_error_of_metabolismphenylketonuria660,inborn_error_of_metabolism,phenylketonuria,0.5248798727989197,660
182,13130,metabolic_disorder,lipidosis,660,True,0.5413567589969528,1,metabolic_disorderlipidosis660,metabolic_disorder,lipidosis,0.4385905861854553,660
183,13135,metabolic_disorder,lysine_intolerance,660,True,0.7489364990535612,1,metabolic_disorderlysine_intolerance660,metabolic_disorder,lysine_intolerance,0.674210786819458,660
184,13136,affective_disorder,bipolar_disorder,661,True,0.7909594582759248,1,affective_disorderbipolar_disorder661,affective_disorder,bipolar_disorder,0.7002806067466736,661
185,13138,affective_disorder,depressive_disorder,661,True,0.7611134547512877,1,affective_disorderdepressive_disorder661,affective_disorder,depressive_disorder,0.6553659439086914,661
186,13139,depressive_disorder,agitated_depression,661,True,0.7260806745001042,1,depressive_disorderagitated_depression661,depressive_disorder,agitated_depression,0.6114122271537781,661
187,13140,depressive_disorder,anaclitic_depression,661,True,0.742067368583193,1,depressive_disorderanaclitic_depression661,depressive_disorder,anaclitic_depression,0.6397947072982788,661
188,13141,depressive_disorder,dysthymia,661,True,0.712052765970401,1,depressive_disorderdysthymia661,depressive_disorder,dysthymia,0.620503306388855,661
189,13142,depressive_disorder,endogenous_depression,661,True,0.8074815634860951,1,depressive_disorderendogenous_depression661,depressive_disorder,endogenous_depression,0.7129076719284058,661
190,13143,depressive_disorder,exogenous_depression,661,True,0.7949438110155989,1,depressive_disorderexogenous_depression661,depressive_disorder,exogenous_depression,0.6944826245307922,661
191,13144,depressive_disorder,major_depressive_episode,661,True,0.6840320307950448,1,depressive_disordermajor_depressive_episode661,depressive_disorder,major_depressive_episode,0.5909522771835327,661
