,parent,child,group,flag
201,liberation,emancipation,10,TRUE
202,liberation,jail_delivery,10,TRUE
203,liberation,manumission,10,TRUE
204,liberation,parole,10,TRUE
205,liberation,probation,10,TRUE
206,liberation,relief,10,TRUE
207,liberation,unsnarling,10,TRUE
208,implementation,instrumentation,11,TRUE
209,implementation,invocation,11,TRUE
210,implementation,means,11,TRUE
211,means,desperate_measure,11,TRUE
212,means,dint,11,TRUE
213,means,escape,11,TRUE
214,means,expedient,11,TRUE
215,expedient,crutch,11,TRUE
216,expedient,improvisation,11,TRUE
217,expedient,makeshift,11,TRUE
218,expedient,pis_aller,11,TRUE
219,means,fast_track,11,TRUE
220,means,instrument,11,TRUE
221,means,open_sesame,11,TRUE
222,means,road,11,TRUE
223,road,royal_road,11,TRUE
224,means,salvation,11,TRUE
225,means,stepping_stone,11,TRUE
226,means,tooth,11,TRUE
227,means,voice,11,TRUE
228,means,wings,11,TRUE
229,implementation,motorization,11,TRUE
230,implementation,practice,11,TRUE
231,technology,aeronautical_engineering,12,TRUE
232,technology,automotive_technology,12,TRUE
233,technology,chemical_engineering,12,TRUE
234,technology,communications_technology,12,TRUE
235,communications_technology,digital_communications_technology,12,TRUE
236,technology,computer_technology,12,TRUE
237,technology,high_technology,12,TRUE
238,high_technology,automation,12,TRUE
239,automation,computerization,12,TRUE
240,technology,rail_technology,12,TRUE
241,rail_technology,magnetic_levitation,12,TRUE
242,shot,basketball_shot,13,TRUE
243,basketball_shot,bank_shot,13,TRUE
244,basketball_shot,dunk,13,TRUE
245,dunk,slam_dunk,13,TRUE
246,basketball_shot,finger-roll,13,TRUE
247,basketball_shot,foul_shot,13,TRUE
248,foul_shot,one-and-one,13,TRUE
249,basketball_shot,hook_shot,13,TRUE
250,basketball_shot,jumper,13,TRUE
251,basketball_shot,lay-up,13,TRUE
252,basketball_shot,pivot_shot,13,TRUE
253,basketball_shot,scoop_shot,13,TRUE
254,basketball_shot,set_shot,13,TRUE
255,basketball_shot,tip_in,13,TRUE
256,shot,headshot,13,TRUE
257,shot,slapshot,13,TRUE
258,banishment,anathematization,14,TRUE
259,banishment,disbarment,14,TRUE
260,banishment,ejection,14,TRUE
261,ejection,barring,14,TRUE
262,ejection,defenestration,14,TRUE
263,ejection,deportation,14,TRUE
264,ejection,ostracism,14,TRUE
265,ejection,ouster,14,TRUE
266,ouster,deposition,14,TRUE
267,banishment,excommunication,14,TRUE
268,banishment,exile,14,TRUE
269,banishment,relegation,14,TRUE
270,banishment,rustication,14,TRUE
271,reflex,accommodation_reflex,15,TRUE
272,reflex,Babinski,15,TRUE
273,reflex,belch,15,TRUE
274,reflex,blink,15,TRUE
275,blink,palpebration,15,TRUE
276,reflex,blush,15,TRUE
277,reflex,defecation_reflex,15,TRUE
278,reflex,electric_shock,15,TRUE
279,reflex,fart,15,TRUE
280,reflex,gulp,15,TRUE
281,reflex,hiccup,15,TRUE
282,reflex,knee_jerk,15,TRUE
283,reflex,light_reflex,15,TRUE
284,reflex,micturition_reflex,15,TRUE
285,reflex,mydriasis,15,TRUE
286,reflex,pharyngeal_reflex,15,TRUE
287,reflex,pilomotor_reflex,15,TRUE
288,reflex,plantar_reflex,15,TRUE
289,reflex,rooting_reflex,15,TRUE
290,reflex,sneeze,15,TRUE
291,reflex,startle,15,TRUE
292,startle,startle_reflex,15,TRUE
293,startle,startle_response,15,TRUE
294,startle,wince,15,TRUE
295,reflex,stretch_reflex,15,TRUE
296,reflex,suckling_reflex,15,TRUE
297,reflex,tremble,15,TRUE
298,reflex,vomit,15,TRUE
299,vomit,hematemesis,15,TRUE
300,vomit,hyperemesis,15,TRUE
301,hyperemesis,hyperemesis_gravidarum,15,TRUE
302,vomit,rumination,15,TRUE
303,reflex,yawn,15,TRUE
304,yawn,pandiculation,15,TRUE
305,conflict,class_struggle,16,TRUE
306,conflict,feud,16,TRUE
307,feud,vendetta,16,TRUE
308,conflict,fight,16,TRUE
309,fight,affray,16,TRUE
310,fight,battering,16,TRUE
311,fight,beating,16,TRUE
312,fight,brawl,16,TRUE
313,fight,brush,16,TRUE
314,brush,contretemps,16,TRUE
315,fight,close-quarter_fighting,16,TRUE
316,fight,dogfight,16,TRUE
317,fight,duel,16,TRUE
318,fight,fencing,16,TRUE
319,fight,fistfight,16,TRUE
320,fistfight,punch-up,16,TRUE
321,fight,gunfight,16,TRUE
322,fight,hassle,16,TRUE
323,fight,in-fighting,16,TRUE
324,fight,knife_fight,16,TRUE
325,fight,rumble,16,TRUE
326,fight,set-to,16,TRUE
327,fight,shock,16,TRUE
328,fight,single_combat,16,TRUE
329,conflict,pacification,16,TRUE
330,conflict,rebellion,16,TRUE
331,rebellion,insurgency,16,TRUE
332,rebellion,intifada,16,TRUE
333,rebellion,mutiny,16,TRUE
334,conflict,strife,16,TRUE
335,strife,countercurrent,16,TRUE
336,strife,discord,16,TRUE
337,conflict,tug-of-war,16,TRUE
338,conflict,turf_war,16,TRUE
339,conflict,war,16,TRUE
340,war,drug_war,16,TRUE
341,war,trench_warfare,16,TRUE
342,ball_game,baseball,17,TRUE
343,baseball,ball,17,TRUE
344,ball,daisy_cutter,17,TRUE
345,baseball,five-hitter,17,TRUE
346,baseball,four-hitter,17,TRUE
347,baseball,hardball,17,TRUE
348,baseball,no-hit_game,17,TRUE
349,baseball,one-hitter,17,TRUE
350,baseball,perfect_game,17,TRUE
351,baseball,professional_baseball,17,TRUE
352,baseball,rounders,17,TRUE
353,baseball,softball,17,TRUE
354,baseball,steal,17,TRUE
355,baseball,stickball,17,TRUE
356,baseball,three-hitter,17,TRUE
357,baseball,two-hitter,17,TRUE
358,examination,audit,18,TRUE
359,examination,autopsy,18,TRUE
360,examination,bank_examination,18,TRUE
361,examination,checkup,18,TRUE
362,examination,comparison,18,TRUE
363,comparison,analogy,18,TRUE
364,comparison,collation,18,TRUE
365,comparison,confrontation,18,TRUE
366,comparison,contrast,18,TRUE
367,comparison,likening,18,TRUE
368,examination,endoscopy,18,TRUE
369,endoscopy,celioscopy,18,TRUE
370,endoscopy,colonoscopy,18,TRUE
371,endoscopy,culdoscopy,18,TRUE
372,endoscopy,gastroscopy,18,TRUE
373,endoscopy,hysteroscopy,18,TRUE
374,endoscopy,proctoscopy,18,TRUE
375,endoscopy,sigmoidoscopy,18,TRUE
376,examination,fine-tooth_comb,18,TRUE
377,examination,follow-up,18,TRUE
378,examination,going-over,18,TRUE
379,examination,gonioscopy,18,TRUE
380,examination,inspection,18,TRUE
381,inspection,check,18,TRUE
382,check,spot_check,18,TRUE
383,examination,keratoscopy,18,TRUE
384,examination,once-over,18,TRUE
385,examination,ophthalmoscopy,18,TRUE
386,examination,palpation,18,TRUE
387,palpation,ballottement,18,TRUE
388,examination,rhinoscopy,18,TRUE
389,examination,scan,18,TRUE
390,examination,search,18,TRUE
391,examination,survey,18,TRUE
392,survey,resurvey,18,TRUE
393,examination,testing,18,TRUE
394,testing,screening,18,TRUE
395,screening,genetic_screening,18,TRUE
396,examination,time_and_motion_study,18,TRUE
397,fastening,bonding,19,TRUE
398,fastening,doweling,19,TRUE
399,fastening,fixation,19,TRUE
400,fastening,grounding,19,TRUE
401,fastening,linkage,19,TRUE
402,fastening,tying,19,TRUE
403,tying,ligation,19,TRUE
404,ligation,tubal_ligation,19,TRUE
405,fastening,welding,19,TRUE
406,welding,butt_welding,19,TRUE
407,butt_welding,flash_welding,19,TRUE
408,welding,spot_welding,19,TRUE
409,diagnostic_procedure,auscultation,20,TRUE
410,auscultation,percussion,20,TRUE
411,auscultation,succussion,20,TRUE
412,diagnostic_procedure,cardiography,20,TRUE
413,diagnostic_procedure,echocardiography,20,TRUE
414,diagnostic_procedure,echoencephalography,20,TRUE
415,diagnostic_procedure,electromyography,20,TRUE
416,diagnostic_procedure,mammography,20,TRUE
417,diagnostic_procedure,prenatal_diagnosis,20,TRUE
418,prenatal_diagnosis,amniocentesis,20,TRUE
419,prenatal_diagnosis,fetoscopy,20,TRUE
420,prenatal_diagnosis,sonography,20,TRUE
421,sonography,A-scan_ultrasonography,20,TRUE
422,sonography,B-scan_ultrasonography,20,TRUE
423,diagnostic_procedure,roentgenography,20,TRUE
424,roentgenography,angiography,20,TRUE
425,angiography,lymphangiography,20,TRUE
426,roentgenography,arthrography,20,TRUE
427,arthrography,arteriography,20,TRUE
428,arthrography,venography,20,TRUE
429,roentgenography,cholangiography,20,TRUE
430,roentgenography,encephalography,20,TRUE
431,roentgenography,myelography,20,TRUE
432,roentgenography,pyelography,20,TRUE
433,pyelography,intravenous_pyelography,20,TRUE
434,diagnostic_procedure,thermography,20,TRUE
435,thermography,mammothermography,20,TRUE
436,influence,cross-pollination,21,TRUE
437,influence,enticement,21,TRUE
438,enticement,blandishment,21,TRUE
439,blandishment,ingratiation,21,TRUE
440,enticement,leading_astray,21,TRUE
441,enticement,seduction,21,TRUE
442,enticement,solicitation,21,TRUE
443,influence,exposure,21,TRUE
444,exposure,overexposure,21,TRUE
445,exposure,underexposure,21,TRUE
446,influence,hypnotism,21,TRUE
447,influence,impingement,21,TRUE
448,influence,manipulation,21,TRUE
449,manipulation,mind_game,21,TRUE
450,measure,countermeasure,22,TRUE
451,countermeasure,countermine,22,TRUE
452,measure,precaution,22,TRUE
453,precaution,backstop,22,TRUE
454,precaution,security,22,TRUE
455,measure,shark_repellent,22,TRUE
456,shark_repellent,golden_parachute,22,TRUE
457,shark_repellent,greenmail,22,TRUE
458,shark_repellent,pac-man_strategy,22,TRUE
459,shark_repellent,poison_pill,22,TRUE
460,poison_pill,suicide_pill,22,TRUE
461,shark_repellent,safe_harbor,22,TRUE
462,shark_repellent,scorched-earth_policy,22,TRUE
463,blessing,admiration,23,TRUE
464,admiration,adoration,23,TRUE
465,adoration,glorification,23,TRUE
466,admiration,idealization,23,TRUE
467,idealization,sentimentalization,23,TRUE
468,blessing,adoption,23,TRUE
469,adoption,embrace,23,TRUE
470,blessing,backing,23,TRUE
471,blessing,reward,23,TRUE
472,reward,carrot,23,TRUE
473,football_play,audible,24,TRUE
474,football_play,handoff,24,TRUE
475,football_play,pass,24,TRUE
476,pass,forward_pass,24,TRUE
477,forward_pass,flare_pass,24,TRUE
478,forward_pass,screen_pass,24,TRUE
479,pass,lateral_pass,24,TRUE
480,pass,spot_pass,24,TRUE
481,football_play,power_play,24,TRUE
482,football_play,run,24,TRUE
483,run,draw,24,TRUE
484,run,end_run,24,TRUE
485,run,return,24,TRUE
486,run,reverse,24,TRUE
487,reverse,double_reverse,24,TRUE
488,run,rush,24,TRUE
489,football_play,tackle,24,TRUE
490,football_play,touchback,24,TRUE
491,improvement,adjustment,25,TRUE
492,adjustment,domestication,25,TRUE
493,adjustment,habituation,25,TRUE
494,adjustment,readjustment,25,TRUE
495,adjustment,shakedown,25,TRUE
496,improvement,conservation,25,TRUE
497,improvement,recovery,25,TRUE
498,improvement,refinement,25,TRUE
499,improvement,revival,25,TRUE
500,revival,rebirth,25,TRUE
501,revival,regeneration,25,TRUE
502,revival,resurrection,25,TRUE
503,revival,resuscitation,25,TRUE
504,resuscitation,cardiopulmonary_resuscitation,25,TRUE
505,prevention,averting,26,TRUE
506,prevention,debarment,26,TRUE
507,debarment,suspension,26,TRUE
508,suspension,rustication,26,TRUE
509,prevention,disqualification,26,TRUE
510,disqualification,recusation,26,TRUE
511,prevention,interception,26,TRUE
512,prevention,nonproliferation,26,TRUE
513,prevention,obviation,26,TRUE
514,prevention,prophylaxis,26,TRUE
515,prevention,save,26,TRUE
516,prevention,suppression,26,TRUE
517,suppression,crackdown,26,TRUE
518,destruction,annihilation,27,TRUE
519,annihilation,atomization,27,TRUE
520,annihilation,pulverization,27,TRUE
521,annihilation,vaporization,27,TRUE
522,destruction,decimation,27,TRUE
523,destruction,demolition,27,TRUE
524,destruction,disaster,27,TRUE
525,destruction,extermination,27,TRUE
526,destruction,holocaust,27,TRUE
527,destruction,kill,27,TRUE
528,destruction,laying_waste,27,TRUE
529,destruction,neutralization,27,TRUE
530,destruction,razing,27,TRUE
531,destruction,sabotage,27,TRUE
532,sabotage,bombing,27,TRUE
533,bombing,suicide_bombing,27,TRUE
534,destruction,self-destruction,27,TRUE
535,destruction,spoliation,27,TRUE
536,destruction,vandalism,27,TRUE
537,homicide,honor_killing,28,TRUE
538,homicide,manslaughter,28,TRUE
539,manslaughter,chance-medley,28,TRUE
540,homicide,murder,28,TRUE
541,murder,assassination,28,TRUE
542,murder,bloodshed,28,TRUE
543,murder,contract_killing,28,TRUE
544,murder,dry-gulching,28,TRUE
545,murder,elimination,28,TRUE
546,murder,filicide,28,TRUE
547,murder,fratricide,28,TRUE
548,murder,hit,28,TRUE
549,murder,infanticide,28,TRUE
550,murder,lynching,28,TRUE
551,murder,mariticide,28,TRUE
552,murder,parricide,28,TRUE
553,parricide,matricide,28,TRUE
554,parricide,patricide,28,TRUE
555,murder,regicide,28,TRUE
556,murder,shoot-down,28,TRUE
557,murder,slaughter,28,TRUE
558,slaughter,bloodbath,28,TRUE
559,murder,thuggee,28,TRUE
560,murder,tyrannicide,28,TRUE
561,murder,uxoricide,28,TRUE
562,homicide,shooting,28,TRUE
563,shooting,drive-by_killing,28,TRUE
564,shooting,drive-by_shooting,28,TRUE
565,shooting,wing_shooting,28,TRUE
566,beginning,activation,29,TRUE
567,beginning,attack,29,TRUE
568,beginning,constitution,29,TRUE
569,constitution,collectivization,29,TRUE
570,constitution,colonization,29,TRUE
571,colonization,population,29,TRUE
572,constitution,communization,29,TRUE
573,constitution,federation,29,TRUE
574,constitution,unionization,29,TRUE
575,beginning,face-off,29,TRUE
576,beginning,first_step,29,TRUE
577,first_step,curtain_raiser,29,TRUE
578,first_step,first_base,29,TRUE
579,first_step,peace_initiative,29,TRUE
580,beginning,groundbreaking,29,TRUE
581,beginning,housing_start,29,TRUE
582,beginning,icebreaker,29,TRUE
583,beginning,inauguration,29,TRUE
584,beginning,initiation,29,TRUE
585,initiation,authorship,29,TRUE
586,beginning,installation,29,TRUE
587,beginning,introduction,29,TRUE
588,introduction,induction,29,TRUE
589,induction,hypnogenesis,29,TRUE
590,induction,induction_of_labor,29,TRUE
591,introduction,naturalization,29,TRUE
592,introduction,product_introduction,29,TRUE
593,introduction,ushering_in,29,TRUE
594,beginning,jump_ball,29,TRUE
595,jump_ball,tip-off,29,TRUE
596,beginning,kickoff,29,TRUE
597,beginning,resumption,29,TRUE
598,beginning,scrum,29,TRUE
599,beginning,springboard,29,TRUE
600,beginning,startup,29,TRUE
601,repair,band_aid,30,TRUE
602,repair,care,30,TRUE
603,care,camera_care,30,TRUE
604,care,car_care,30,TRUE
605,car_care,oil_change,30,TRUE
606,care,overhaul,30,TRUE
607,overhaul,interim_overhaul,30,TRUE
608,care,pump_priming,30,TRUE
609,care,scheduled_maintenance,30,TRUE
610,care,steam_fitting,30,TRUE
611,repair,darning,30,TRUE
612,repair,patching,30,TRUE
613,repair,reconstruction,30,TRUE
614,reconstruction,makeover,30,TRUE
615,reconstruction,re-formation,30,TRUE
616,reconstruction,reassembly,30,TRUE
617,reassembly,anastylosis,30,TRUE
618,reconstruction,rebuilding,30,TRUE
619,repair,restitution,30,TRUE
620,repair,restoration,30,TRUE
621,restoration,gentrification,30,TRUE
622,restoration,re-establishment,30,TRUE
623,restoration,reclamation,30,TRUE
624,reclamation,reforestation,30,TRUE
625,reclamation,urban_renewal,30,TRUE
626,restoration,rehabilitation,30,TRUE
627,rehabilitation,correctional_rehabilitation,30,TRUE
628,rehabilitation,physical_rehabilitation,30,TRUE
629,rehabilitation,vocational_rehabilitation,30,TRUE
630,restoration,reinstatement,30,TRUE
631,restoration,rejuvenation,30,TRUE
632,rejuvenation,refreshment,30,TRUE
633,irrigation,douche,31,TRUE
634,irrigation,enema,31,TRUE
635,enema,barium_enema,31,TRUE
636,enema,colonic_irrigation,31,TRUE
637,colonic_irrigation,high_colonic,31,TRUE
638,irrigation,eyedrop,31,TRUE
639,eyedrop,adrenergic_agonist_eyedrop,31,TRUE
640,eyedrop,beta_blocker_eyedrop,31,TRUE
641,eyedrop,miotic_eyedrop,31,TRUE
642,eyedrop,topical_prostaglandin_eyedrop,31,TRUE
643,irrigation,lavage,31,TRUE
644,lavage,gastric_lavage,31,TRUE
645,wash,ablution,32,TRUE
646,wash,dishwashing,32,TRUE
647,wash,laundering,32,TRUE
648,wash,rinse,32,TRUE
649,wash,soak,32,TRUE
650,wash,washing-up,32,TRUE
651,wash,washup,32,TRUE
652,washup,bath,32,TRUE
653,bath,bubble_bath,32,TRUE
654,bath,mikvah,32,TRUE
655,bath,mud_bath,32,TRUE
656,washup,shower,32,TRUE
657,washup,sponge_bath,32,TRUE
658,washup,Turkish_bath,32,TRUE
659,wash,window-washing,32,TRUE
660,employment,coaching,33,TRUE
661,employment,engagement,33,TRUE
662,engagement,gig,33,TRUE
663,employment,ministry,33,TRUE
664,employment,paper_route,33,TRUE
665,employment,piecework,33,TRUE
666,employment,public_service,33,TRUE
667,public_service,minister,33,TRUE
668,minister,cabinet_minister,33,TRUE
669,employment,seafaring,33,TRUE
670,seafaring,cabotage,33,TRUE
671,employment,service,33,TRUE
672,employment,services,33,TRUE
673,employment,telecommuting,33,TRUE
674,employment,workload,33,TRUE
675,workload,case_load,33,TRUE
676,air_travel,flight,34,TRUE
677,flight,acrobatics,34,TRUE
678,acrobatics,tailspin,34,TRUE
679,flight,ballooning,34,TRUE
680,flight,blind_flying,34,TRUE
681,flight,flyover,34,TRUE
682,flight,glide,34,TRUE
683,glide,hang_gliding,34,TRUE
684,glide,parasailing,34,TRUE
685,flight,maiden_flight,34,TRUE
686,flight,overflight,34,TRUE
687,flight,pass,34,TRUE
688,flight,solo,34,TRUE
689,flight,sortie,34,TRUE
690,flight,terrain_flight,34,TRUE
691,size,circumference,35,TRUE
692,circumference,girth,35,TRUE
693,girth,spread,35,TRUE
694,size,distance,35,TRUE
695,distance,altitude,35,TRUE
696,distance,arm's_length,35,TRUE
697,distance,gauge,35,TRUE
698,gauge,broad_gauge,35,TRUE
699,gauge,narrow_gauge,35,TRUE
700,gauge,standard_gauge,35,TRUE
701,distance,leg,35,TRUE
702,distance,light_time,35,TRUE
703,distance,skip_distance,35,TRUE
704,distance,wingspan,35,TRUE
705,distance,wingspread,35,TRUE
706,size,largeness,35,TRUE
707,largeness,ampleness,35,TRUE
708,largeness,bulkiness,35,TRUE
709,largeness,capaciousness,35,TRUE
710,capaciousness,airiness,35,TRUE
711,capaciousness,seating_capacity,35,TRUE
712,largeness,enormousness,35,TRUE
713,enormousness,enormity,35,TRUE
714,largeness,fullness,35,TRUE
715,largeness,gigantism,35,TRUE
716,size,smallness,35,TRUE
717,smallness,delicacy,35,TRUE
718,smallness,diminutiveness,35,TRUE
719,smallness,dwarfishness,35,TRUE
720,smallness,grain,35,TRUE
721,smallness,puniness,35,TRUE
722,transportation,airlift,36,TRUE
723,transportation,carry,36,TRUE
724,carry,fireman's_carry,36,TRUE
725,carry,packing,36,TRUE
726,carry,piggyback,36,TRUE
727,carry,portage,36,TRUE
728,carry,porterage,36,TRUE
729,transportation,connection,36,TRUE
730,transportation,delivery,36,TRUE
731,delivery,airdrop,36,TRUE
732,delivery,consignment,36,TRUE
733,delivery,passage,36,TRUE
734,passage,relay,36,TRUE
735,delivery,post,36,TRUE
736,delivery,service,36,TRUE
737,transportation,drive,36,TRUE
738,drive,cattle_drive,36,TRUE
739,transportation,lighterage,36,TRUE
740,transportation,resettlement,36,TRUE
741,transportation,teleportation,36,TRUE
742,transportation,transshipment,36,TRUE
743,insertion,cannulation,37,TRUE
744,insertion,enclosure,37,TRUE
745,enclosure,encasement,37,TRUE
746,enclosure,packing,37,TRUE
747,packing,bundling,37,TRUE
748,insertion,injection,37,TRUE
749,injection,epidural_injection,37,TRUE
750,insertion,instillation,37,TRUE
751,instillation,infusion,37,TRUE
752,insertion,perfusion,37,TRUE
753,insertion,transfusion,37,TRUE
754,transfusion,exchange_transfusion,37,TRUE
755,rise,climb,38,TRUE
756,climb,clamber,38,TRUE
757,climb,mountain_climbing,38,TRUE
758,mountain_climbing,Alpinism,38,TRUE
759,climb,rock_climbing,38,TRUE
760,climb,scaling,38,TRUE
761,scaling,escalade,38,TRUE
762,rise,heave,38,TRUE
763,rise,levitation,38,TRUE
764,rise,soar,38,TRUE
765,change_of_course,tack,39,TRUE
766,change_of_course,turn,39,TRUE
767,turn,diversion,39,TRUE
768,diversion,red_herring,39,TRUE
769,turn,kick_turn,39,TRUE
770,turn,left,39,TRUE
771,turn,right,39,TRUE
