,Unnamed: 0.1,Unnamed: 0,parent_x,child_x,group_x,flag,predict,label,compare,parent_y,child_y,weight,group_y
167,13036,13036,influenza,swine_influenza,656,True,0.7226239188054976,1,influenzaswine_influenza656,influenza,swine_influenza,0.9033472537994385,656.0
168,13037,13037,respiratory_disease,interstitial_pneumonia,656,True,0.8201449434761694,1,respiratory_diseaseinterstitial_pneumonia656,respiratory_disease,interstitial_pneumonia,0.9485384225845337,656.0
169,13038,13038,respiratory_disease,pneumoconiosis,656,True,0.7943886354992789,1,respiratory_diseasepneumoconiosis656,respiratory_disease,pneumoconiosis,0.908444344997406,656.0
170,13039,13039,pneumoconiosis,anthracosis,656,True,0.2570980960989069,1,pneumoconiosisanthracosis656,pneumoconiosis,anthracosis,0.1378425806760788,656.0
171,13040,13040,pneumoconiosis,asbestosis,656,True,0.2421289164108714,1,pneumoconiosisasbestosis656,,,,
172,13041,13041,pneumoconiosis,siderosis,656,True,0.2301099631574638,1,pneumoconiosissiderosis656,,,,
173,13042,13042,pneumoconiosis,silicosis,656,True,0.2692838997672624,1,pneumoconiosissilicosis656,,,,
174,13043,13043,respiratory_disease,pneumonia,656,True,0.8396541316969423,1,respiratory_diseasepneumonia656,respiratory_disease,pneumonia,0.9197778701782227,656.0
175,13044,13044,pneumonia,bronchopneumonia,656,True,0.5514410594755087,1,pneumoniabronchopneumonia656,pneumonia,bronchopneumonia,0.6519340872764587,656.0
176,13045,13045,bronchopneumonia,aspiration_pneumonia,656,True,0.2458454748465073,1,bronchopneumoniaaspiration_pneumonia656,,,,
177,13046,13046,pneumonia,lobar_pneumonia,656,True,0.6349486961578961,1,pneumonialobar_pneumonia656,pneumonia,lobar_pneumonia,0.9065148234367371,656.0
178,13047,13047,lobar_pneumonia,double_pneumonia,656,True,0.250987243427858,1,lobar_pneumoniadouble_pneumonia656,,,,
179,13048,13048,lobar_pneumonia,Legionnaires'_disease,656,True,0.1540882303849172,1,lobar_pneumoniaLegionnaires'_disease656,,,,
180,13049,13049,pneumonia,pleuropneumonia,656,True,0.6110102568566397,1,pneumoniapleuropneumonia656,pneumonia,pleuropneumonia,0.7838843464851379,656.0
181,13050,13050,pneumonia,pneumococcal_pneumonia,656,True,0.6299908242635488,1,pneumoniapneumococcal_pneumonia656,pneumonia,pneumococcal_pneumonia,0.9333208799362183,656.0
182,13051,13051,pneumonia,pneumocytosis,656,True,0.4632198965427802,1,pneumoniapneumocytosis656,pneumonia,pneumocytosis,0.2737719714641571,656.0
183,13052,13052,pneumonia,viral_pneumonia,656,True,0.6805599291472065,1,pneumoniaviral_pneumonia656,pneumonia,viral_pneumonia,0.9314426779747009,656.0
184,13053,13053,respiratory_disease,respiratory_distress_syndrome,656,True,0.8240998796800963,1,respiratory_diseaserespiratory_distress_syndrome656,respiratory_disease,respiratory_distress_syndrome,0.9441800117492676,656.0
185,13054,13054,respiratory_disease,severe_acute_respiratory_syndrome,656,True,0.9216842448988832,1,respiratory_diseasesevere_acute_respiratory_syndrome656,respiratory_disease,severe_acute_respiratory_syndrome,0.9533499479293823,656.0
186,13055,13055,respiratory_disease,whooping_cough,656,True,0.8576880406982719,1,respiratory_diseasewhooping_cough656,respiratory_disease,whooping_cough,0.9259845614433289,656.0
187,13056,13056,brain_disorder,acataphasia,657,True,0.4649494645315331,1,brain_disorderacataphasia657,brain_disorder,acataphasia,0.8592520356178284,657.0
188,13057,13057,brain_disorder,agnosia,657,True,0.5392333311306451,1,brain_disorderagnosia657,brain_disorder,agnosia,0.9021288156509399,657.0
189,13058,13058,agnosia,astereognosis,657,True,0.1913082681002643,1,agnosiaastereognosis657,,,,
190,13059,13059,agnosia,auditory_agnosia,657,True,0.5505714445670815,1,agnosiaauditory_agnosia657,agnosia,auditory_agnosia,0.8877395391464233,657.0
191,13060,13060,agnosia,visual_agnosia,657,True,0.4286049192948694,1,agnosiavisual_agnosia657,agnosia,visual_agnosia,0.8234816789627075,657.0
192,13061,13061,brain_disorder,agraphia,657,True,0.5049707192345848,1,brain_disorderagraphia657,brain_disorder,agraphia,0.9057967066764832,657.0
193,13062,13062,brain_disorder,aphasia,657,True,0.6508889096642801,1,brain_disorderaphasia657,brain_disorder,aphasia,0.9305344223976135,657.0
194,13063,13063,aphasia,auditory_aphasia,657,True,0.6528005845665824,1,aphasiaauditory_aphasia657,aphasia,auditory_aphasia,0.9391850233078003,657.0
195,13064,13064,aphasia,conduction_aphasia,657,True,0.5936397228721342,1,aphasiaconduction_aphasia657,aphasia,conduction_aphasia,0.9156822562217712,657.0
196,13065,13065,aphasia,global_aphasia,657,True,0.5969544741876381,1,aphasiaglobal_aphasia657,aphasia,global_aphasia,0.9451597929000854,657.0
197,13066,13066,aphasia,motor_aphasia,657,True,0.5489785598147379,1,aphasiamotor_aphasia657,aphasia,motor_aphasia,0.9248993992805481,657.0
198,13067,13067,aphasia,nominal_aphasia,657,True,0.5256325070801213,1,aphasianominal_aphasia657,aphasia,nominal_aphasia,0.9232125282287598,657.0
199,13068,13068,aphasia,transcortical_aphasia,657,True,0.6020148979789447,1,aphasiatranscortical_aphasia657,aphasia,transcortical_aphasia,0.9411998987197876,657.0
200,13069,13069,aphasia,visual_aphasia,657,True,0.5989418414300534,1,aphasiavisual_aphasia657,aphasia,visual_aphasia,0.9292837381362915,657.0
201,13070,13070,aphasia,Wernicke's_aphasia,657,True,0.5986799861600447,1,aphasiaWernicke's_aphasia657,aphasia,Wernicke's_aphasia,0.9587893486022949,657.0
202,13071,13071,brain_disorder,apraxia,657,True,0.5449254538108663,1,brain_disorderapraxia657,brain_disorder,apraxia,0.8988295197486877,657.0
203,13072,13072,brain_disorder,cerebral_palsy,657,True,0.660503458449259,1,brain_disordercerebral_palsy657,brain_disorder,cerebral_palsy,0.905282735824585,657.0
