,parent_x,child_x,group_x,type,compare,parent_y,child_y,weight,group_y
68,cannon,rerebrace,651,test,cannonrerebrace651,cannon,rerebrace,0.5469574332237244,651.0
69,cannon,vambrace,651,test,cannonvambrace651,cannon,vambrace,0.6087353825569153,651.0
70,breastplate,plastron,651,test,breastplateplastron651,,,,
71,helmet,morion,651,test,helmetmorion651,helmet,morion,0.5370483994483948,651.0
72,helmet,armet,651,test,helmetarmet651,helmet,armet,0.623654305934906,651.0
73,helmet,heaume,651,test,helmetheaume651,helmet,heaume,0.515633225440979,651.0
74,helmet,casque,651,test,helmetcasque651,helmet,casque,0.5915926694869995,651.0
75,helmet,basinet,651,test,helmetbasinet651,helmet,basinet,0.435654878616333,651.0
76,helmet,pickelhaube,651,test,helmetpickelhaube651,helmet,pickelhaube,0.6096184849739075,651.0
77,helmet,sallet,651,test,helmetsallet651,helmet,sallet,0.49112895131111145,651.0
78,casque,casquet,651,test,casquecasquet651,,,,
79,ascomycete,discomycete,652,test,ascomycetediscomycete652,ascomycete,discomycete,0.6571222543716431,652.0
80,ascomycete,Geglossaceae,652,test,ascomyceteGeglossaceae652,ascomycete,Geglossaceae,0.8154852986335754,652.0
81,ascomycete,Sarcosomataceae,652,test,ascomyceteSarcosomataceae652,ascomycete,Sarcosomataceae,0.806291401386261,652.0
82,ascomycete,Clavicipitaceae,652,test,ascomyceteClavicipitaceae652,ascomycete,Clavicipitaceae,0.8163991570472717,652.0
83,discomycete,Mitrula_elegans,652,test,discomyceteMitrula_elegans652,discomycete,Mitrula_elegans,0.555790364742279,652.0
84,discomycete,Sarcoscypha_coccinea,652,test,discomyceteSarcoscypha_coccinea652,discomycete,Sarcoscypha_coccinea,0.5337415933609009,652.0
85,discomycete,blood_cup,652,test,discomyceteblood_cup652,,,,
86,discomycete,Caloscypha_fulgens,652,test,discomyceteCaloscypha_fulgens652,discomycete,Caloscypha_fulgens,0.577456533908844,652.0
87,discomycete,Leotia_lubrica,652,test,discomyceteLeotia_lubrica652,discomycete,Leotia_lubrica,0.5834965109825134,652.0
88,discomycete,Peziza_domicilina,652,test,discomycetePeziza_domicilina652,discomycete,Peziza_domicilina,0.4297018349170685,652.0
89,discomycete,Aleuria_aurantia,652,test,discomyceteAleuria_aurantia652,discomycete,Aleuria_aurantia,0.521022379398346,652.0
90,discomycete,Jafnea_semitosta,652,test,discomyceteJafnea_semitosta652,discomycete,Jafnea_semitosta,0.20485830307006836,652.0
91,discomycete,Urnula_craterium,652,test,discomyceteUrnula_craterium652,discomycete,Urnula_craterium,0.2951241135597229,652.0
92,discomycete,Galiella_rufa,652,test,discomyceteGaliella_rufa652,discomycete,Galiella_rufa,0.2906511425971985,652.0
93,Sarcosomataceae,black_felt_cup,652,test,Sarcosomataceaeblack_felt_cup652,Sarcosomataceae,black_felt_cup,0.27861547470092773,652.0
94,Sarcosomataceae,devil's_urn,652,test,Sarcosomataceaedevil's_urn652,Sarcosomataceae,devil's_urn,0.2981986105442047,652.0
95,Sarcosomataceae,winter_urn,652,test,Sarcosomataceaewinter_urn652,Sarcosomataceae,winter_urn,0.3490660786628723,652.0
96,Sarcosomataceae,charred_pancake_cup,652,test,Sarcosomataceaecharred_pancake_cup652,Sarcosomataceae,charred_pancake_cup,0.19603228569030762,652.0
97,Sarcosomataceae,devil's_cigar,652,test,Sarcosomataceaedevil's_cigar652,Sarcosomataceae,devil's_cigar,0.30896905064582825,652.0
98,Sarcosomataceae,Rufous_rubber_cup,652,test,SarcosomataceaeRufous_rubber_cup652,Sarcosomataceae,Rufous_rubber_cup,0.32396599650382996,652.0
99,Clavicipitaceae,grainy_club,652,test,Clavicipitaceaegrainy_club652,Clavicipitaceae,grainy_club,0.45548203587532043,652.0
100,grainy_club,soldier_grainy_club,652,test,grainy_clubsoldier_grainy_club652,grainy_club,soldier_grainy_club,0.6208552718162537,652.0
101,teaching,lecture,653,test,teachinglecture653,teaching,lecture,0.8467810750007629,653.0
102,teaching,tutelage,653,test,teachingtutelage653,teaching,tutelage,0.9463819265365601,653.0
103,teaching,schooling,653,test,teachingschooling653,teaching,schooling,0.8677231073379517,653.0
104,teaching,sleep-learning,653,test,teachingsleep-learning653,teaching,sleep-learning,0.7892894744873047,653.0
105,teaching,language_teaching,653,test,teachinglanguage_teaching653,teaching,language_teaching,0.9417106509208679,653.0
106,teaching,lesson,653,test,teachinglesson653,teaching,lesson,0.8747017979621887,653.0
107,teaching,teaching_reading,653,test,teachingteaching_reading653,teaching,teaching_reading,0.7227268218994141,653.0
108,teaching,indoctrination,653,test,teachingindoctrination653,teaching,indoctrination,0.7294929623603821,653.0
109,teaching,catechetical_instruction,653,test,teachingcatechetical_instruction653,teaching,catechetical_instruction,0.8852820992469788,653.0
110,teaching,catechesis,653,test,teachingcatechesis653,teaching,catechesis,0.6126369833946228,653.0
111,teaching,spoonfeeding,653,test,teachingspoonfeeding653,teaching,spoonfeeding,0.6512324213981628,653.0
112,lecture,talk,653,test,lecturetalk653,lecture,talk,0.4173647463321686,653.0
113,talk,chalk_talk,653,test,talkchalk_talk653,talk,chalk_talk,0.9831899404525757,653.0
114,lesson,golf_lesson,653,test,lessongolf_lesson653,lesson,golf_lesson,0.9602381587028503,653.0
115,lesson,music_lesson,653,test,lessonmusic_lesson653,lesson,music_lesson,0.9589652419090271,653.0
116,lesson,dance_lesson,653,test,lessondance_lesson653,lesson,dance_lesson,0.9353494048118591,653.0
117,lesson,language_lesson,653,test,lessonlanguage_lesson653,lesson,language_lesson,0.9644526839256287,653.0
118,lesson,tennis_lesson,653,test,lessontennis_lesson653,lesson,tennis_lesson,0.9438197612762451,653.0
119,music_lesson,violin_lesson,653,test,music_lessonviolin_lesson653,music_lesson,violin_lesson,0.7292094230651855,653.0
120,music_lesson,piano_lesson,653,test,music_lessonpiano_lesson653,music_lesson,piano_lesson,0.7004181742668152,653.0
121,language_lesson,German_lesson,653,test,language_lessonGerman_lesson653,language_lesson,German_lesson,0.5973787307739258,653.0
122,language_lesson,Hebrew_lesson,653,test,language_lessonHebrew_lesson653,language_lesson,Hebrew_lesson,0.5252341628074646,653.0
123,language_lesson,French_lesson,653,test,language_lessonFrench_lesson653,language_lesson,French_lesson,0.6301625370979309,653.0
124,teaching_reading,phonics,653,test,teaching_readingphonics653,teaching_reading,phonics,0.7948688864707947,653.0
125,teaching_reading,whole-word_method,653,test,teaching_readingwhole-word_method653,teaching_reading,whole-word_method,0.6703201532363892,653.0
126,indoctrination,inculcation,653,test,indoctrinationinculcation653,indoctrination,inculcation,0.581375241279602,653.0
127,indoctrination,brainwashing,653,test,indoctrinationbrainwashing653,indoctrination,brainwashing,0.6062358021736145,653.0
128,therapist,psychotherapist,654,test,therapistpsychotherapist654,therapist,psychotherapist,0.9778243899345398,654.0
129,therapist,electrotherapist,654,test,therapistelectrotherapist654,therapist,electrotherapist,0.977103590965271,654.0
130,therapist,speech_therapist,654,test,therapistspeech_therapist654,therapist,speech_therapist,0.9884305000305176,654.0
131,therapist,curandera,654,test,therapistcurandera654,therapist,curandera,0.8428647518157959,654.0
132,therapist,sangoma,654,test,therapistsangoma654,therapist,sangoma,0.9159137010574341,654.0
133,therapist,osteopath,654,test,therapistosteopath654,therapist,osteopath,0.933402955532074,654.0
134,therapist,herbalist,654,test,therapistherbalist654,therapist,herbalist,0.8295408487319946,654.0
135,therapist,naprapath,654,test,therapistnaprapath654,therapist,naprapath,0.9507571458816528,654.0
136,therapist,physical_therapist,654,test,therapistphysical_therapist654,therapist,physical_therapist,0.9882159233093262,654.0
137,therapist,alleviator,654,test,therapistalleviator654,therapist,alleviator,0.9447401165962219,654.0
138,therapist,curandero,654,test,therapistcurandero654,therapist,curandero,0.9162719249725342,654.0
139,therapist,naturopath,654,test,therapistnaturopath654,therapist,naturopath,0.9300893545150757,654.0
140,therapist,chiropractor,654,test,therapistchiropractor654,therapist,chiropractor,0.8245862126350403,654.0
141,psychotherapist,Coue,654,test,psychotherapistCoue654,psychotherapist,Coue,0.9000692963600159,654.0
142,physical_therapist,massager,654,test,physical_therapistmassager654,physical_therapist,massager,0.7143113017082214,654.0
143,massager,masseuse,654,test,massagermasseuse654,massager,masseuse,0.3694162964820862,654.0
144,massager,masseur,654,test,massagermasseur654,massager,masseur,0.5905075073242188,654.0
145,heraldry,coat_of_arms,655,test,heraldrycoat_of_arms655,heraldry,coat_of_arms,0.7154423594474792,655.0
146,heraldry,charge,655,test,heraldrycharge655,heraldry,charge,0.38095158338546753,655.0
147,coat_of_arms,quartering,655,test,coat_of_armsquartering655,,,,
148,charge,annulet,655,test,chargeannulet655,charge,annulet,0.9128383994102478,655.0
149,charge,ordinary,655,test,chargeordinary655,charge,ordinary,0.8879122734069824,655.0
150,charge,chevron,655,test,chargechevron655,charge,chevron,0.9156691431999207,655.0
151,charge,fleur-de-lis,655,test,chargefleur-de-lis655,charge,fleur-de-lis,0.8054860234260559,655.0
152,ordinary,bar_sinister,655,test,ordinarybar_sinister655,ordinary,bar_sinister,0.622369110584259,655.0
153,ordinary,fesse,655,test,ordinaryfesse655,ordinary,fesse,0.7413831949234009,655.0
154,ordinary,bend,655,test,ordinarybend655,ordinary,bend,0.8110753297805786,655.0
155,church,Unification_Church,656,test,churchUnification_Church656,church,Unification_Church,0.982830286026001,656.0
156,church,Catholic_Church,656,test,churchCatholic_Church656,church,Catholic_Church,0.9941006302833557,656.0
157,church,Nestorian_Church,656,test,churchNestorian_Church656,church,Nestorian_Church,0.9870024919509888,656.0
158,church,Coptic_Church,656,test,churchCoptic_Church656,church,Coptic_Church,0.9816935658454895,656.0
159,church,Armenian_Church,656,test,churchArmenian_Church656,church,Armenian_Church,0.9830054640769958,656.0
160,church,Protestant_Church,656,test,churchProtestant_Church656,church,Protestant_Church,0.9933872818946838,656.0
161,Catholic_Church,Roman_Catholic,656,test,Catholic_ChurchRoman_Catholic656,Catholic_Church,Roman_Catholic,0.8473522663116455,656.0
162,Catholic_Church,Orthodox_Church,656,test,Catholic_ChurchOrthodox_Church656,Catholic_Church,Orthodox_Church,0.38343435525894165,656.0
163,Catholic_Church,Eastern_Church,656,test,Catholic_ChurchEastern_Church656,,,,
164,Catholic_Church,Uniat_Church,656,test,Catholic_ChurchUniat_Church656,,,,
165,Catholic_Church,Old_Catholic_Church,656,test,Catholic_ChurchOld_Catholic_Church656,Catholic_Church,Old_Catholic_Church,0.7975174188613892,656.0
166,Orthodox_Church,Greek_Orthodox_Church,656,test,Orthodox_ChurchGreek_Orthodox_Church656,Orthodox_Church,Greek_Orthodox_Church,0.8897948861122131,656.0
167,Orthodox_Church,Russian_Orthodox_Church,656,test,Orthodox_ChurchRussian_Orthodox_Church656,Orthodox_Church,Russian_Orthodox_Church,0.9538017511367798,656.0
168,Protestant_Church,Pentecostal_religion,656,test,Protestant_ChurchPentecostal_religion656,Protestant_Church,Pentecostal_religion,0.7613481283187866,656.0
169,cutlery,Spork,657,test,cutlerySpork657,cutlery,Spork,0.8162087798118591,657.0
170,cutlery,table_knife,657,test,cutlerytable_knife657,cutlery,table_knife,0.9228366017341614,657.0
171,cutlery,spoon,657,test,cutleryspoon657,cutlery,spoon,0.7443554997444153,657.0
172,cutlery,fork,657,test,cutleryfork657,cutlery,fork,0.7478780746459961,657.0
173,table_knife,case_knife,657,test,table_knifecase_knife657,table_knife,case_knife,0.250094473361969,657.0
174,table_knife,steak_knife,657,test,table_knifesteak_knife657,table_knife,steak_knife,0.4127448797225952,657.0
175,table_knife,butter_knife,657,test,table_knifebutter_knife657,,,,
176,table_knife,fish_knife,657,test,table_knifefish_knife657,table_knife,fish_knife,0.5734009146690369,657.0
177,spoon,teaspoon,657,test,spoonteaspoon657,spoon,teaspoon,0.6232468485832214,657.0
178,spoon,soupspoon,657,test,spoonsoupspoon657,spoon,soupspoon,0.9412686824798584,657.0
179,spoon,sugar_spoon,657,test,spoonsugar_spoon657,spoon,sugar_spoon,0.9411817789077759,657.0
180,spoon,dessert_spoon,657,test,spoondessert_spoon657,spoon,dessert_spoon,0.9674860239028931,657.0
181,spoon,runcible_spoon,657,test,spoonruncible_spoon657,spoon,runcible_spoon,0.9811237454414368,657.0
182,spoon,tea_maker,657,test,spoontea_maker657,spoon,tea_maker,0.3706384301185608,657.0
183,spoon,wooden_spoon,657,test,spoonwooden_spoon657,spoon,wooden_spoon,0.9358559846878052,657.0
184,spoon,tablespoon,657,test,spoontablespoon657,spoon,tablespoon,0.5158980488777161,657.0
185,teaspoon,iced-tea_spoon,657,test,teaspooniced-tea_spoon657,teaspoon,iced-tea_spoon,0.5934147238731384,657.0
186,fork,salad_fork,657,test,forksalad_fork657,fork,salad_fork,0.9798526763916016,657.0
187,fork,tablefork,657,test,forktablefork657,fork,tablefork,0.9781073927879333,657.0
188,fork,carving_fork,657,test,forkcarving_fork657,fork,carving_fork,0.9707216024398804,657.0
189,fork,toasting_fork,657,test,forktoasting_fork657,fork,toasting_fork,0.9700776934623718,657.0
190,tune,leitmotiv,658,test,tuneleitmotiv658,tune,leitmotiv,0.7018693685531616,658.0
191,tune,theme_song,658,test,tunetheme_song658,tune,theme_song,0.7062408924102783,658.0
192,tune,roulade,658,test,tuneroulade658,tune,roulade,0.6860036849975586,658.0
193,tune,theme,658,test,tunetheme658,tune,theme,0.5319983959197998,658.0
194,tune,glissando,658,test,tuneglissando658,,,,
195,tune,part,658,test,tunepart658,tune,part,0.5799426436424255,658.0
196,tune,flourish,658,test,tuneflourish658,tune,flourish,0.6058498024940491,658.0
197,tune,signature,658,test,tunesignature658,tune,signature,0.4917847216129303,658.0
198,theme,motif,658,test,thememotif658,theme,motif,0.7759952545166016,658.0
199,theme,variation,658,test,themevariation658,theme,variation,0.6187677383422852,658.0
200,theme,statement,658,test,themestatement658,theme,statement,0.4734609127044678,658.0
201,motif,obbligato,658,test,motifobbligato658,,,,
202,variation,partita,658,test,variationpartita658,variation,partita,0.8922972679138184,658.0
203,variation,inversion,658,test,variationinversion658,,,,
204,statement,augmentation,658,test,statementaugmentation658,statement,augmentation,0.9643070101737976,658.0
205,statement,diminution,658,test,statementdiminution658,statement,diminution,0.9490993618965149,658.0
206,glissando,swoop,658,test,glissandoswoop658,glissando,swoop,0.05912412703037262,658.0
207,part,bass,658,test,partbass658,part,bass,0.9373482465744019,658.0
208,part,accompaniment,658,test,partaccompaniment658,part,accompaniment,0.8158591389656067,658.0
209,part,primo,658,test,partprimo658,part,primo,0.9040749669075012,658.0
210,part,secondo,658,test,partsecondo658,part,secondo,0.9289807677268982,658.0
211,part,voice_part,658,test,partvoice_part658,part,voice_part,0.9712536334991455,658.0
212,bass,ground_bass,658,test,bassground_bass658,bass,ground_bass,0.8842733502388,658.0
213,bass,figured_bass,658,test,bassfigured_bass658,,,,
214,accompaniment,descant,658,test,accompanimentdescant658,accompaniment,descant,0.578853964805603,658.0
215,accompaniment,vamp,658,test,accompanimentvamp658,accompaniment,vamp,0.5442574620246887,658.0
216,voice_part,canto,658,test,voice_partcanto658,voice_part,canto,0.21406875550746918,658.0
217,organ_pipe,reed_pipe,659,test,organ_pipereed_pipe659,organ_pipe,reed_pipe,0.6034635305404663,659.0
218,organ_pipe,organ_stop,659,test,organ_pipeorgan_stop659,organ_pipe,organ_stop,0.4511168599128723,659.0
219,organ_pipe,flue_pipe,659,test,organ_pipeflue_pipe659,organ_pipe,flue_pipe,0.47181573510169983,659.0
220,organ_stop,sourdine,659,test,organ_stopsourdine659,organ_stop,sourdine,0.14328467845916748,659.0
221,organ_stop,vox_angelica,659,test,organ_stopvox_angelica659,organ_stop,vox_angelica,0.11661025881767273,659.0
222,organ_stop,reed_stop,659,test,organ_stopreed_stop659,organ_stop,reed_stop,0.2816212773323059,659.0
223,organ_stop,flue_stop,659,test,organ_stopflue_stop659,organ_stop,flue_stop,0.24623923003673553,659.0
224,organ_stop,dulciana,659,test,organ_stopdulciana659,organ_stop,dulciana,0.16663460433483124,659.0
225,organ_stop,diapason,659,test,organ_stopdiapason659,organ_stop,diapason,0.18476825952529907,659.0
226,reed_stop,vox_humana,659,test,reed_stopvox_humana659,reed_stop,vox_humana,0.0484454408288002,659.0
227,collapse,algidity,660,test,collapsealgidity660,collapse,algidity,0.4413983225822449,660.0
228,collapse,shock,660,test,collapseshock660,collapse,shock,0.3420705795288086,660.0
229,collapse,heatstroke,660,test,collapseheatstroke660,collapse,heatstroke,0.6362247467041016,660.0
230,collapse,breakdown,660,test,collapsebreakdown660,collapse,breakdown,0.4536389112472534,660.0
231,shock,hypovolemic_shock,660,test,shockhypovolemic_shock660,shock,hypovolemic_shock,0.985009491443634,660.0
232,shock,obstructive_shock,660,test,shockobstructive_shock660,shock,obstructive_shock,0.975339949131012,660.0
233,shock,distributive_shock,660,test,shockdistributive_shock660,shock,distributive_shock,0.9420609474182129,660.0
234,shock,insulin_shock,660,test,shockinsulin_shock660,shock,insulin_shock,0.9820253849029541,660.0
235,shock,cardiogenic_shock,660,test,shockcardiogenic_shock660,shock,cardiogenic_shock,0.9890487194061279,660.0
236,heatstroke,heat_exhaustion,660,test,heatstrokeheat_exhaustion660,heatstroke,heat_exhaustion,0.4134921431541443,660.0
237,heatstroke,sunstroke,660,test,heatstrokesunstroke660,heatstroke,sunstroke,0.4239653944969177,660.0
238,breakdown,nervous_breakdown,660,test,breakdownnervous_breakdown660,breakdown,nervous_breakdown,0.9360167980194092,660.0
239,nervous_breakdown,nervous_exhaustion,660,test,nervous_breakdownnervous_exhaustion660,nervous_breakdown,nervous_exhaustion,0.20876866579055786,660.0
240,nervous_breakdown,neurasthenia,660,test,nervous_breakdownneurasthenia660,nervous_breakdown,neurasthenia,0.4131210446357727,660.0
241,calculator,hand_calculator,661,test,calculatorhand_calculator661,calculator,hand_calculator,0.9737476110458374,661.0
242,calculator,quipu,661,test,calculatorquipu661,calculator,quipu,0.8178707361221313,661.0
243,calculator,adding_machine,661,test,calculatoradding_machine661,calculator,adding_machine,0.4827866852283478,661.0
244,calculator,Napier's_bones,661,test,calculatorNapier's_bones661,calculator,Napier's_bones,0.4085027873516083,661.0
245,calculator,adder,661,test,calculatoradder661,calculator,adder,0.7427557706832886,661.0
246,calculator,counter,661,test,calculatorcounter661,calculator,counter,0.6828576326370239,661.0
247,calculator,subtracter,661,test,calculatorsubtracter661,calculator,subtracter,0.6704350113868713,661.0
248,calculator,abacus,661,test,calculatorabacus661,calculator,abacus,0.8190433979034424,661.0
249,counter,pulse_counter,661,test,counterpulse_counter661,counter,pulse_counter,0.8860531449317932,661.0
250,pulse_counter,scaler,661,test,pulse_counterscaler661,pulse_counter,scaler,0.17833687365055084,661.0
251,prosthesis,implant,662,test,prosthesisimplant662,prosthesis,implant,0.7700985670089722,662.0
252,prosthesis,glass_eye,662,test,prosthesisglass_eye662,prosthesis,glass_eye,0.6381917595863342,662.0
253,prosthesis,peg,662,test,prosthesispeg662,prosthesis,peg,0.8550884127616882,662.0
254,prosthesis,obturator,662,test,prosthesisobturator662,prosthesis,obturator,0.9115921854972839,662.0
255,implant,penile_implant,662,test,implantpenile_implant662,implant,penile_implant,0.9764934778213501,662.0
256,implant,shunt,662,test,implantshunt662,implant,shunt,0.512055516242981,662.0
257,implant,breast_implant,662,test,implantbreast_implant662,implant,breast_implant,0.9597083330154419,662.0
258,implant,dental_implant,662,test,implantdental_implant662,implant,dental_implant,0.9246355295181274,662.0
259,implant,artificial_heart,662,test,implantartificial_heart662,implant,artificial_heart,0.7551381587982178,662.0
260,implant,artificial_joint,662,test,implantartificial_joint662,implant,artificial_joint,0.7160715460777283,662.0
261,implant,heart_valve,662,test,implantheart_valve662,implant,heart_valve,0.7534677982330322,662.0
262,implant,lens_implant,662,test,implantlens_implant662,implant,lens_implant,0.9787558317184448,662.0
263,artificial_heart,Jarvik_heart,662,test,artificial_heartJarvik_heart662,,,,
264,lens_implant,monofocal_lens_implant,662,test,lens_implantmonofocal_lens_implant662,lens_implant,monofocal_lens_implant,0.7735272645950317,662.0
265,lens_implant,accommodating_lens_implant,662,test,lens_implantaccommodating_lens_implant662,lens_implant,accommodating_lens_implant,0.6949111819267273,662.0
266,lens_implant,multifocal_lens_implant,662,test,lens_implantmultifocal_lens_implant662,lens_implant,multifocal_lens_implant,0.7407299876213074,662.0
267,terrier,Australian_terrier,663,test,terrierAustralian_terrier663,terrier,Australian_terrier,0.9720016121864319,663.0
268,terrier,Irish_terrier,663,test,terrierIrish_terrier663,terrier,Irish_terrier,0.9741419553756714,663.0
269,terrier,Dandie_Dinmont,663,test,terrierDandie_Dinmont663,terrier,Dandie_Dinmont,0.8891042470932007,663.0
270,terrier,Border_terrier,663,test,terrierBorder_terrier663,terrier,Border_terrier,0.967734158039093,663.0
271,terrier,Airedale,663,test,terrierAiredale663,terrier,Airedale,0.8621764779090881,663.0
272,terrier,Kerry_blue_terrier,663,test,terrierKerry_blue_terrier663,terrier,Kerry_blue_terrier,0.9809922575950623,663.0
273,terrier,fox_terrier,663,test,terrierfox_terrier663,terrier,fox_terrier,0.9671459197998047,663.0
274,terrier,Bedlington_terrier,663,test,terrierBedlington_terrier663,terrier,Bedlington_terrier,0.9689861536026001,663.0
